H,1552449304,306256
T,1552449304,2781
U,1552449304,64508
X,1552449306,704775,1325
X,1552449306,704631,1408
X,1552449307,704947,1653
X,1552449307,704936,610
X,1552449308,704949,562
X,1552449308,705012,1208
X,1552449308,704967,1517
X,1552449309,704959,1580
X,1552449309,705054,1032
X,1552449310,705083,821
X,1552449310,704898,763
X,1552449311,704809,2141
X,1552449311,704934,962
X,1552449312,704861,770
X,1552449313,704721,1080
X,1552449313,704877,909
X,1552449314,704813,2804
X,1552449314,704686,688
X,1552449315,704720,752
X,1552449315,704553,1114
P,1552449316,5133
X,1552449316,704728,707
X,1552449316,704938,997
X,1552449317,704947,798
X,1552449318,704857,999
X,1552449318,704306,753
X,1552449319,704666,2157
X,1552449319,704302,1568
X,1552449320,705148,29435
X,1552449320,704808,5382
X,1552449321,704289,8392
X,1552449322,704675,1006
X,1552449322,704846,1087
X,1552449323,705034,1201
X,1552449323,705033,1129
X,1552449324,704990,1321
X,1552449324,704938,1619
X,1552449325,704622,981
X,1552449326,704748,718
X,1552449326,704957,1330
X,1552449327,704727,2309
X,1552449327,704802,1182
X,1552449328,704827,1054
X,1552449328,704847,884
X,1552449329,705103,1567
X,1552449330,704934,1784
X,1552449330,704875,832
X,1552449331,704824,848
X,1552449331,705066,1173
X,1552449332,704800,3160
X,1552449332,704864,653
A,1552449332,704825,777
T,1552449333,2781
U,1552449333,64508
X,1552449334,704990,2709
X,1552449335,705046,1066
X,1552449335,704886,1608
X,1552449336,705045,1431
X,1552449337,704508,2972
X,1552449337,704428,1280
X,1552449338,704606,990
X,1552449338,704507,1515
X,1552449339,704671,2812
X,1552449339,704813,1793
X,1552449340,705001,1038
X,1552449341,704794,1188
X,1552449341,704885,1472
X,1552449342,704988,1801
X,1552449342,704996,994
X,1552449343,705013,552
X,1552449343,705157,1116
X,1552449344,705104,998
X,1552449345,705061,813
X,1552449345,705151,853
X,1552449346,705159,1588
P,1552449346,5136
X,1552449346,705214,2114
X,1552449347,705160,871
X,1552449347,705144,751
X,1552449348,705030,843
X,1552449349,705126,1064
X,1552449349,705079,2283
X,1552449349,704978,1007
X,1552449349,705081,605
X,1552449350,705059,989
X,1552449350,705171,982
X,1552449351,705040,2295
X,1552449351,705120,1227
X,1552449352,704991,3791
X,1552449353,704699,13827
X,1552449353,704595,8656
X,1552449354,705162,1717
X,1552449354,705122,475
X,1552449355,705106,660
X,1552449355,705014,1078
X,1552449356,705032,2413
X,1552449357,705063,1119
X,1552449357,705103,678
X,1552449358,704998,817
X,1552449358,705194,1467
X,1552449359,705121,2033
X,1552449359,705106,1090
X,1552449360,705163,530
X,1552449361,705073,1167
X,1552449361,705169,770
X,1552449362,705267,2374
X,1552449362,705331,799
X,1552449363,705430,904
A,1552449363,705099,824
T,1552449363,2781
U,1552449363,64508
X,1552449365,705332,1088
X,1552449365,705302,714
X,1552449366,705156,1143
X,1552449366,704941,2153
X,1552449367,705237,1664
X,1552449368,705147,747
X,1552449368,705006,868
X,1552449369,705138,1146
X,1552449369,704947,2132
X,1552449370,704902,1247
X,1552449370,704864,690
X,1552449371,704575,630
X,1552449372,704691,1076
X,1552449372,704533,1645
X,1552449373,704270,547
X,1552449373,704264,678
X,1552449374,704496,781
X,1552449374,704594,1665
P,1552449375,5138
X,1552449375,704712,1066
X,1552449376,704585,631
X,1552449376,703917,1284
X,1552449377,703851,1511
X,1552449377,703915,1319
X,1552449378,704150,998
X,1552449378,704540,933
X,1552449379,704833,1518
X,1552449380,704753,1675
X,1552449380,704743,938
X,1552449381,704569,939
X,1552449381,704533,2631
X,1552449382,703328,19032
X,1552449382,704560,1994
X,1552449383,704797,1149
X,1552449384,704728,1004
X,1552449384,704899,2052
X,1552449385,704874,1855
X,1552449385,704780,1164
X,1552449386,704816,1153
X,1552449386,704806,940
X,1552449387,704849,937
X,1552449387,704917,1459
X,1552449388,704921,1258
X,1552449389,704986,632
X,1552449389,704940,1731
X,1552449390,704971,1065
X,1552449390,704961,1233
X,1552449390,704983,1352
X,1552449390,705030,1301
X,1552449391,705025,1388
X,1552449392,705020,1018
X,1552449392,704989,755
X,1552449393,705017,1012
X,1552449393,704792,1562
X,1552449394,705046,1162
X,1552449394,704967,1700
X,1552449395,704986,858
X,1552449396,705046,896
X,1552449396,705091,1211
X,1552449397,705021,1543
