H,1552448744,306256
T,1552448744,2782
U,1552448744,64508
X,1552448745,704904,1150
X,1552448746,705346,1483
X,1552448746,705108,1079
X,1552448747,704843,916
X,1552448748,704712,1039
X,1552448748,704569,985
X,1552448749,705047,1105
X,1552448749,704904,652
X,1552448750,704500,1110
X,1552448750,704351,1555
X,1552448751,704263,1267
X,1552448752,704616,1591
X,1552448752,704772,2524
X,1552448753,704757,2792
X,1552448753,705131,524
X,1552448754,705196,838
X,1552448754,705253,1622
X,1552448755,704703,638
X,1552448756,704338,671
X,1552448756,704449,416
X,1552448757,704942,1380
P,1552448757,5123
X,1552448757,704780,1132
X,1552448758,704670,849
X,1552448758,704469,971
X,1552448759,704628,2014
X,1552448760,704459,1661
X,1552448760,704390,2098
X,1552448761,704534,1055
X,1552448761,704611,1499
X,1552448762,704308,1373
X,1552448762,704165,2222
X,1552448763,703958,3922
X,1552448763,704446,3356
X,1552448764,704314,1428
X,1552448765,704167,2792
X,1552448765,703953,948
X,1552448766,704032,998
X,1552448766,704215,1355
X,1552448767,704460,1708
X,1552448767,704789,1057
X,1552448768,704650,617
X,1552448769,704457,867
X,1552448769,704564,2378
X,1552448770,704991,2169
X,1552448770,704878,1406
X,1552448771,704969,679
X,1552448771,704993,1465
X,1552448772,704858,2501
X,1552448773,704794,1040
X,1552448773,704707,1279
X,1552448774,704622,1211
X,1552448774,704817,2262
X,1552448774,704799,570
X,1552448774,704850,979
X,1552448775,705053,1157
X,1552448776,704861,3734
X,1552448776,704705,948
X,1552448777,704543,922
X,1552448777,704755,1241
X,1552448778,704898,3366
X,1552448778,705038,565
A,1552448778,704663,1243
T,1552448779,2782
U,1552448779,64508
X,1552448780,705119,740
X,1552448781,704783,1876
X,1552448781,704894,1994
X,1552448782,705008,2775
X,1552448783,704070,8193
X,1552448783,705061,4002
X,1552448784,704614,2503
X,1552448784,704633,1972
X,1552448785,704749,1065
X,1552448785,704750,709
P,1552448786,5136
X,1552448786,704457,1209
X,1552448787,704923,1036
X,1552448787,704930,2469
X,1552448788,704896,995
X,1552448788,704717,745
X,1552448789,704763,1316
X,1552448789,704679,1507
X,1552448790,704648,1176
X,1552448791,704719,842
X,1552448791,704746,1305
X,1552448792,704766,1722
X,1552448792,704897,823
X,1552448793,704825,884
X,1552448793,704832,1232
X,1552448794,704848,1824
X,1552448795,704887,1717
X,1552448795,704925,1737
X,1552448796,704926,899
X,1552448796,705296,1864
X,1552448797,704699,2879
X,1552448797,704907,1316
X,1552448798,704818,884
X,1552448798,704471,1407
X,1552448799,704578,1534
X,1552448800,704862,1333
X,1552448800,705007,1082
X,1552448801,705101,1569
X,1552448801,704751,4685
X,1552448802,704932,8455
X,1552448802,706063,16846
X,1552448803,705369,8809
X,1552448804,704886,3653
X,1552448804,705137,3203
X,1552448805,705006,1034
X,1552448805,704873,1142
X,1552448806,704456,3789
X,1552448806,704517,2001
X,1552448807,704596,942
X,1552448808,704479,1082
X,1552448808,704502,991
X,1552448809,704840,2497
X,1552448809,704823,718
X,1552448810,704748,1051
X,1552448810,704913,484
X,1552448811,704651,2476
X,1552448812,704695,908
X,1552448812,704777,777
X,1552448813,704800,394
X,1552448813,704720,1071
X,1552448814,704906,1193
X,1552448814,704896,821
X,1552448815,704935,734
X,1552448815,705019,1056
P,1552448815,5137
X,1552448815,704882,2528
X,1552448816,704896,1068
X,1552448816,704828,659
X,1552448817,704747,810
A,1552448817,704808,617
T,1552448817,2782
U,1552448817,64508
X,1552448819,704670,1048
X,1552448819,704466,1249
X,1552448820,704638,1717
X,1552448820,704970,1259
X,1552448821,704860,828
X,1552448822,704790,591
X,1552448822,704875,808
X,1552448823,704801,2015
X,1552448823,704666,847
X,1552448824,704534,1177
X,1552448824,704163,1342
X,1552448825,704347,1242
X,1552448826,704723,1719
X,1552448826,704538,980
X,1552448827,704466,1065
X,1552448827,704509,830
X,1552448828,704588,2405
X,1552448828,704780,818
X,1552448829,704676,838
X,1552448829,704747,1331
X,1552448830,704774,1166
X,1552448831,704749,1909
X,1552448831,704558,952
X,1552448832,704739,737
X,1552448832,704697,784
X,1552448833,704763,2296
X,1552448833,704723,881
X,1552448834,704777,741
X,1552448835,704653,1028
X,1552448835,704590,835
X,1552448836,704973,2732
X,1552448836,704731,711
X,1552448837,704756,700
X,1552448837,704803,1044
