H,1552245158,337272
T,1552245158,2836
R,1552245158,700D98F55
X,1552245160,715848,1764
X,1552245160,715677,1331
X,1552245161,715859,461
X,1552245162,715582,565
X,1552245162,714881,2765
X,1552245163,713929,1572
X,1552245163,714400,1543
X,1552245164,714982,1456
X,1552245164,715257,724
X,1552245164,714694,3913
X,1552245165,714984,1658
X,1552245165,715118,3175
X,1552245166,716071,22112
X,1552245166,712518,24588
X,1552245167,712016,17660
X,1552245167,713385,4257
X,1552245168,710990,6147
X,1552245169,709940,2696
X,1552245169,710785,1729
X,1552245170,710840,4895
X,1552245170,711915,6401
X,1552245171,710219,4635
X,1552245171,709292,6796
X,1552245172,704679,10318
X,1552245173,705106,5551
X,1552245173,708313,5546
X,1552245174,710937,3989
X,1552245174,712656,2019
X,1552245175,713575,1322
X,1552245175,714986,1041
X,1552245176,715610,5813
X,1552245176,716274,865
X,1552245177,716285,1026
X,1552245178,715895,32937
X,1552245178,715183,17300
X,1552245179,714755,6245
X,1552245179,716559,2820
X,1552245180,716505,3683
X,1552245180,716236,646
X,1552245181,716492,808
P,1552245181,5158
X,1552245182,716503,566
X,1552245182,715988,3236
X,1552245183,716052,558
X,1552245183,715861,2112
X,1552245184,715921,1883
X,1552245184,716085,2384
X,1552245185,716252,1626
X,1552245186,716309,1843
X,1552245186,716336,1360
X,1552245187,715715,1353
X,1552245187,715705,531
X,1552245188,715529,995
X,1552245188,715979,803
X,1552245189,715827,1024
X,1552245190,715642,3423
X,1552245190,716147,1103
X,1552245191,716142,2162
X,1552245191,714875,1713
X,1552245192,715770,860
X,1552245192,715954,897
X,1552245193,715159,1708
X,1552245193,716268,1825
X,1552245194,715501,1968
X,1552245195,714405,2037
X,1552245195,713993,2663
X,1552245196,712917,43218
X,1552245196,711318,9683
X,1552245197,712842,11859
X,1552245197,713925,2112
X,1552245198,714810,903
X,1552245199,712404,1683
X,1552245199,714070,1171
X,1552245200,714525,807
X,1552245200,714313,2049
X,1552245201,713019,2550
X,1552245201,713898,1947
X,1552245202,714838,1618
X,1552245203,715760,723
X,1552245203,714786,1118
X,1552245204,714227,1508
X,1552245204,714329,1860
X,1552245205,714415,1104
X,1552245205,715058,2072
X,1552245205,715438,1093
X,1552245206,715319,699
X,1552245206,715535,3014
X,1552245207,715278,745
X,1552245207,715230,1656
X,1552245208,714968,5650
X,1552245208,715195,38789
X,1552245209,715334,23214
X,1552245210,715218,2912
X,1552245210,715342,1297
P,1552245210,5156
X,1552245211,715468,808
X,1552245211,715623,266
A,1552245211,715698,1978
T,1552245211,2835
R,1552245212,700D98F55
X,1552245213,715268,38526
X,1552245214,715157,4890
X,1552245214,717295,18511
X,1552245215,715759,3674
X,1552245215,716247,458
X,1552245216,716393,408
X,1552245217,715606,963
X,1552245217,715057,1806
X,1552245218,711748,4824
X,1552245218,713446,2975
X,1552245219,711914,7737
X,1552245219,710592,4051
X,1552245220,708864,42186
X,1552245221,710999,18622
X,1552245221,710549,4543
X,1552245222,710662,5417
X,1552245222,712027,2456
X,1552245223,712098,2347
X,1552245223,714308,1256
X,1552245224,713243,3494
X,1552245225,712693,1643
X,1552245225,712143,2490
X,1552245226,712900,1633
X,1552245226,714267,2772
X,1552245227,714206,1920
X,1552245227,713357,4272
X,1552245228,714464,2632
X,1552245228,712745,47963
X,1552245229,714400,25435
X,1552245230,714441,5105
X,1552245230,715083,3451
X,1552245231,714163,5477
X,1552245231,715340,4252
X,1552245232,715524,2579
X,1552245232,715614,1006
X,1552245233,715671,1345
X,1552245234,715574,738
X,1552245234,715388,909
X,1552245235,715314,1087
X,1552245235,715428,1427
X,1552245236,714647,2620
X,1552245236,713395,2500
X,1552245237,714717,1007
X,1552245238,714605,657
X,1552245238,714574,1712
X,1552245239,713862,2832
X,1552245239,714148,1882
X,1552245240,715177,1202
X,1552245240,715625,476
P,1552245241,5160
X,1552245241,715586,1296
X,1552245242,715219,1332
X,1552245242,715160,4919
X,1552245243,715522,1298
X,1552245243,715462,716
X,1552245244,715483,890
X,1552245244,715099,1907
X,1552245245,714939,2263
X,1552245246,715690,1402
X,1552245246,715726,1201
X,1552245246,716218,1008
X,1552245246,716015,1225
X,1552245247,716062,2547
X,1552245247,715374,1207
X,1552245248,715035,661
X,1552245248,715241,753
X,1552245249,715460,900
X,1552245250,715270,1636
X,1552245250,715326,486
