H,1554161699,337272
T,1554161699,2815
R,1554161699,700D98F55
X,1554161700,742049,880
X,1554161701,741807,1334
X,1554161701,741779,1009
X,1554161702,741843,574
X,1554161703,741868,2007
X,1554161703,741986,803
X,1554161704,741850,1086
X,1554161704,741759,1156
X,1554161705,741840,650
X,1554161705,741835,907
X,1554161706,741994,2261
X,1554161707,741943,1293
X,1554161707,741809,968
P,1554161708,5094
X,1554161708,741951,814
X,1554161708,741850,1042
X,1554161709,741831,1395
X,1554161709,741928,1183
X,1554161710,741823,428
X,1554161711,741846,818
X,1554161711,741886,738
X,1554161712,741825,1727
X,1554161712,741993,882
X,1554161713,741828,949
X,1554161713,741824,950
X,1554161714,741876,777
X,1554161715,741695,616
X,1554161715,741849,719
X,1554161715,741820,771
X,1554161715,741760,977
X,1554161716,741884,828
X,1554161716,741827,1265
X,1554161717,741949,1941
X,1554161717,741893,780
A,1554161717,741864,354
T,1554161718,2815
R,1554161718,700D98F55
X,1554161719,741844,1454
X,1554161720,741903,1079
X,1554161721,741915,960
X,1554161721,741861,840
X,1554161722,741880,797
X,1554161722,741832,1302
X,1554161723,741928,1069
X,1554161723,741898,941
X,1554161724,741867,1219
X,1554161725,741922,1020
X,1554161725,741947,951
X,1554161726,741997,1579
X,1554161726,742038,793
X,1554161727,741904,862
X,1554161727,741907,882
X,1554161728,741969,759
X,1554161729,741885,844
X,1554161729,741980,1346
X,1554161730,742062,658
X,1554161730,741977,1275
X,1554161731,741996,1173
X,1554161731,741973,1124
X,1554161732,742020,2386
X,1554161732,742096,1790
X,1554161733,741951,886
X,1554161734,741892,884
X,1554161734,742065,889
X,1554161735,742052,876
X,1554161735,742351,2246
X,1554161736,742046,1127
X,1554161736,741968,1458
P,1554161737,5112
X,1554161737,742052,832
X,1554161738,742104,975
X,1554161738,742120,2201
X,1554161739,742141,1232
X,1554161739,742016,1351
X,1554161740,742119,644
X,1554161740,742062,571
X,1554161741,742059,910
A,1554161741,741981,258
T,1554161741,2815
R,1554161741,700D98F55
X,1554161743,742101,991
X,1554161744,742047,666
X,1554161744,742117,1889
X,1554161745,742126,595
X,1554161745,742127,749
X,1554161746,741981,769
X,1554161746,742096,625
X,1554161747,742014,911
X,1554161748,742184,1622
X,1554161748,742110,1013
X,1554161749,742050,747
X,1554161749,742126,937
X,1554161750,742188,1317
X,1554161750,742166,2543
X,1554161751,742122,792
X,1554161751,742068,1127
X,1554161752,742183,1148
X,1554161753,742161,847
X,1554161753,742120,1771
X,1554161754,742152,1723
X,1554161754,742077,661
X,1554161755,742086,1058
X,1554161755,742094,778
X,1554161756,742055,1252
X,1554161756,742124,1689
X,1554161756,742119,939
X,1554161757,742156,1231
X,1554161757,742177,1050
X,1554161758,742162,982
X,1554161758,742056,1488
X,1554161759,742152,1119
X,1554161760,742068,1846
X,1554161760,742118,1100
X,1554161761,742160,1124
X,1554161761,742175,892
X,1554161762,742277,2717
X,1554161762,742178,1078
X,1554161763,742088,1062
X,1554161764,742183,1015
X,1554161764,742174,775
X,1554161765,742232,2510
X,1554161765,742231,4299
X,1554161766,742332,1748
P,1554161766,5113
X,1554161766,742325,954
X,1554161767,742333,783
X,1554161767,742195,1741
X,1554161768,742327,1103
X,1554161769,742183,831
A,1554161769,742129,352
T,1554161769,2815
R,1554161769,700D98F55
X,1554161771,742119,2581
X,1554161771,742055,1048
X,1554161772,742072,1306
X,1554161772,741987,1031
X,1554161773,742042,888
X,1554161773,742064,3296
X,1554161774,742107,1959
X,1554161775,741999,1351
X,1554161775,741825,1030
X,1554161776,741940,951
X,1554161776,741892,1270
X,1554161777,742041,1771
X,1554161777,741855,1143
X,1554161778,742007,981
X,1554161779,742157,1096
X,1554161779,742028,1091
X,1554161780,742354,1123
X,1554161780,742156,902
X,1554161781,742123,489
X,1554161781,742182,828
X,1554161782,742125,636
X,1554161782,742262,1948
X,1554161783,742210,1626
X,1554161784,742292,1210
X,1554161784,741370,6528
X,1554161785,742546,5497
X,1554161785,742133,2124
X,1554161786,742489,1425
X,1554161786,742390,1653
X,1554161787,742555,3422
X,1554161788,742350,1544
X,1554161788,742242,13641
X,1554161789,742438,2089
X,1554161789,742050,11880
X,1554161790,742259,4608
X,1554161790,742456,1308
X,1554161791,742430,888
X,1554161792,742203,931
X,1554161792,742300,716
