H,1554164212,337272
X,1554164212,744157,1014
X,1554164213,744349,897
X,1554164214,744294,1597
X,1554164214,743967,5115
X,1554164215,744464,2553
X,1554164215,744473,3283
X,1554164216,744280,879
X,1554164216,744359,911
X,1554164217,744443,738
X,1554164217,744214,1799
X,1554164217,744449,18934
X,1554164218,744543,1756
X,1554164218,744252,2197
X,1554164219,744356,1457
X,1554164219,744536,4417
X,1554164220,744381,1519
X,1554164221,744255,4173
X,1554164221,744563,1457
X,1554164222,744462,697
X,1554164222,744364,913
X,1554164223,744487,2161
X,1554164223,744475,935
X,1554164224,745054,5649
X,1554164225,742227,18824
X,1554164225,743954,62834
X,1554164226,743695,40876
X,1554164226,746668,16945
X,1554164227,745719,36998
X,1554164227,744010,47159
X,1554164228,744654,5725
X,1554164228,744584,3185
X,1554164229,744682,1097
X,1554164230,744643,884
X,1554164230,744489,992
X,1554164231,744527,990
X,1554164231,744275,1143
X,1554164232,744409,916
X,1554164232,744222,4966
X,1554164233,744522,7610
X,1554164234,744224,1015
X,1554164234,744256,4763
X,1554164235,744497,1531
P,1554164235,5103
X,1554164235,744552,18746
X,1554164236,744322,2781
X,1554164236,744443,1092
X,1554164237,744110,11603
X,1554164238,743828,27800
X,1554164238,743824,58325
X,1554164239,743177,35576
X,1554164239,744252,30793
X,1554164240,744840,10658
X,1554164240,744882,6567
X,1554164241,744796,22128
X,1554164242,742723,17023
X,1554164242,742942,50939
X,1554164243,744011,49560
X,1554164243,744785,43879
X,1554164244,744162,13436
X,1554164244,743899,8313
X,1554164245,744846,2276
X,1554164246,744636,1578
X,1554164246,744724,591
X,1554164247,744665,3492
X,1554164247,744669,1049
X,1554164248,744620,1053
X,1554164248,744489,1089
X,1554164249,744480,880
X,1554164249,744520,6576
X,1554164250,744887,2084
X,1554164251,744772,1183
X,1554164251,744740,1061
X,1554164252,744849,770
X,1554164252,745024,6582
X,1554164253,744709,1364
X,1554164253,744280,7304
X,1554164254,744192,8933
X,1554164255,744073,22829
X,1554164255,744674,7859
X,1554164256,744915,18413
X,1554164256,745746,27879
X,1554164257,744373,10094
X,1554164257,744688,22232
X,1554164258,744989,4362
X,1554164258,744881,2114
X,1554164258,744856,925
X,1554164259,744787,655
X,1554164259,744721,3258
X,1554164260,744227,8848
X,1554164260,744393,1565
X,1554164261,744478,1090
X,1554164262,744521,1182
X,1554164262,744445,2618
X,1554164263,744552,1291
X,1554164263,744442,1097
X,1554164264,744424,1234
X,1554164264,744518,948
P,1554164264,5104
X,1554164265,744430,761
X,1554164265,744514,2317
X,1554164266,744874,10182
X,1554164267,742813,35070
X,1554164267,743796,17058
X,1554164268,744319,2428
X,1554164268,744859,24384
X,1554164269,745589,32331
X,1554164269,744761,27973
X,1554164270,745395,28512
X,1554164271,745660,8822
X,1554164271,744815,15387
X,1554164272,745017,7294
X,1554164272,744716,5755
X,1554164273,745077,5989
X,1554164273,744995,10112
X,1554164274,744404,4823
X,1554164275,745127,27029
X,1554164275,745078,12278
X,1554164276,743289,22184
X,1554164276,744399,35039
X,1554164277,744822,13126
X,1554164277,744358,8690
X,1554164278,744517,1486
X,1554164279,744623,16275
X,1554164279,744379,4316
X,1554164280,744954,4797
X,1554164280,745141,12181
X,1554164281,744515,1033
X,1554164281,745144,29525
X,1554164282,745842,20036
X,1554164283,744975,24906
X,1554164283,742543,22009
X,1554164284,743857,46026
X,1554164284,745481,15158
X,1554164285,744488,14252
X,1554164285,744836,12564
X,1554164286,745080,4954
X,1554164286,744203,7459
X,1554164287,744409,2032
X,1554164288,744420,764
X,1554164288,743927,32718
X,1554164289,744292,3885
X,1554164289,744283,814
A,1554164289,744507,576
T,1554164289,2810
X,1554164291,744516,3476
X,1554164292,744459,1346
X,1554164292,744204,867
X,1554164293,744139,2757
X,1554164294,744342,909
X,1554164294,744320,1073
P,1554164294,5103
X,1554164295,744249,843
X,1554164295,744287,636
X,1554164296,744358,1103
X,1554164296,745051,14291
X,1554164297,743951,16061
X,1554164298,743131,53557
X,1554164298,744440,37635
X,1554164299,745997,38062
X,1554164299,744364,21284
X,1554164299,744864,4725
X,1554164299,743665,48144
X,1554164300,745483,39923
X,1554164300,744881,3998
X,1554164301,745390,8724
X,1554164302,745164,27140
X,1554164302,746236,47285
X,1554164303,746126,54076
X,1554164303,744858,58857
X,1554164304,746082,26283
X,1554164304,745577,22092
