H,1551994079,337272
U,1551994079,36693
X,1551994080,671596,1111
X,1551994081,671751,895
X,1551994081,671634,846
X,1551994082,671717,9145
X,1551994083,673576,7769
X,1551994083,671963,17242
X,1551994084,671918,22026
X,1551994084,671429,29552
X,1551994085,671893,19999
X,1551994085,671985,17591
X,1551994086,673846,24529
X,1551994087,672734,35465
X,1551994087,672948,26654
X,1551994088,671602,11834
X,1551994088,674076,16479
X,1551994089,671092,19377
X,1551994089,672029,2583
X,1551994090,671892,15621
X,1551994091,672027,3576
X,1551994091,671354,8850
X,1551994092,671800,10906
X,1551994092,671584,2646
X,1551994093,671632,1034
X,1551994093,671655,889
X,1551994094,671655,621
P,1551994094,5159
X,1551994094,671762,1536
X,1551994095,671704,831
X,1551994096,671614,531
X,1551994096,671541,561
X,1551994097,671586,970
X,1551994097,671707,1157
X,1551994098,671699,788
X,1551994098,671668,643
X,1551994099,671679,1391
X,1551994100,671761,906
X,1551994100,671714,949
X,1551994101,671617,699
X,1551994101,671782,868
X,1551994102,671686,627
X,1551994102,671788,796
X,1551994103,671906,913
X,1551994104,671997,757
X,1551994104,671936,870
X,1551994105,671655,695
A,1551994105,671717,456
T,1551994105,2807
U,1551994105,36693
X,1551994107,671725,769
X,1551994107,671888,507
X,1551994108,671806,784
X,1551994108,671771,590
X,1551994109,671739,769
X,1551994109,671774,2777
X,1551994109,671953,1634
X,1551994110,671832,940
X,1551994110,671825,1022
X,1551994111,671713,2243
X,1551994111,671732,1459
X,1551994112,671899,1715
X,1551994112,673648,18601
X,1551994113,668774,29921
X,1551994114,671673,2622
X,1551994114,671830,893
X,1551994115,671818,1134
X,1551994115,671919,1104
X,1551994116,671808,1051
X,1551994116,671920,1240
X,1551994117,671895,1290
X,1551994118,671847,1152
X,1551994118,671813,1070
X,1551994119,671951,679
X,1551994119,671870,939
X,1551994120,671944,916
X,1551994120,671821,1063
X,1551994121,671832,1112
X,1551994122,671858,1183
X,1551994122,671967,1008
X,1551994123,671880,1597
X,1551994123,671883,1323
P,1551994123,5187
X,1551994124,671891,1080
X,1551994124,671791,1097
X,1551994125,671862,1021
X,1551994126,671897,1115
X,1551994126,671904,1144
X,1551994127,671881,1114
X,1551994127,671867,1016
X,1551994128,671771,1184
X,1551994128,671921,1099
X,1551994129,671932,810
X,1551994129,671931,879
X,1551994130,671870,928
X,1551994131,671833,862
X,1551994131,672214,7793
X,1551994132,672095,2954
X,1551994132,671878,912
X,1551994133,671831,1197
X,1551994133,671693,1389
X,1551994134,671897,1333
X,1551994135,672192,1221
X,1551994135,671928,1006
X,1551994136,672067,2241
X,1551994136,671533,5612
X,1551994137,671454,6969
X,1551994137,671345,22788
X,1551994138,671918,20417
X,1551994139,672976,27759
X,1551994139,672468,8582
X,1551994140,671950,16895
X,1551994140,672269,7975
X,1551994141,673150,23764
X,1551994141,673510,33440
X,1551994142,672975,17308
X,1551994143,672066,16002
X,1551994143,671738,17534
X,1551994144,671803,3767
X,1551994144,672111,4007
X,1551994145,670905,51444
X,1551994145,671268,31197
X,1551994146,671851,12337
X,1551994146,671165,1898
X,1551994147,671164,633
X,1551994148,671141,1078
X,1551994148,670536,5807
X,1551994149,670912,1389
X,1551994149,670892,3118
X,1551994150,671864,10632
X,1551994150,672027,14419
X,1551994150,671166,12172
X,1551994151,671111,27089
X,1551994151,670643,29841
X,1551994152,670982,12212
X,1551994152,670747,3759
P,1551994153,5187
X,1551994153,671198,2224
X,1551994153,670918,2535
X,1551994154,671119,4129
X,1551994155,671073,1359
X,1551994155,671455,5762
X,1551994156,671111,20333
X,1551994156,671629,16437
X,1551994157,670817,9594
X,1551994157,671622,12893
X,1551994158,671294,13176
X,1551994159,671281,24492
X,1551994159,671207,46911
X,1551994160,671088,26817
X,1551994160,671481,14901
X,1551994161,670216,43843
X,1551994161,670517,32591
X,1551994162,671460,43817
X,1551994163,672866,52646
X,1551994163,671624,17321
X,1551994164,670513,7180
X,1551994164,671288,995
X,1551994165,670993,1687
X,1551994165,671264,6040
X,1551994166,671362,13481
X,1551994166,671069,12872
X,1551994167,670559,23442
X,1551994168,670249,20629
X,1551994168,671173,7988
X,1551994169,671046,18806
X,1551994169,671675,9184
X,1551994170,671501,6326
X,1551994170,671192,16655
X,1551994171,670563,14444
X,1551994172,671463,6606
X,1551994172,671433,7651
X,1551994173,671131,2905
