H,1554688389,337272
T,1554688389,2807
R,1554688389,700D98F55
X,1554688391,783894,886
X,1554688391,783877,1020
X,1554688392,783848,803
X,1554688392,783787,804
X,1554688393,783643,1273
X,1554688394,783819,1447
X,1554688394,783851,620
X,1554688395,783837,928
X,1554688395,783863,834
X,1554688396,783863,677
X,1554688396,783737,1925
X,1554688397,783839,1133
X,1554688398,783847,1557
X,1554688398,783792,1078
P,1554688399,5036
X,1554688399,783805,493
X,1554688399,783694,2851
X,1554688399,783788,1467
X,1554688399,783933,956
X,1554688400,783888,685
X,1554688401,783854,529
X,1554688401,783675,1082
X,1554688402,783942,1747
X,1554688402,783832,1389
X,1554688403,783892,944
X,1554688403,783792,1025
X,1554688404,783751,669
X,1554688405,783701,1465
X,1554688405,783762,1366
X,1554688406,783865,1257
X,1554688406,783874,596
X,1554688407,783839,1051
X,1554688407,783770,1125
X,1554688408,783926,1432
X,1554688408,783702,2089
X,1554688409,783856,2177
X,1554688410,783830,1476
X,1554688410,783898,960
X,1554688411,784007,3658
X,1554688411,783932,1212
X,1554688412,783959,2436
X,1554688412,784037,903
X,1554688413,783990,1171
X,1554688414,784009,1808
X,1554688414,784060,1766
X,1554688415,784110,1483
X,1554688415,784040,882
X,1554688416,783968,906
X,1554688416,783959,1884
X,1554688417,784056,1275
X,1554688418,784035,1297
X,1554688418,784026,911
X,1554688419,783871,1449
X,1554688419,783824,2765
X,1554688420,783897,674
A,1554688420,783890,289
T,1554688420,2807
R,1554688420,700D98F55
X,1554688422,783868,1084
X,1554688422,783982,1960
X,1554688423,783892,1109
X,1554688424,783973,1038
X,1554688424,783939,875
X,1554688425,783766,1432
X,1554688425,783934,1883
X,1554688426,783943,1748
X,1554688426,783962,2104
X,1554688427,783956,1181
X,1554688427,783880,780
P,1554688428,5064
X,1554688428,783590,2021
X,1554688429,783772,2217
X,1554688429,783781,1613
X,1554688430,783766,1774
X,1554688430,783878,1577
X,1554688431,783471,3873
X,1554688431,783348,4914
X,1554688432,783540,3460
X,1554688433,783762,1862
X,1554688433,783634,917
X,1554688434,783851,1010
X,1554688434,783683,2850
X,1554688435,783812,1900
X,1554688435,783854,2303
X,1554688436,783913,1163
X,1554688437,783837,806
X,1554688437,783841,719
X,1554688438,783807,4428
X,1554688438,783536,1219
X,1554688439,783944,1101
X,1554688439,783886,1308
X,1554688440,783890,1113
X,1554688440,783637,1158
X,1554688440,783921,1995
X,1554688441,783708,1755
X,1554688441,783938,2077
X,1554688442,783850,1526
X,1554688442,783827,1118
X,1554688443,783739,1499
X,1554688443,783827,943
X,1554688444,783822,1766
X,1554688445,783798,953
X,1554688445,783692,926
X,1554688446,783722,2780
X,1554688446,783815,973
X,1554688447,783789,1583
X,1554688447,783756,688
X,1554688448,783702,850
X,1554688449,783635,2355
X,1554688449,783691,1357
X,1554688450,783830,1598
X,1554688450,783793,776
X,1554688451,783645,975
X,1554688451,783571,1163
X,1554688452,783675,1611
X,1554688453,783665,1647
X,1554688453,783790,1986
X,1554688454,783795,1381
X,1554688454,783595,1603
X,1554688455,783835,822
X,1554688455,783837,1539
X,1554688456,783913,1750
X,1554688457,783849,1830
P,1554688457,5063
X,1554688457,783708,1274
X,1554688458,783905,3204
X,1554688458,783800,1088
X,1554688459,783899,1442
X,1554688459,783825,943
X,1554688460,783783,808
X,1554688460,783769,1476
X,1554688461,783896,1126
X,1554688462,783984,1828
X,1554688462,783905,1799
X,1554688463,783907,1099
X,1554688463,783910,2678
X,1554688464,783195,7305
X,1554688464,783631,1466
X,1554688465,783735,905
X,1554688466,783766,878
X,1554688466,783754,2150
X,1554688467,783832,1588
X,1554688467,783837,1230
X,1554688468,783818,1386
X,1554688468,783747,1191
X,1554688469,783667,2084
X,1554688470,783769,1111
X,1554688470,783728,1542
X,1554688471,783887,2103
X,1554688471,783904,972
X,1554688472,783754,739
A,1554688472,783788,305
T,1554688472,2807
R,1554688472,700D98F55
X,1554688474,783915,2256
X,1554688474,783892,1015
X,1554688475,783772,1312
X,1554688476,783886,1227
X,1554688476,783917,1916
X,1554688477,783899,1038
X,1554688477,783819,911
X,1554688478,783739,1543
X,1554688478,783889,1198
X,1554688479,783939,956
X,1554688479,783917,1930
X,1554688480,783922,1020
X,1554688481,783700,1076
X,1554688481,783868,1953
X,1554688481,783598,1327
