H,1553055400,337272
T,1553055400,2747
R,1553055401,700D98F55
X,1553055402,726880,772
X,1553055403,726702,1710
X,1553055403,726504,1417
X,1553055404,726545,1680
X,1553055405,726732,1182
X,1553055405,726761,1224
X,1553055406,726411,1530
X,1553055406,726844,776
X,1553055407,726881,2218
X,1553055407,726619,1016
X,1553055408,726685,1245
X,1553055409,726674,807
X,1553055409,726696,2427
P,1553055409,5102
X,1553055410,726623,1421
X,1553055410,725895,41544
X,1553055411,726340,2794
X,1553055411,726362,1793
X,1553055412,725839,16159
X,1553055413,726930,2949
X,1553055413,726562,2082
X,1553055414,726582,1022
X,1553055414,726727,2028
X,1553055415,726827,906
X,1553055415,726688,1726
X,1553055416,726687,764
X,1553055416,726924,1661
X,1553055417,727155,709
X,1553055418,727237,1799
X,1553055418,727004,1577
X,1553055419,727223,810
X,1553055419,727166,1374
X,1553055420,727186,2608
X,1553055420,727097,1172
X,1553055421,727194,733
X,1553055422,727115,843
X,1553055422,727348,945
X,1553055423,727175,1314
X,1553055423,727133,712
X,1553055424,727271,1872
X,1553055424,727150,672
X,1553055425,727307,804
X,1553055426,727403,401
X,1553055426,727387,1796
X,1553055427,727189,711
X,1553055427,727230,1298
X,1553055427,727436,930
X,1553055427,727417,1983
X,1553055428,727236,1112
X,1553055429,727559,675
X,1553055429,727283,977
X,1553055430,727195,2129
X,1553055430,727072,1185
X,1553055431,727187,888
X,1553055431,727268,1453
X,1553055432,727246,580
A,1553055432,727142,885
T,1553055432,2747
R,1553055432,700D98F55
X,1553055434,727477,1271
X,1553055434,729076,11761
X,1553055435,725306,11843
X,1553055436,726520,2101
X,1553055436,726652,1024
X,1553055437,726439,1785
X,1553055437,726506,3728
X,1553055438,726824,1105
X,1553055438,726873,2187
P,1553055439,5112
X,1553055439,726950,473
X,1553055440,727021,13726
X,1553055440,726266,4330
X,1553055441,726822,1606
X,1553055441,726971,3060
X,1553055442,726617,10735
X,1553055442,726990,1518
X,1553055443,726733,3080
X,1553055443,727079,1307
X,1553055444,727243,2703
X,1553055445,727149,883
X,1553055445,727145,4063
X,1553055446,727156,1736
X,1553055446,727227,570
X,1553055447,727330,3819
X,1553055447,727043,618
X,1553055448,727110,1543
X,1553055449,727087,1243
X,1553055449,727347,2526
X,1553055450,727002,2214
X,1553055450,727025,569
X,1553055451,726996,4302
X,1553055451,727078,1237
X,1553055452,727385,631
X,1553055453,727177,1452
X,1553055453,727140,2673
X,1553055454,727026,2038
X,1553055454,727156,834
X,1553055455,727138,3540
X,1553055455,727002,1072
X,1553055456,727220,1211
X,1553055457,727197,847
X,1553055457,727387,2042
X,1553055458,727311,1567
X,1553055458,727255,939
X,1553055459,727310,1925
X,1553055459,727143,763
X,1553055460,727110,1426
X,1553055461,727172,852
X,1553055461,727053,2157
X,1553055462,726982,1243
X,1553055462,727178,843
X,1553055463,727163,2705
X,1553055463,726921,934
X,1553055464,727023,1526
X,1553055464,727113,1074
X,1553055465,726977,616
X,1553055466,727024,1734
X,1553055466,727053,839
X,1553055467,726959,2111
X,1553055467,726995,1293
X,1553055468,726563,824
X,1553055468,726897,2273
P,1553055468,5113
X,1553055468,726608,1055
X,1553055469,726780,1493
X,1553055469,726942,744
X,1553055470,727202,2021
X,1553055470,727275,2080
X,1553055471,727537,578
X,1553055471,727609,2431
X,1553055472,727226,1012
X,1553055473,727343,1093
X,1553055473,727433,1170
X,1553055474,727590,1342
X,1553055474,727300,2093
X,1553055475,727040,958
X,1553055475,726973,1615
X,1553055476,726558,948
A,1553055476,727073,979
T,1553055476,2747
R,1553055476,700D98F55
X,1553055478,726805,1989
X,1553055478,726450,1765
X,1553055479,726516,911
X,1553055480,726597,2443
X,1553055480,726408,1307
X,1553055481,726585,1993
X,1553055481,725860,1194
X,1553055482,726410,3081
X,1553055482,725822,1348
X,1553055483,726049,1643
X,1553055484,726161,1077
X,1553055484,726013,1308
X,1553055485,725970,688
X,1553055485,726411,1675
X,1553055486,726521,1484
X,1553055486,726718,1896
X,1553055487,726481,1353
X,1553055488,725983,4301
X,1553055488,726604,2025
X,1553055489,726974,1880
X,1553055489,726551,1029
X,1553055490,726763,776
X,1553055490,726604,948
X,1553055491,726661,1003
X,1553055492,726641,1682
X,1553055492,726478,990
X,1553055493,726461,2280
X,1553055493,726278,1464
