H,1552881600,337272
T,1552881600,2774
R,1552881600,700D98F55
X,1552881601,715972,757
X,1552881602,715784,1052
X,1552881603,716317,6509
X,1552881603,714041,17930
X,1552881604,717199,17401
X,1552881604,716662,1228
X,1552881605,716743,400
X,1552881605,716803,746
X,1552881606,716820,432
X,1552881607,716857,473
X,1552881607,716834,1445
X,1552881608,716581,787
X,1552881608,716688,589
X,1552881609,716588,29732
X,1552881609,716281,23129
X,1552881610,716312,3331
X,1552881610,716579,1810
P,1552881611,5113
X,1552881611,716610,592
X,1552881612,716668,590
X,1552881612,716678,471
X,1552881613,716547,839
X,1552881613,716585,637
X,1552881614,716526,1026
X,1552881614,716572,397
X,1552881615,716679,597
X,1552881616,716629,717
X,1552881616,716632,1546
X,1552881617,716796,531
X,1552881617,718315,17147
X,1552881618,715888,21691
X,1552881618,717979,24789
X,1552881619,716806,1349
X,1552881620,716876,753
X,1552881620,716883,460
X,1552881621,716854,430
X,1552881621,716793,2044
X,1552881622,716624,743
A,1552881622,716673,911
T,1552881622,2774
R,1552881622,700D98F55
X,1552881624,716799,563
X,1552881624,716722,735
X,1552881625,716830,725
X,1552881625,716669,779
X,1552881626,716778,915
X,1552881627,716891,485
X,1552881627,716892,673
X,1552881628,716877,533
X,1552881628,716810,940
X,1552881629,716891,864
X,1552881629,716867,1842
X,1552881629,716925,905
X,1552881630,717007,360
X,1552881630,717033,400
X,1552881631,717068,1694
X,1552881631,717190,862
X,1552881632,717179,926
X,1552881632,717301,932
X,1552881633,717050,26747
X,1552881634,716174,8353
X,1552881634,716709,12046
X,1552881635,717245,1896
X,1552881635,717241,486
X,1552881636,717326,652
X,1552881636,717490,435
X,1552881637,717376,476
A,1552881637,717011,821
T,1552881637,2774
R,1552881637,700D98F55
X,1552881639,717063,915
X,1552881639,716950,704
X,1552881640,717042,735
P,1552881640,5137
X,1552881641,717082,675
X,1552881641,716960,934
X,1552881642,716880,638
X,1552881642,716829,792
X,1552881643,716289,28535
X,1552881643,716676,23394
X,1552881644,716497,10563
X,1552881645,716870,1708
X,1552881645,716813,490
X,1552881646,716756,750
X,1552881646,716696,603
X,1552881647,716631,403
X,1552881647,716659,1538
X,1552881648,716616,907
X,1552881649,716818,2161
X,1552881649,714723,23765
X,1552881650,717063,18059
X,1552881650,716616,1613
X,1552881651,716515,678
X,1552881651,716439,736
X,1552881652,716472,5413
X,1552881653,718351,16887
X,1552881653,715591,24170
X,1552881654,717482,22595
X,1552881654,715525,3464
X,1552881655,716494,1448
X,1552881655,716519,725
X,1552881656,716534,1150
X,1552881656,716562,695
X,1552881657,716510,1126
X,1552881658,716400,518
X,1552881658,716464,1048
X,1552881659,716407,599
X,1552881659,715904,8266
X,1552881660,716375,1495
X,1552881660,716395,28109
X,1552881661,715056,16696
X,1552881662,716870,18170
X,1552881662,716784,1551
X,1552881663,716871,863
X,1552881663,716901,788
A,1552881663,716746,682
T,1552881663,2774
R,1552881664,700D98F55
X,1552881665,716878,351
X,1552881666,716828,2304
X,1552881666,716863,747
X,1552881667,716614,1523
X,1552881667,716681,25821
X,1552881668,715630,8938
X,1552881669,717216,17840
X,1552881669,716748,1164
X,1552881670,717034,586
P,1552881670,5140
X,1552881670,717182,500
X,1552881670,717347,547
X,1552881670,717395,1074
X,1552881671,717184,735
X,1552881672,717125,1087
X,1552881672,717244,885
X,1552881673,717290,770
X,1552881673,717326,687
X,1552881674,717369,887
X,1552881674,717073,1422
X,1552881675,717061,864
X,1552881676,717031,1319
X,1552881676,716406,21663
X,1552881677,716884,20607
X,1552881677,716864,1354
X,1552881678,716690,1188
X,1552881678,716476,26662
X,1552881679,716417,24071
X,1552881680,716085,13255
X,1552881680,716577,1239
X,1552881681,716666,883
X,1552881681,716699,437
X,1552881682,716680,697
X,1552881682,716574,1437
X,1552881683,716694,539
X,1552881683,716544,1372
X,1552881684,716531,623
X,1552881685,716752,628
X,1552881685,716684,584
X,1552881686,716596,711
X,1552881686,716712,1184
X,1552881687,716473,1123
X,1552881687,716169,32506
X,1552881688,716381,23802
X,1552881689,716536,1836
X,1552881689,716619,1405
X,1552881690,716711,517
A,1552881690,716939,838
T,1552881690,2774
R,1552881690,700D98F55
X,1552881692,716621,502
X,1552881692,716493,1079
X,1552881693,716670,773
