H,1553888850,268731
U,1553888850,57274
X,1553888851,539956,601
X,1553888852,539939,606
X,1553888852,539788,5806
X,1553888853,539817,1935
X,1553888854,540024,1855
X,1553888854,539921,488
X,1553888855,539897,781
X,1553888855,539842,1150
X,1553888856,539782,9409
X,1553888856,540050,1736
X,1553888857,539925,1724
X,1553888858,539977,847
X,1553888858,539975,481
X,1553888859,539993,841
X,1553888859,539919,886
X,1553888860,540038,1423
X,1553888860,540012,941
X,1553888861,540060,835
X,1553888862,540038,1108
X,1553888862,540096,1149
X,1553888863,540133,889
X,1553888863,540156,1072
X,1553888864,540105,1583
X,1553888864,540232,1195
X,1553888865,540164,1142
X,1553888866,540147,1572
X,1553888866,540111,1074
X,1553888867,540116,510
X,1553888867,540114,1230
X,1553888868,540150,1423
X,1553888868,540208,1190
P,1553888869,5122
X,1553888869,540186,1383
X,1553888869,540200,1344
X,1553888870,540237,867
X,1553888871,540241,1195
X,1553888871,540247,1254
X,1553888872,540168,1213
X,1553888872,540345,966
X,1553888873,540244,621
X,1553888873,540288,4584
X,1553888874,540193,624
X,1553888875,540292,304
X,1553888875,540155,1875
X,1553888876,540377,1711
X,1553888876,540265,2051
X,1553888877,540296,1214
X,1553888877,540230,1483
X,1553888877,540342,1325
X,1553888878,540258,870
X,1553888878,540225,1813
X,1553888879,540308,1630
X,1553888879,540256,2181
X,1553888880,540288,1012
X,1553888880,540179,1230
X,1553888881,540323,1691
X,1553888882,540336,1697
X,1553888882,540346,1194
X,1553888883,540326,1601
X,1553888883,540338,665
X,1553888884,540333,553
A,1553888884,540106,448
T,1553888884,2837
U,1553888884,57274
X,1553888886,540490,819
X,1553888886,540533,1230
X,1553888887,540530,573
X,1553888887,540545,617
X,1553888888,540744,1639
X,1553888889,540622,2620
X,1553888889,540431,731
X,1553888890,540465,1642
X,1553888890,540434,731
X,1553888891,540436,1375
X,1553888891,540416,3400
X,1553888892,540271,827
X,1553888893,540366,1290
X,1553888893,540336,748
X,1553888894,540343,1015
X,1553888894,540352,849
X,1553888895,540398,1130
X,1553888895,540353,1036
X,1553888896,540316,1243
X,1553888897,540328,988
X,1553888897,540334,705
X,1553888898,540330,842
P,1553888898,5127
X,1553888898,540379,658
X,1553888899,540328,1058
X,1553888899,540340,848
X,1553888900,540311,502
X,1553888900,540347,1281
X,1553888901,540373,1677
X,1553888902,540392,1750
X,1553888902,540338,1025
X,1553888903,540345,1547
X,1553888903,540346,650
X,1553888904,540289,708
X,1553888904,540357,574
X,1553888905,540364,1446
X,1553888906,540333,1271
X,1553888906,540397,1020
X,1553888907,540425,964
X,1553888907,540397,2466
X,1553888908,540558,1929
X,1553888908,540507,1457
X,1553888909,540437,1444
X,1553888910,540558,699
X,1553888910,540538,784
A,1553888910,540396,287
T,1553888910,2837
U,1553888911,57274
X,1553888912,540533,1707
X,1553888913,540583,1436
X,1553888913,540542,1501
X,1553888914,540599,1458
X,1553888914,540641,1714
X,1553888915,540524,1177
X,1553888915,540519,719
X,1553888916,540544,545
X,1553888917,540533,517
X,1553888917,540557,729
X,1553888918,540539,620
X,1553888918,540569,1376
X,1553888918,540609,1493
X,1553888918,540532,767
X,1553888919,540599,1292
X,1553888920,540464,1401
X,1553888920,540618,1081
X,1553888921,540512,640
X,1553888921,540550,712
X,1553888922,540567,1340
X,1553888922,540502,618
X,1553888923,540538,1240
X,1553888924,540521,1889
X,1553888924,540494,1060
X,1553888925,540515,1012
X,1553888925,540535,705
X,1553888926,540439,1042
X,1553888926,540544,1045
P,1553888927,5124
X,1553888927,540448,915
X,1553888927,540578,1169
X,1553888928,540475,594
X,1553888929,540484,1709
X,1553888929,540522,1045
X,1553888930,540344,1496
X,1553888930,540628,1037
X,1553888931,540447,1459
X,1553888931,540450,1265
X,1553888932,540420,1036
X,1553888933,540455,1112
X,1553888933,540515,632
X,1553888934,540541,5390
X,1553888934,540565,1328
X,1553888935,540564,688
X,1553888935,540544,1279
X,1553888936,540526,2000
X,1553888937,540546,997
X,1553888937,540554,1459
X,1553888938,540489,953
X,1553888938,540571,1576
X,1553888939,540520,1448
X,1553888939,540507,1299
X,1553888940,540506,1394
X,1553888941,540595,458
X,1553888941,540563,1352
X,1553888942,540503,1027
X,1553888942,540630,714
X,1553888943,540635,1129
X,1553888943,540465,1275
X,1553888944,540547,941
