H,1556504472,268731
P,1556504472,5006
P,1556504502,5008
P,1556504531,5006
P,1556504560,5007
P,1556504589,5008
P,1556504619,5008
P,1556504648,5008
P,1556504678,5008
P,1556504707,5008
P,1556504737,5007
P,1556504766,5008
P,1556504795,5008
P,1556504825,5007
P,1556504854,5007
P,1556504883,5008
P,1556504912,5007
P,1556504942,5007
P,1556504972,5006
P,1556505001,5009
P,1556505031,5006
P,1556505060,5007
P,1556505089,5008
P,1556505119,5007
P,1556505149,5006
P,1556505178,5006
P,1556505207,5008
P,1556505237,5006
P,1556505267,5009
P,1556505296,5009
P,1556505325,5008
P,1556505355,5007
P,1556505384,5008
P,1556505413,5008
P,1556505443,5007
P,1556505472,5006
P,1556505501,5008
P,1556505530,5007
P,1556505561,5008
P,1556505590,5007
P,1556505619,5006
P,1556505649,5006
P,1556505678,5007
P,1556505707,5008
P,1556505736,5008
P,1556505766,5008
P,1556505795,5006
P,1556505824,5007
P,1556505855,5007
P,1556505884,5007
P,1556505913,5008
P,1556505942,5007
P,1556505972,5007
P,1556506001,5008
P,1556506030,5006
P,1556506060,5008
P,1556506089,5008
P,1556506118,5008
P,1556506148,5008
P,1556506178,5008
P,1556506207,5007
P,1556506236,5007
P,1556506266,5008
P,1556506295,5008
P,1556506324,5006
P,1556506353,5008
P,1556506383,5006
P,1556506412,5008
P,1556506442,5008
P,1556506471,5007
O,1556506496,232422,1764
O,1556506497,233118,221
O,1556506497,233101,257
O,1556506498,233223,268
O,1556506498,233130,151
O,1556506499,233194,273
O,1556506500,233306,304
O,1556506500,233264,177
O,1556506501,233207,149
P,1556506501,4998
O,1556506501,233221,351
O,1556506502,233266,210
O,1556506502,233306,325
O,1556506503,234637,5252
O,1556506504,237163,645
O,1556506504,236836,187
O,1556506505,236733,349
O,1556506505,236478,455
O,1556506506,236426,202
O,1556506506,236295,248
O,1556506507,236241,97
O,1556506507,236562,193
O,1556506508,237164,615
O,1556506509,237406,104
O,1556506509,237412,141
O,1556506510,237350,190
O,1556506510,237309,179
O,1556506511,237269,234
O,1556506511,237249,129
O,1556506512,237337,321
O,1556506512,237559,966
O,1556506512,238111,200
O,1556506513,238310,305
O,1556506513,238885,954
O,1556506514,240515,1195
O,1556506514,240876,133
O,1556506515,240882,162
O,1556506516,240791,163
O,1556506516,240767,100
O,1556506517,240742,128
O,1556506517,240692,89
O,1556506518,240694,153
O,1556506518,240744,121
O,1556506519,240733,150
O,1556506520,240735,106
O,1556506520,240636,177
O,1556506521,240524,141
O,1556506521,240433,132
O,1556506522,240438,57
O,1556506522,240391,177
O,1556506523,240353,71
O,1556506523,240370,93
O,1556506524,240449,158
O,1556506525,240510,245
O,1556506525,240664,202
O,1556506526,240782,108
O,1556506526,240791,143
O,1556506527,240780,122
O,1556506527,240746,150
O,1556506528,240696,176
O,1556506529,240554,91
O,1556506529,240612,94
O,1556506530,240571,121
P,1556506530,4998
O,1556506530,240535,134
O,1556506531,240599,128
O,1556506531,240559,107
O,1556506532,240634,180
O,1556506533,240596,119
O,1556506533,240581,98
O,1556506534,240621,183
O,1556506534,240690,77
O,1556506535,240686,181
O,1556506535,240607,176
O,1556506536,240654,114
O,1556506536,240634,162
O,1556506537,240657,159
O,1556506538,240634,193
O,1556506538,240810,233
O,1556506539,240813,85
O,1556506539,240857,210
O,1556506540,240908,147
O,1556506540,240904,82
O,1556506541,240848,167
O,1556506542,240823,128
O,1556506542,240790,154
O,1556506543,240786,89
O,1556506543,240796,203
O,1556506544,240813,127
O,1556506544,240764,163
O,1556506545,240747,158
O,1556506546,240668,93
O,1556506546,240726,111
O,1556506547,240751,193
O,1556506547,240807,107
O,1556506548,240789,139
O,1556506548,240757,110
O,1556506549,240730,113
O,1556506550,240636,75
O,1556506550,240607,147
O,1556506551,240644,170
O,1556506551,240659,67
O,1556506552,240700,78
T,1556506552,2772
P,1556506559,5008
P,1556506589,5006
P,1556506618,5007
P,1556506647,5007
P,1556506676,5007
P,1556506706,5008
P,1556506736,5007
P,1556506765,5007
P,1556506795,5009
P,1556506824,5007
P,1556506853,5008
P,1556506882,5009
P,1556506912,5008
P,1556506941,5008
P,1556506970,5008
P,1556507000,5008
P,1556507030,5007
P,1556507059,5008
P,1556507088,5008
P,1556507118,5007
P,1556507147,5008
P,1556507176,5008
P,1556507206,5008
P,1556507235,5005
P,1556507264,5006
P,1556507293,5008
P,1556507324,5007
P,1556507353,5008
P,1556507382,5005
P,1556507412,5008
