H,1557188647,268731
P,1557188647,4947
P,1557188676,4946
P,1557188705,4947
P,1557188735,4946
P,1557188764,4948
P,1557188793,4949
P,1557188823,4947
P,1557188852,4948
P,1557188881,4948
P,1557188911,4948
P,1557188941,4948
P,1557188970,4948
P,1557188999,4949
P,1557189028,4949
P,1557189058,4947
P,1557189087,4950
P,1557189116,4949
P,1557189146,4950
P,1557189175,4948
P,1557189205,4949
P,1557189234,4948
P,1557189264,4948
P,1557189293,4947
P,1557189322,4948
P,1557189352,4947
P,1557189381,4949
P,1557189411,4949
P,1557189440,4949
P,1557189470,4949
P,1557189500,4949
P,1557189529,4949
P,1557189559,4949
P,1557189588,4948
P,1557189617,4950
P,1557189646,4947
P,1557189676,4950
P,1557189705,4949
P,1557189734,4949
P,1557189764,4949
P,1557189794,4949
D,1557189797,406784
R,1557189797,700D9DFBA
R,1557189797,700D9DFBA
R,1557189797,700D9DFBA
X,1557189799,591236,14598
X,1557189799,591372,19949
X,1557189800,591447,13778
X,1557189800,590652,10327
X,1557189801,590981,10720
X,1557189802,591570,7971
X,1557189802,591133,2774
X,1557189803,591515,3840
X,1557189803,590462,12249
X,1557189804,591594,12865
X,1557189804,591177,29636
X,1557189805,591189,4284
X,1557189806,591416,3663
X,1557189806,591322,5409
X,1557189807,591366,4295
X,1557189807,590065,15917
X,1557189808,591899,14206
X,1557189808,591091,8069
X,1557189808,591338,4170
X,1557189809,591617,11578
X,1557189809,591322,30312
X,1557189810,591325,3955
X,1557189810,591278,23524
X,1557189811,591409,5604
X,1557189811,591402,6666
X,1557189812,591656,5825
X,1557189812,591778,3556
X,1557189813,591099,3050
X,1557189814,591413,4388
X,1557189814,591519,3206
X,1557189815,591362,4356
X,1557189815,591600,19402
X,1557189816,591442,3252
X,1557189816,591356,6799
X,1557189817,591652,5306
X,1557189818,591262,5635
X,1557189818,590866,12901
X,1557189819,591583,7243
X,1557189819,591200,3489
X,1557189820,591338,3894
X,1557189820,591654,3181
X,1557189821,591410,6191
X,1557189822,591231,3062
X,1557189822,591037,6848
P,1557189823,4939
X,1557189823,591222,6980
X,1557189823,591459,2698
X,1557189824,591248,2658
X,1557189824,591289,3853
X,1557189825,591243,4013
X,1557189826,591487,5357
X,1557189826,591104,10124
X,1557189827,592034,5659
X,1557189827,591498,3924
X,1557189828,591521,2801
X,1557189828,591205,2630
X,1557189829,591473,2215
X,1557189829,591618,2628
X,1557189830,591476,2439
X,1557189831,591344,2644
X,1557189831,591455,3347
X,1557189832,591646,3355
X,1557189832,591184,4183
X,1557189833,591308,2969
X,1557189833,591446,3864
X,1557189834,591840,10980
X,1557189835,591555,2547
X,1557189835,591185,3234
X,1557189836,591559,15793
X,1557189836,591512,5384
X,1557189837,591522,8439
X,1557189837,590875,6198
X,1557189838,592141,5726
X,1557189839,591671,3133
X,1557189839,591512,4713
X,1557189840,591382,3976
X,1557189840,591481,2128
X,1557189841,591472,1683
X,1557189841,591350,2822
X,1557189842,591510,3033
X,1557189842,591671,2554
X,1557189843,591612,2706
X,1557189844,591244,2886
X,1557189844,591615,3034
X,1557189845,591577,4766
X,1557189845,591413,2671
X,1557189846,591255,2622
X,1557189846,591529,1764
X,1557189847,591527,4109
X,1557189848,591451,4099
X,1557189848,591317,4997
X,1557189849,591516,2731
X,1557189849,591574,3867
X,1557189849,591487,2879
X,1557189849,591416,4821
X,1557189850,591330,2613
X,1557189851,591475,3165
X,1557189851,591443,2707
X,1557189852,590797,9185
P,1557189852,4941
X,1557189852,591530,4922
X,1557189853,591462,2007
X,1557189853,591531,2515
X,1557189854,591432,3012
X,1557189855,591385,3053
X,1557189855,591426,2063
X,1557189856,591752,2647
X,1557189856,591524,1600
X,1557189857,591350,2585
X,1557189857,591434,2649
X,1557189858,591542,4804
X,1557189858,591452,3658
X,1557189859,591414,4531
X,1557189860,592062,7010
X,1557189860,591953,30748
X,1557189861,592569,17732
X,1557189861,591756,31573
X,1557189862,589771,41835
X,1557189862,596005,17791
X,1557189863,599231,44387
X,1557189864,592708,55977
X,1557189864,590896,59244
X,1557189865,592478,15835
X,1557189865,589827,11198
X,1557189866,592636,16319
X,1557189866,590940,31953
X,1557189867,592031,10974
X,1557189868,591005,17112
X,1557189868,592376,17925
X,1557189869,591420,8719
X,1557189869,593366,16887
X,1557189870,590091,10042
X,1557189870,592153,4689
X,1557189871,591580,4758
X,1557189872,591801,3158
X,1557189872,591982,11731
X,1557189873,591550,6095
X,1557189873,591938,7743
X,1557189874,591726,4161
X,1557189874,591516,8107
