H,1555009600,268731
P,1555009600,5102
D,1555009611,414208
R,1555009611,700D9DFBA
R,1555009611,700D9DFBA
R,1555009611,700D9DFBA
X,1555009613,561055,34675
X,1555009613,571025,9769
X,1555009614,552446,29148
X,1555009614,550244,38702
X,1555009615,552171,16195
X,1555009616,548401,57283
X,1555009616,547241,16253
X,1555009617,540849,6299
X,1555009617,547127,31469
X,1555009618,543808,61561
X,1555009618,542502,20982
X,1555009619,535292,20051
X,1555009619,542377,39473
X,1555009620,531946,32208
X,1555009621,555111,17025
X,1555009621,552907,29097
X,1555009622,541024,34214
X,1555009622,554456,14406
X,1555009623,534574,36589
X,1555009623,541900,27571
X,1555009624,554488,20801
X,1555009625,552725,8507
X,1555009625,550616,33089
X,1555009626,547527,36212
X,1555009626,551718,32888
X,1555009627,556469,51208
X,1555009627,559803,44847
X,1555009628,546838,51934
X,1555009629,535736,60378
P,1555009629,5091
X,1555009629,419248,50472
X,1555009630,261691,4160
X,1555009630,259164,4898
X,1555009631,258207,6679
X,1555009631,259040,4777
X,1555009632,260747,4897
X,1555009632,262579,3359
X,1555009633,263466,8346
X,1555009634,264627,11142
X,1555009634,260564,3966
X,1555009635,261187,2638
X,1555009635,262160,3219
O,1555009636,261114,2756
O,1555009636,261451,3139
O,1555009637,260887,2032
O,1555009638,260530,3967
O,1555009638,261277,3041
O,1555009639,259499,2763
O,1555009639,259710,3204
O,1555009640,259556,4931
O,1555009640,260023,4400
O,1555009641,258236,6769
O,1555009642,259718,6573
O,1555009642,259839,6480
O,1555009642,259785,8162
O,1555009642,260916,2009
O,1555009643,261858,4138
O,1555009643,261211,3796
O,1555009644,260261,5135
O,1555009645,259508,3678
O,1555009645,262038,2923
O,1555009646,260837,1905
O,1555009646,260826,3248
O,1555009647,261597,3508
O,1555009647,258952,4779
O,1555009648,260079,4038
O,1555009648,257991,4083
O,1555009649,257830,3157
O,1555009650,259731,2083
O,1555009650,261300,2915
O,1555009651,266831,8290
O,1555009651,270901,6775
O,1555009652,261209,11938
O,1555009652,256781,5030
O,1555009653,259085,2671
O,1555009654,258770,6837
O,1555009654,257350,5102
O,1555009655,256341,4135
O,1555009655,257136,4808
O,1555009656,259207,4311
O,1555009656,261069,1823
O,1555009657,261483,1687
O,1555009658,261222,1637
P,1555009658,5091
O,1555009658,260631,4239
O,1555009659,259700,3117
O,1555009659,258691,4237
O,1555009660,258879,9504
O,1555009660,256796,12000
O,1555009661,255960,6408
O,1555009662,260912,8183
O,1555009662,259104,12707
O,1555009663,258252,4958
O,1555009663,256876,6542
O,1555009664,258167,5182
O,1555009664,258328,9623
O,1555009665,260541,4267
O,1555009665,262033,5302
O,1555009666,263702,5156
O,1555009667,262478,6986
O,1555009667,256641,3410
O,1555009668,257499,4934
O,1555009668,258557,3675
O,1555009669,259362,2067
O,1555009669,258515,3005
O,1555009670,260027,3400
O,1555009671,261366,1943
O,1555009671,261282,2463
O,1555009672,264634,6826
O,1555009672,266771,7599
O,1555009673,265764,6130
O,1555009673,260341,7336
O,1555009674,258727,3187
O,1555009675,260131,4286
O,1555009675,260246,3617
O,1555009676,260008,6757
O,1555009676,259992,7806
O,1555009677,261335,9951
O,1555009677,260679,3827
O,1555009678,264265,3121
O,1555009679,270248,8603
O,1555009679,268365,12913
O,1555009680,264232,12517
O,1555009680,262066,5366
O,1555009681,262765,1255
O,1555009681,262083,8490
O,1555009682,262625,7407
O,1555009682,261264,2999
O,1555009683,262306,4538
O,1555009683,263555,2286
O,1555009683,270136,9878
O,1555009684,262530,15314
O,1555009684,263641,7926
T,1555009684,2819
P,1555009687,5099
P,1555009717,5099
P,1555009746,5097
P,1555009775,5100
D,1555009804,360960
R,1555009804,700D9DFBA
R,1555009804,700D9DFBA
R,1555009804,700D9DFBA
P,1555009805,5089
X,1555009806,546308,56080
X,1555009806,378292,39435
X,1555009806,260989,8823
X,1555009806,259709,5126
X,1555009807,258300,5808
X,1555009808,260135,5650
X,1555009808,258793,5056
X,1555009809,258711,5813
X,1555009809,261154,2916
X,1555009810,260127,5790
X,1555009810,260961,2502
X,1555009811,261218,6007
X,1555009812,258321,9143
O,1555009812,257201,7513
O,1555009813,258219,2441
O,1555009813,257849,4409
O,1555009814,259079,7478
O,1555009814,257620,4177
O,1555009815,258702,3558
O,1555009815,259687,2672
O,1555009816,260287,2347
O,1555009817,258876,3118
O,1555009817,258558,6377
O,1555009818,260277,6638
O,1555009818,264092,2695
O,1555009819,261599,5536
