H,1553834356,268731
R,1553834356,700D9DFBA
R,1553834356,700D9DFBA
X,1553834357,547705,32358
X,1553834358,548588,29255
X,1553834358,548924,7849
X,1553834359,549178,12064
X,1553834360,547314,34237
X,1553834360,547925,5847
X,1553834361,548733,4286
P,1553834361,5084
X,1553834361,548587,8788
X,1553834362,547909,6923
X,1553834362,547815,4857
X,1553834363,547766,6344
X,1553834364,548873,7132
X,1553834364,547367,16215
X,1553834365,546394,20800
X,1553834365,547470,22628
X,1553834366,547316,15770
X,1553834366,547780,7284
X,1553834367,547269,8391
X,1553834368,545819,12032
X,1553834368,547717,15545
X,1553834369,548548,10540
X,1553834369,545988,11104
X,1553834370,547518,11898
X,1553834370,547121,10155
X,1553834371,547748,4715
X,1553834372,547930,6882
X,1553834372,547649,10928
X,1553834373,547630,9682
X,1553834373,548151,5062
X,1553834374,548491,8972
X,1553834374,547343,17285
X,1553834375,548242,16078
X,1553834375,547772,9122
X,1553834376,547965,15521
X,1553834377,547544,12996
X,1553834377,548153,6634
X,1553834378,547970,3021
X,1553834378,548029,4063
X,1553834379,548270,6182
X,1553834379,548171,9563
X,1553834380,547701,10668
X,1553834381,548053,10654
X,1553834381,547982,12015
X,1553834381,547875,4131
X,1553834381,547468,8374
X,1553834382,547612,4218
X,1553834382,547544,3286
X,1553834383,547856,2464
X,1553834384,547997,2527
X,1553834384,547682,4170
X,1553834385,547824,3968
X,1553834385,547930,12585
X,1553834386,547755,4646
X,1553834386,547854,3619
X,1553834387,547654,4148
X,1553834387,546814,13697
X,1553834388,548510,6951
X,1553834389,547601,3164
X,1553834389,547475,1882
X,1553834390,547477,3852
P,1553834390,5110
X,1553834390,547355,5564
X,1553834391,547813,3697
X,1553834391,546160,8246
X,1553834392,547051,10625
X,1553834393,547470,19903
X,1553834393,547392,7326
X,1553834394,548089,49543
X,1553834394,544221,41946
X,1553834395,546337,23589
X,1553834395,547574,37717
X,1553834396,547573,59324
X,1553834397,543505,19224
X,1553834397,546228,34585
X,1553834398,546533,41081
X,1553834398,546419,6377
X,1553834399,547581,17627
X,1553834399,548954,18252
X,1553834400,546093,35402
X,1553834401,546285,14686
X,1553834401,548157,24662
X,1553834402,545665,13069
X,1553834402,548589,30250
X,1553834403,548277,18089
X,1553834403,547438,42889
X,1553834404,547641,26596
X,1553834404,547852,19640
X,1553834405,548893,14712
X,1553834406,546850,24477
X,1553834406,549937,27466
X,1553834407,548091,8438
X,1553834407,548399,8953
X,1553834408,546764,14288
X,1553834408,548347,12634
X,1553834409,548153,13601
X,1553834410,547584,10946
X,1553834410,547425,6715
X,1553834411,547642,2984
X,1553834411,547121,5767
X,1553834412,547922,16035
X,1553834412,547365,18627
X,1553834413,545192,23449
X,1553834414,549694,44719
X,1553834414,545451,34918
X,1553834415,540919,534
X,1553834415,548850,4219
X,1553834416,537182,57462
X,1553834416,322242,11078
X,1553834417,242819,7362
X,1553834418,243792,5743
X,1553834418,243554,3810
X,1553834419,243362,2853
X,1553834419,243871,1895
X,1553834420,243088,1207
P,1553834420,5111
X,1553834420,243898,580
X,1553834421,243327,420
X,1553834421,243894,349
X,1553834422,243509,313
X,1553834422,243683,323
O,1553834422,243611,353
O,1553834423,243559,254
O,1553834423,243671,336
O,1553834424,243455,238
O,1553834424,243554,110
O,1553834425,243459,169
O,1553834426,243465,92
O,1553834426,243401,134
O,1553834427,243509,172
O,1553834427,243423,157
O,1553834428,243450,170
O,1553834428,243441,179
O,1553834429,243436,120
O,1553834430,243481,163
O,1553834430,243311,210
O,1553834431,243452,156
O,1553834431,243425,85
O,1553834432,243479,185
O,1553834432,243550,88
O,1553834433,243656,179
O,1553834433,243638,103
O,1553834434,243648,170
O,1553834435,243649,133
O,1553834435,243664,162
O,1553834436,243657,107
O,1553834436,243669,185
O,1553834437,243720,223
O,1553834437,243738,123
O,1553834438,243726,269
O,1553834439,243729,198
O,1553834439,243715,158
O,1553834440,243678,185
O,1553834440,243747,158
O,1553834441,243700,200
O,1553834441,243739,138
O,1553834442,243846,296
O,1553834443,243733,263
O,1553834443,243779,139
O,1553834444,243853,158
O,1553834444,243783,235
O,1553834445,243762,166
O,1553834445,243803,79
O,1553834446,243845,175
O,1553834447,243784,174
O,1553834447,243804,119
O,1553834448,243817,93
O,1553834448,243759,159
