H,1554837064,268731
P,1554837064,5110
D,1554837082,377600
D,1554837085,371200
R,1554837085,700D9DFBA
R,1554837085,700D9DFBA
R,1554837085,700D9DFBA
X,1554837086,559027,9045
X,1554837087,559461,8746
X,1554837088,559350,8622
X,1554837088,559220,7754
X,1554837089,560667,14741
X,1554837089,563266,15615
X,1554837090,563310,6784
X,1554837090,562478,17184
X,1554837091,562137,5163
X,1554837092,561462,13718
X,1554837092,561544,32999
X,1554837093,561397,23858
X,1554837093,560881,11163
P,1554837093,5102
X,1554837094,558943,10338
X,1554837094,560769,1820
X,1554837095,560802,3827
X,1554837095,561924,14382
X,1554837096,561857,3631
X,1554837097,561480,10355
X,1554837097,563077,4787
X,1554837098,561551,21872
X,1554837098,562106,6389
X,1554837099,561932,5711
X,1554837099,562170,9426
X,1554837100,561196,4839
X,1554837101,561898,3047
X,1554837101,562345,1517
X,1554837102,563268,3574
X,1554837102,563180,21973
X,1554837103,563351,13721
X,1554837103,564093,14024
X,1554837104,565682,2055
X,1554837105,564868,7563
X,1554837105,563339,3225
X,1554837106,562411,2063
X,1554837106,562521,2560
X,1554837107,561973,2064
X,1554837107,561019,2643
X,1554837108,561152,1209
X,1554837109,560708,4863
X,1554837109,561009,6166
X,1554837110,562042,6927
X,1554837110,561546,3766
X,1554837111,561062,8507
X,1554837111,558883,5252
X,1554837112,559777,4877
X,1554837112,560436,15299
X,1554837113,560837,6471
X,1554837114,560832,3608
X,1554837114,561251,2128
X,1554837115,560622,10744
X,1554837115,561606,2192
X,1554837116,560917,2431
X,1554837116,561139,2966
X,1554837117,561590,12539
X,1554837118,561124,1398
X,1554837118,560037,3766
X,1554837119,560227,4153
X,1554837119,558269,5187
X,1554837120,559080,2749
X,1554837120,559356,2331
X,1554837120,560401,5313
X,1554837121,560951,2180
X,1554837121,561698,2202
X,1554837122,561782,3380
X,1554837122,561999,2930
P,1554837123,5101
X,1554837123,561247,14019
X,1554837123,560820,3344
X,1554837124,561310,2315
X,1554837124,560702,8568
X,1554837125,559852,2944
X,1554837126,559613,3031
X,1554837126,560399,1657
X,1554837127,560821,3434
X,1554837127,560310,4754
X,1554837128,558444,11548
X,1554837128,559717,11605
X,1554837129,556517,11473
X,1554837130,557999,4371
X,1554837130,559029,4058
X,1554837131,560200,7265
X,1554837131,561781,3827
X,1554837132,562861,2743
X,1554837132,563038,4052
X,1554837133,562237,20869
X,1554837134,559217,12426
X,1554837134,556892,3892
X,1554837135,557239,7218
X,1554837135,558635,3332
X,1554837136,559907,6165
X,1554837136,560923,5920
X,1554837137,559120,6148
X,1554837138,559200,12599
X,1554837138,558642,8915
X,1554837139,559137,9564
X,1554837139,558882,17232
X,1554837140,559938,54503
X,1554837140,555590,45823
X,1554837141,560423,47431
X,1554837141,551472,55007
X,1554837142,554854,5582
X,1554837143,337859,38281
X,1554837143,261874,3866
X,1554837144,259944,1080
X,1554837144,260349,1706
X,1554837145,260745,527
X,1554837145,261214,1095
X,1554837146,261357,1206
X,1554837147,261105,866
X,1554837147,260574,1530
X,1554837148,260686,644
X,1554837148,261514,743
X,1554837149,262116,441
O,1554837149,262154,830
O,1554837150,262515,1588
O,1554837151,262358,1265
O,1554837151,261333,1456
O,1554837152,261124,508
O,1554837152,260995,405
P,1554837153,5103
O,1554837153,260705,801
O,1554837153,260358,1306
O,1554837154,260302,1255
O,1554837155,260505,1139
O,1554837155,261467,428
O,1554837156,261299,549
O,1554837156,261237,599
O,1554837157,261462,424
O,1554837157,261262,553
O,1554837158,260861,502
O,1554837158,261241,907
O,1554837159,261380,867
O,1554837160,261958,718
O,1554837160,261912,630
O,1554837161,261484,2901
O,1554837161,262007,2145
O,1554837161,261822,279
O,1554837161,262169,637
O,1554837162,261678,597
O,1554837163,262731,2087
O,1554837163,263086,1196
O,1554837164,263219,860
O,1554837164,262442,1242
O,1554837165,261716,2395
O,1554837165,261261,998
O,1554837166,260915,796
O,1554837167,260702,701
O,1554837167,261089,1306
O,1554837168,261347,384
O,1554837168,261759,535
O,1554837169,262093,754
O,1554837169,262423,660
O,1554837170,262642,604
O,1554837171,262666,492
O,1554837171,262323,608
O,1554837172,262348,388
O,1554837172,261873,608
O,1554837173,262424,756
O,1554837173,262234,852
O,1554837174,262210,357
O,1554837174,262467,819
O,1554837175,262734,1284
O,1554837176,262830,608
