H,1554696715,268731
P,1554696715,5082
P,1554696745,5083
P,1554696774,5081
P,1554696803,5081
P,1554696833,5082
P,1554696863,5082
P,1554696892,5082
P,1554696921,5081
P,1554696951,5082
P,1554696980,5082
P,1554697009,5083
P,1554697038,5083
P,1554697068,5082
P,1554697097,5081
P,1554697127,5082
P,1554697157,5082
P,1554697186,5082
P,1554697215,5082
P,1554697244,5082
P,1554697274,5081
P,1554697303,5081
P,1554697332,5081
P,1554697362,5081
P,1554697391,5082
P,1554697421,5082
D,1554697446,424960
D,1554697448,417792
R,1554697448,700D9DFBA
X,1554697449,624234,5448
P,1554697450,5074
X,1554697450,624542,2831
X,1554697450,624731,2363
X,1554697451,624410,1930
X,1554697451,623005,3537
X,1554697452,623342,1937
X,1554697453,624467,4820
X,1554697453,624325,3317
X,1554697454,626065,9637
X,1554697454,624144,8724
X,1554697455,624151,2166
X,1554697455,623817,3509
X,1554697456,624012,3477
X,1554697457,624299,8357
X,1554697457,624479,8782
X,1554697458,624217,2871
X,1554697458,624555,3126
X,1554697459,624424,2026
X,1554697459,624113,2930
X,1554697460,624237,15511
X,1554697460,624685,3003
X,1554697461,624224,2784
X,1554697462,623965,2207
X,1554697462,624232,3175
X,1554697463,624427,2660
X,1554697463,624115,2545
X,1554697464,623817,4767
X,1554697464,624017,2661
X,1554697465,623938,1569
X,1554697466,623406,2901
X,1554697466,624011,5202
X,1554697467,623583,4075
X,1554697467,623658,1723
X,1554697468,623386,2789
X,1554697468,624141,12617
X,1554697469,623746,2263
X,1554697470,623561,2820
X,1554697470,623637,2547
X,1554697471,623906,2330
X,1554697471,623645,2068
X,1554697472,623451,2641
X,1554697472,623839,5198
X,1554697473,623505,3486
X,1554697474,623244,4837
X,1554697474,623087,1829
X,1554697475,623247,2553
X,1554697475,623457,2301
X,1554697476,623403,1925
X,1554697476,623183,2056
X,1554697477,623596,3820
X,1554697477,623673,3137
X,1554697478,623334,3302
X,1554697479,623351,1687
X,1554697479,623733,2169
X,1554697480,623509,2415
P,1554697480,5073
X,1554697480,623338,2336
X,1554697481,623391,2563
X,1554697481,623735,1576
X,1554697482,623457,2347
X,1554697483,623232,1192
X,1554697483,623269,3267
X,1554697484,623459,2568
X,1554697484,623227,3434
X,1554697485,623088,2100
X,1554697485,622940,2531
X,1554697486,623245,2174
X,1554697487,623116,2584
X,1554697487,623120,3896
X,1554697488,622900,1432
X,1554697488,623123,2696
X,1554697489,623142,6915
X,1554697489,622877,2874
X,1554697489,623300,2468
X,1554697490,623280,2328
X,1554697490,623088,2297
X,1554697491,622669,4534
X,1554697491,622884,5263
X,1554697492,622576,9369
X,1554697492,623064,3174
X,1554697493,622954,1150
X,1554697493,623006,2247
X,1554697494,623120,2143
X,1554697495,622872,1867
X,1554697495,622757,1797
X,1554697496,622975,1964
X,1554697496,623117,2094
X,1554697497,622835,1805
X,1554697497,622812,2479
X,1554697498,623078,3461
X,1554697499,623660,2457
X,1554697499,623252,2315
X,1554697500,623273,1599
X,1554697500,623408,5047
X,1554697501,623500,2941
X,1554697501,623026,2078
X,1554697502,623037,2912
X,1554697503,622836,1998
X,1554697503,623125,3600
X,1554697504,623112,3249
X,1554697504,622975,1917
X,1554697505,623037,1450
X,1554697505,623329,5707
X,1554697506,623180,1439
X,1554697507,623025,2859
X,1554697507,623087,2149
X,1554697508,623163,1709
X,1554697508,623108,1670
X,1554697509,622992,1723
P,1554697509,5073
X,1554697509,623242,2079
X,1554697510,623287,2553
X,1554697510,623077,1224
X,1554697511,623000,1635
X,1554697512,623245,4428
X,1554697512,623256,4111
X,1554697513,623075,3446
X,1554697513,622943,2602
X,1554697514,622860,1550
X,1554697514,623134,2158
X,1554697515,622971,2567
X,1554697516,623011,3497
X,1554697516,622847,2055
X,1554697517,622956,3471
X,1554697517,622900,4516
X,1554697518,622377,3650
X,1554697518,622787,5017
X,1554697519,623190,2126
X,1554697520,623038,1971
X,1554697520,623017,1818
X,1554697521,623502,5522
X,1554697521,623673,7104
X,1554697522,623062,2967
X,1554697522,623061,1839
X,1554697523,623457,7925
X,1554697523,623511,2181
X,1554697524,623243,2950
X,1554697525,623075,2242
X,1554697525,623241,2151
X,1554697526,623332,2996
X,1554697526,622482,2971
X,1554697527,624466,1950
X,1554697527,624778,2862
X,1554697528,624878,2311
X,1554697529,624740,2240
X,1554697529,625055,2586
X,1554697530,625024,1623
X,1554697530,625165,2558
X,1554697530,625070,2199
X,1554697530,625108,3977
