H,1552085933,268731
D,1552085933,401920
D,1552085935,403200
D,1552085938,403200
D,1552085940,403200
D,1552085942,401408
D,1552085944,402432
D,1552085946,402944
D,1552085949,403456
D,1552085951,403456
D,1552085953,402944
D,1552085955,402688
D,1552085957,404480
D,1552085960,401408
D,1552085962,404224
P,1552085962,5083
D,1552085964,402944
D,1552085966,401920
D,1552085967,396032
D,1552085970,402944
D,1552085972,403200
D,1552085974,403456
D,1552085976,401408
D,1552085978,403712
D,1552085981,402432
D,1552085983,402688
D,1552085985,404224
D,1552085987,403456
D,1552085989,402688
P,1552085991,5157
D,1552085992,402688
D,1552085994,402688
D,1552085996,401664
D,1552085998,403200
D,1552086000,402432
D,1552086003,403456
D,1552086005,402688
D,1552086007,402688
D,1552086008,401920
D,1552086010,402688
D,1552086013,402944
D,1552086015,402432
D,1552086017,403712
D,1552086019,402176
P,1552086020,5155
D,1552086021,403456
D,1552086024,403456
D,1552086026,402176
D,1552086028,401408
D,1552086030,401920
D,1552086032,401920
D,1552086035,401920
D,1552086037,398336
P,1552086049,5158
P,1552086079,5157
D,1552086092,388608
R,1552086092,700D9DFBA
R,1552086092,700D9DFBA
R,1552086092,700D9DFBA
X,1552086094,272740,7314
X,1552086095,271771,4058
X,1552086095,270401,834
X,1552086096,270112,270
X,1552086096,270315,517
X,1552086097,269923,518
X,1552086097,270384,690
X,1552086098,270790,362
X,1552086099,270591,455
X,1552086099,270675,168
X,1552086100,270567,273
O,1552086100,270331,297
O,1552086101,270231,158
O,1552086101,270182,149
O,1552086102,270009,177
O,1552086102,269822,219
O,1552086103,269622,150
O,1552086104,269760,195
O,1552086104,269707,228
O,1552086105,269457,187
O,1552086105,269317,223
O,1552086106,269359,304
O,1552086106,269199,574
O,1552086107,269425,144
O,1552086108,269344,116
O,1552086108,269223,619
P,1552086109,5148
O,1552086109,269399,291
O,1552086109,269405,507
O,1552086110,269328,324
O,1552086110,269274,301
O,1552086111,269353,285
O,1552086112,269359,180
O,1552086112,269411,292
O,1552086113,269345,114
O,1552086113,269533,242
O,1552086114,269719,117
O,1552086114,269725,235
O,1552086115,269775,222
O,1552086115,269738,147
O,1552086116,269772,156
O,1552086117,269703,196
O,1552086117,269743,152
O,1552086118,269702,114
O,1552086118,269770,195
O,1552086119,269756,109
O,1552086119,269718,131
O,1552086120,269677,237
O,1552086121,269787,179
O,1552086121,269642,279
O,1552086122,269609,176
O,1552086122,269580,111
O,1552086123,269546,146
O,1552086123,269573,78
O,1552086124,269532,80
O,1552086125,269591,93
O,1552086125,269571,61
O,1552086126,269518,59
O,1552086126,269574,72
O,1552086127,269569,87
O,1552086127,269580,114
O,1552086128,269678,98
O,1552086129,269745,193
O,1552086129,269751,113
O,1552086130,269692,83
O,1552086130,269697,116
O,1552086130,269661,84
O,1552086130,269647,142
O,1552086131,269661,113
O,1552086131,269673,116
O,1552086132,269666,96
O,1552086133,269637,109
O,1552086133,269647,139
O,1552086134,269669,97
O,1552086134,269651,140
O,1552086135,269658,97
O,1552086135,269640,84
O,1552086136,269661,141
O,1552086137,269674,101
O,1552086137,269698,120
P,1552086138,5148
O,1552086138,269688,89
O,1552086138,269730,146
O,1552086139,269722,126
O,1552086139,269760,60
O,1552086140,269790,139
O,1552086141,269805,102
O,1552086141,269827,168
O,1552086142,269805,104
O,1552086142,269779,86
O,1552086143,269788,112
O,1552086143,269863,69
O,1552086144,269858,207
O,1552086145,269712,71
O,1552086145,269800,154
O,1552086146,269672,86
O,1552086146,269657,150
O,1552086147,269575,52
O,1552086147,269620,71
O,1552086148,269661,105
O,1552086148,269702,65
O,1552086149,269612,152
O,1552086150,269600,147
T,1552086150,2798
P,1552086168,5157
P,1552086197,5156
D,1552086205,337920
R,1552086205,700D9DFBA
R,1552086205,700D9DFBA
R,1552086205,700D9DFBA
X,1552086207,583189,14418
X,1552086207,579792,4711
X,1552086208,587372,53350
X,1552086209,587218,14443
X,1552086209,587084,3378
X,1552086210,587510,3964
X,1552086210,586486,40483
X,1552086211,587054,4212
X,1552086211,586737,2641
X,1552086212,586978,1490
X,1552086212,587129,1878
X,1552086212,586747,2652
X,1552086213,586976,1269
X,1552086213,587077,1826
X,1552086214,587092,1595
X,1552086214,587306,1544
X,1552086215,587466,2542
X,1552086216,587557,1864
X,1552086216,587844,2359
X,1552086217,587318,25317
X,1552086217,586038,65017
X,1552086218,588300,5569
X,1552086218,587151,2527
