H,1551644806,268731
T,1551644806,2818
R,1551644806,700D9DFBA
R,1551644806,700D9DFBA
R,1551644806,700D9DFBA
X,1551644808,592776,1703
X,1551644808,592752,1250
X,1551644809,592794,1223
X,1551644810,592706,1353
X,1551644810,592750,1228
X,1551644811,592714,974
X,1551644811,592671,830
X,1551644812,592730,2089
X,1551644812,592739,2296
X,1551644813,592845,1468
X,1551644814,593235,2019
X,1551644814,592252,22848
X,1551644815,592401,6387
X,1551644815,592814,2247
X,1551644816,592734,1331
X,1551644816,592711,606
X,1551644817,592774,1045
X,1551644818,592767,1544
X,1551644818,592722,858
X,1551644819,592705,941
X,1551644819,592655,4259
X,1551644820,592760,1652
X,1551644820,592716,876
P,1551644821,5166
X,1551644821,592715,1236
X,1551644821,592706,1531
X,1551644822,592725,1411
X,1551644823,592721,5187
X,1551644823,592611,8926
X,1551644824,592623,1212
X,1551644824,592611,1131
X,1551644825,592635,784
X,1551644825,592738,1072
X,1551644826,592663,606
X,1551644827,592624,1184
X,1551644827,592576,861
X,1551644827,592633,685
X,1551644827,592670,864
X,1551644828,592902,33890
X,1551644828,592531,9279
X,1551644829,592776,1700
X,1551644830,592725,724
X,1551644830,592652,842
X,1551644831,592678,1079
X,1551644831,592626,1114
X,1551644832,592613,2226
X,1551644832,592597,8757
X,1551644833,592901,2685
X,1551644834,592670,791
X,1551644834,592672,1058
X,1551644835,592705,750
X,1551644835,592651,703
X,1551644836,592690,660
X,1551644836,592674,911
X,1551644837,592758,1547
X,1551644837,592767,1534
X,1551644838,592724,966
X,1551644839,592730,1081
X,1551644839,592725,1113
X,1551644840,592735,916
A,1551644840,592682,159
T,1551644840,2818
R,1551644840,700D9DFBA
X,1551644842,592701,3976
X,1551644842,592745,1083
X,1551644843,592695,779
X,1551644844,592727,1165
X,1551644844,592695,1109
X,1551644845,592613,1276
X,1551644845,592680,1246
X,1551644846,592659,1110
X,1551644846,592597,1175
X,1551644847,592613,934
X,1551644848,592618,715
X,1551644848,592581,579
X,1551644849,592608,1446
X,1551644849,592631,1514
X,1551644850,592675,723
P,1551644850,5193
X,1551644850,592666,1174
X,1551644851,592690,480
X,1551644852,592669,868
X,1551644852,592642,899
X,1551644853,592554,2564
X,1551644853,592875,2749
X,1551644854,592711,1780
X,1551644854,592705,1820
X,1551644855,592717,859
X,1551644856,592675,1024
X,1551644856,592622,746
X,1551644857,592422,1969
X,1551644857,592614,1223
X,1551644858,592668,1218
X,1551644858,592663,975
X,1551644859,592657,835
X,1551644859,592709,1119
X,1551644860,592678,1025
X,1551644861,592676,1053
X,1551644861,592699,2020
X,1551644862,592765,1551
X,1551644862,592597,10416
X,1551644863,592644,608
X,1551644863,592336,12804
X,1551644864,592757,1503
X,1551644865,592676,1343
X,1551644865,592646,709
X,1551644866,592622,1151
X,1551644866,592614,1185
X,1551644867,592648,988
X,1551644867,592630,1055
X,1551644868,592761,821
X,1551644868,592750,1171
X,1551644868,592560,14504
X,1551644869,592644,932
X,1551644869,592703,1111
X,1551644870,592629,2011
X,1551644870,592708,1297
X,1551644871,592743,1454
X,1551644872,592398,8483
X,1551644872,593092,2649
X,1551644873,592839,1794
X,1551644873,592802,1458
X,1551644874,592684,697
X,1551644874,592724,1171
X,1551644875,592728,871
X,1551644875,592748,1004
X,1551644876,592747,840
A,1551644876,592667,180
T,1551644876,2818
R,1551644876,700D9DFBA
X,1551644878,592725,1213
X,1551644879,592613,1301
P,1551644879,5191
X,1551644879,592686,1631
X,1551644880,592728,968
X,1551644880,592760,973
X,1551644881,592736,1195
X,1551644881,592702,1493
X,1551644882,592699,813
X,1551644883,592761,1497
X,1551644883,592732,1654
X,1551644884,592774,1785
X,1551644884,592746,869
X,1551644885,592735,916
X,1551644885,592732,840
X,1551644886,592709,864
X,1551644886,592812,8636
X,1551644887,592586,2957
X,1551644888,593013,6978
X,1551644888,592806,1787
X,1551644889,592721,866
X,1551644889,592713,1643
X,1551644890,592688,1197
X,1551644890,592702,973
X,1551644891,592692,911
X,1551644892,592684,1264
X,1551644892,592753,1335
X,1551644893,592682,1116
X,1551644893,592722,1076
X,1551644894,592734,1449
X,1551644894,592739,1378
X,1551644895,592741,691
X,1551644896,592686,955
X,1551644896,592782,1376
X,1551644897,592737,1481
X,1551644897,592716,1114
X,1551644898,592731,957
