H,1554665998,268731
P,1554665998,5097
P,1554666028,5098
P,1554666057,5099
P,1554666086,5100
P,1554666115,5099
P,1554666145,5099
P,1554666174,5099
D,1554666182,316160
R,1554666182,700D9DFBA
R,1554666182,700D9DFBA
R,1554666182,700D9DFBA
X,1554666184,583107,13042
X,1554666184,580188,9203
X,1554666185,581924,17666
X,1554666185,583104,7904
X,1554666186,582556,3835
X,1554666186,582520,1253
X,1554666187,582517,1952
X,1554666188,582610,1156
X,1554666188,582295,1484
X,1554666189,582666,866
X,1554666189,582869,1399
X,1554666190,582899,1422
X,1554666190,583539,5631
X,1554666191,581969,8183
X,1554666192,582994,2625
X,1554666192,582814,1766
X,1554666193,582817,1268
X,1554666193,582919,1265
X,1554666194,582351,3180
X,1554666194,582863,6239
X,1554666194,583465,7855
X,1554666195,582698,5634
X,1554666195,582604,1228
X,1554666196,582936,4610
X,1554666196,582815,1329
X,1554666197,583334,6261
X,1554666197,582799,3002
X,1554666198,582809,1600
X,1554666198,582611,1335
X,1554666199,583053,2422
X,1554666200,582075,6182
X,1554666200,583414,10172
X,1554666201,582593,4431
X,1554666201,582859,1691
X,1554666202,582923,1013
X,1554666202,582817,2304
X,1554666203,582978,1291
P,1554666203,5092
X,1554666204,582840,2301
X,1554666204,583055,4041
X,1554666205,582761,4107
X,1554666205,582676,5913
X,1554666206,583009,28088
X,1554666206,581898,38034
X,1554666207,583518,10596
X,1554666208,582224,9079
X,1554666208,583335,40373
X,1554666209,582914,15614
X,1554666209,583424,3642
X,1554666210,582914,1925
X,1554666210,582875,10839
X,1554666211,582218,26782
X,1554666211,583161,28791
X,1554666212,582224,42219
X,1554666213,582417,32176
X,1554666213,583399,30669
X,1554666214,583833,34058
X,1554666214,582353,18345
X,1554666215,582929,1072
X,1554666215,583124,1366
X,1554666216,583139,12589
X,1554666217,582046,10951
X,1554666217,584304,34765
X,1554666218,583324,15905
X,1554666218,585431,25991
X,1554666219,582182,7968
X,1554666219,582881,36717
X,1554666220,583450,4759
X,1554666221,583309,6369
X,1554666221,582965,15856
X,1554666222,583314,7839
X,1554666222,581969,15934
X,1554666223,584198,7794
X,1554666223,582053,10611
X,1554666224,582501,16710
X,1554666225,583288,9220
X,1554666225,582440,53018
X,1554666226,583605,15380
X,1554666226,582814,5094
X,1554666227,583329,8901
X,1554666227,583002,7717
X,1554666228,583141,22186
X,1554666228,583725,13953
X,1554666229,583542,13117
X,1554666230,583481,11699
X,1554666230,583492,13267
X,1554666231,583325,13687
X,1554666231,583250,17265
X,1554666232,583028,6888
X,1554666232,583229,1613
X,1554666233,583279,15548
P,1554666233,5089
X,1554666234,582953,3145
X,1554666234,583274,18101
X,1554666235,582909,3648
X,1554666235,583938,10790
X,1554666235,583330,823
X,1554666235,583402,1137
X,1554666236,583397,725
X,1554666237,583199,14025
X,1554666237,582638,19919
X,1554666238,583875,23414
X,1554666238,582322,7527
X,1554666239,582027,15059
X,1554666239,584449,10448
X,1554666240,582768,7845
X,1554666241,583432,1951
X,1554666241,583398,972
X,1554666242,583290,11422
X,1554666242,583416,2534
X,1554666243,583293,16523
X,1554666243,582497,32991
X,1554666244,582595,24621
X,1554666244,583316,25953
X,1554666245,583199,17312
X,1554666246,583398,2820
X,1554666246,583130,2424
X,1554666247,583342,1851
X,1554666247,583317,1326
X,1554666248,581939,18332
X,1554666248,584000,5751
X,1554666249,582073,15183
X,1554666250,583511,1861
X,1554666250,583264,1449
X,1554666251,583349,1586
X,1554666251,583378,1303
X,1554666252,583494,925
X,1554666252,583452,1215
X,1554666253,583502,1104
X,1554666254,583362,1144
X,1554666254,583047,12171
X,1554666255,583412,5098
X,1554666255,583633,2334
X,1554666256,583340,1571
X,1554666256,583324,873
X,1554666257,583230,9560
X,1554666258,583429,2636
X,1554666258,583354,1419
X,1554666259,583391,1304
X,1554666259,583367,729
X,1554666260,583366,1036
X,1554666260,583399,643
X,1554666261,583394,1157
X,1554666261,583443,1334
X,1554666262,583325,1779
P,1554666263,5091
X,1554666263,583302,1069
X,1554666263,583259,1477
X,1554666264,583161,1848
X,1554666264,583069,4349
X,1554666265,583319,3172
X,1554666265,583196,1086
X,1554666266,583245,1433
X,1554666267,583285,1321
X,1554666267,583295,928
X,1554666268,583433,1375
X,1554666268,583394,1491
X,1554666269,583424,848
X,1554666269,583380,1036
X,1554666270,583409,1269
X,1554666271,583354,1514
X,1554666271,583481,1157
X,1554666272,583458,1286
