H,1551673655,268731
D,1551673655,417024
D,1551673657,412672
P,1551673657,5186
D,1551673659,410368
D,1551673661,410624
D,1551673663,404224
D,1551673665,411648
D,1551673667,386304
P,1551673686,5188
P,1551673715,5188
P,1551673744,5188
P,1551673774,5187
P,1551673803,5187
P,1551673833,5188
P,1551673863,5187
P,1551673892,5188
P,1551673921,5188
P,1551673950,5187
P,1551673980,5187
P,1551674009,5189
P,1551674038,5188
P,1551674068,5189
P,1551674097,5187
P,1551674127,5189
P,1551674156,5186
P,1551674186,5188
P,1551674215,5187
P,1551674244,5188
P,1551674274,5187
P,1551674303,5189
P,1551674332,5188
P,1551674361,5188
P,1551674391,5188
P,1551674421,5188
P,1551674450,5188
P,1551674480,5187
P,1551674509,5188
P,1551674538,5188
P,1551674567,5188
D,1551674591,410624
R,1551674591,700D9DFBA
R,1551674591,700D9DFBA
R,1551674591,700D9DFBA
X,1551674593,600066,24743
X,1551674593,600262,12037
X,1551674594,600119,6627
X,1551674595,602072,11116
X,1551674595,600279,14751
X,1551674596,600667,11515
X,1551674596,598621,15181
X,1551674597,600192,4539
P,1551674597,5178
X,1551674597,600444,55239
X,1551674598,601228,20239
X,1551674598,598731,14029
X,1551674599,600810,32120
X,1551674600,599286,7243
X,1551674600,599211,32238
X,1551674601,599752,13922
X,1551674601,599340,24215
X,1551674602,600056,15218
X,1551674602,599716,13556
X,1551674603,601168,3287
X,1551674604,601606,3395
X,1551674604,600992,9798
X,1551674604,600975,4830
X,1551674604,601760,2742
X,1551674605,602187,4517
X,1551674605,598881,27240
X,1551674606,597680,42696
X,1551674607,603702,60942
X,1551674607,603828,62556
X,1551674608,600244,37363
X,1551674608,602610,10591
X,1551674609,601901,28790
X,1551674609,599646,58602
X,1551674610,603127,13298
X,1551674611,462532,47555
X,1551674611,269640,1061
X,1551674612,270049,468
X,1551674612,270249,216
X,1551674613,270183,106
X,1551674613,270343,239
X,1551674614,270258,162
X,1551674614,270545,315
X,1551674615,270372,157
X,1551674616,270564,393
X,1551674616,270487,540
X,1551674617,270194,148
O,1551674617,270034,344
O,1551674618,270069,289
O,1551674618,270036,233
O,1551674619,269953,129
O,1551674620,269832,171
O,1551674620,270051,318
O,1551674621,270050,114
O,1551674621,269791,555
O,1551674622,269838,316
O,1551674622,269565,259
O,1551674623,269277,836
O,1551674624,269585,392
O,1551674624,269880,431
O,1551674625,269860,301
O,1551674625,270027,151
O,1551674626,270069,111
P,1551674626,5178
O,1551674626,270003,253
O,1551674627,270003,106
O,1551674628,270051,96
O,1551674628,270084,91
O,1551674629,270065,117
O,1551674629,270090,103
O,1551674630,270070,99
O,1551674630,270190,168
O,1551674631,270114,255
O,1551674631,269871,129
O,1551674632,269828,390
O,1551674633,270057,293
O,1551674633,270142,213
O,1551674634,269785,305
O,1551674634,269955,246
O,1551674635,269724,447
O,1551674635,269806,629
O,1551674636,269510,247
O,1551674637,269481,498
O,1551674637,269479,496
O,1551674638,269735,362
O,1551674638,269816,372
O,1551674639,269880,310
O,1551674639,269982,132
O,1551674640,269744,422
O,1551674641,269754,495
O,1551674641,269786,295
O,1551674642,269577,244
O,1551674642,269578,627
O,1551674643,269420,296
O,1551674643,269617,191
O,1551674644,269937,139
O,1551674644,269664,304
O,1551674645,269802,369
O,1551674645,269848,245
O,1551674645,269798,172
O,1551674646,269828,66
O,1551674646,269934,231
O,1551674647,270255,236
O,1551674647,269975,264
O,1551674648,270203,339
O,1551674649,270149,188
O,1551674649,270299,127
O,1551674650,270198,304
O,1551674650,270112,416
O,1551674651,269935,339
O,1551674651,269984,98
O,1551674652,270039,144
O,1551674653,270054,236
O,1551674653,270069,251
O,1551674654,269966,232
O,1551674654,270056,412
O,1551674655,269880,413
P,1551674655,5180
O,1551674655,269520,284
O,1551674656,269296,770
O,1551674657,269426,781
O,1551674657,269204,724
O,1551674658,269637,410
O,1551674658,269630,436
O,1551674659,269661,306
O,1551674659,269902,206
O,1551674660,269891,331
O,1551674660,269872,212
O,1551674661,270062,116
O,1551674662,270011,101
O,1551674662,270104,157
O,1551674663,270104,125
O,1551674663,270111,155
O,1551674664,270058,167
O,1551674664,269967,119
O,1551674665,269969,94
O,1551674666,269981,66
O,1551674666,269997,79
O,1551674667,269783,335
T,1551674667,2808
P,1551674685,5188
P,1551674715,5187
P,1551674744,5188
