H,1555471075,268731
D,1555471075,417280
D,1555471077,418048
D,1555471079,418304
D,1555471081,417280
P,1555471082,5066
D,1555471083,417536
D,1555471085,418560
D,1555471088,418816
D,1555471090,419072
D,1555471092,419072
D,1555471094,417280
D,1555471096,416768
D,1555471099,417792
D,1555471101,417792
D,1555471103,417792
D,1555471105,417280
P,1555471112,5065
P,1555471141,5067
P,1555471170,5064
P,1555471199,5066
P,1555471229,5066
P,1555471258,5063
P,1555471287,5066
P,1555471317,5066
P,1555471347,5065
P,1555471376,5067
P,1555471405,5064
P,1555471435,5066
P,1555471464,5065
P,1555471493,5066
P,1555471523,5066
P,1555471552,5066
P,1555471581,5066
P,1555471610,5068
P,1555471641,5066
P,1555471670,5066
P,1555471699,5065
P,1555471729,5066
P,1555471758,5067
P,1555471787,5066
P,1555471816,5067
P,1555471846,5067
P,1555471875,5066
P,1555471904,5066
P,1555471935,5067
P,1555471965,5066
P,1555471994,5066
P,1555472023,5065
P,1555472053,5069
P,1555472082,5066
P,1555472111,5067
P,1555472141,5068
P,1555472170,5066
P,1555472199,5067
D,1555472211,380672
R,1555472211,700D9DFBA
R,1555472211,700D9DFBA
R,1555472211,700D9DFBA
X,1555472213,589147,9235
X,1555472213,591374,33503
X,1555472214,588868,24239
X,1555472214,589587,54506
X,1555472215,587424,18327
X,1555472215,589645,32726
X,1555472216,588199,21361
X,1555472216,588579,19241
X,1555472217,588908,2542
X,1555472218,589787,11611
X,1555472218,587232,14833
X,1555472219,589507,9005
X,1555472219,588774,18066
X,1555472220,588955,2389
X,1555472220,588773,3327
X,1555472221,588700,4200
X,1555472222,588739,2171
X,1555472222,588677,1540
X,1555472223,587614,28210
X,1555472223,588912,4894
X,1555472224,588882,1629
X,1555472224,588791,3991
X,1555472224,588865,4082
X,1555472225,588853,2951
X,1555472225,588782,1788
X,1555472226,588750,3033
X,1555472226,588948,3334
X,1555472227,589066,4569
X,1555472227,588605,6956
X,1555472228,588699,1984
X,1555472228,588973,2931
P,1555472229,5056
X,1555472229,588887,2520
X,1555472230,588788,8104
X,1555472230,588812,2231
X,1555472231,589019,2352
X,1555472231,588343,2471
X,1555472232,588854,1747
X,1555472232,588855,2141
X,1555472233,588091,3440
X,1555472234,589337,4063
X,1555472234,588933,2423
X,1555472235,588754,1750
X,1555472235,589646,7846
X,1555472236,588274,13899
X,1555472236,589188,2861
X,1555472237,588829,1599
X,1555472238,588855,2191
X,1555472238,588766,1574
X,1555472239,588803,8825
X,1555472239,588957,2741
X,1555472240,588866,1231
X,1555472240,588684,2120
X,1555472241,588890,1978
X,1555472242,588919,2547
X,1555472242,588817,1732
X,1555472243,588589,5513
X,1555472243,588789,10080
X,1555472244,588955,2043
X,1555472244,589129,3986
X,1555472245,588862,2084
X,1555472245,589120,2599
X,1555472246,588691,3204
X,1555472247,588770,1423
X,1555472247,589779,12011
X,1555472248,554349,45213
X,1555472248,261919,734
X,1555472249,262173,636
X,1555472249,262370,238
X,1555472250,262361,153
X,1555472251,262369,171
X,1555472251,262458,111
X,1555472252,262382,123
X,1555472252,262375,155
X,1555472253,262343,71
X,1555472253,262298,119
X,1555472254,262289,102
O,1555472255,262259,109
O,1555472255,262242,98
O,1555472256,262240,100
O,1555472256,262258,97
O,1555472257,262250,83
O,1555472257,262234,64
O,1555472258,262232,76
O,1555472259,262221,102
P,1555472259,5059
O,1555472259,262220,87
O,1555472260,262214,97
O,1555472260,262213,72
O,1555472261,262225,103
O,1555472261,262205,98
O,1555472262,262199,116
O,1555472262,262200,93
O,1555472263,262166,67
O,1555472264,262190,139
O,1555472264,262186,120
O,1555472265,262201,100
O,1555472265,262180,79
O,1555472265,262177,97
O,1555472265,262166,113
O,1555472266,262174,98
O,1555472267,262176,106
O,1555472267,262170,141
O,1555472268,262160,102
O,1555472268,262153,138
O,1555472269,262162,136
O,1555472269,262170,192
O,1555472270,262197,89
O,1555472271,262177,79
O,1555472271,262163,82
O,1555472272,262157,85
O,1555472272,262149,164
O,1555472273,262156,83
O,1555472273,262130,91
O,1555472274,262143,58
O,1555472275,262122,101
O,1555472275,262147,80
O,1555472276,262136,95
O,1555472276,262149,105
O,1555472277,262136,108
O,1555472277,262140,66
O,1555472278,262146,117
O,1555472278,262143,97
O,1555472279,262124,133
O,1555472280,262127,104
O,1555472280,262141,139
O,1555472281,262140,67
O,1555472281,262159,137
O,1555472282,262133,55
O,1555472282,262139,109
O,1555472283,262113,75
