H,1552958223,268731
P,1552958223,5141
P,1552958252,5138
P,1552958281,5141
P,1552958310,5140
P,1552958340,5141
P,1552958369,5142
P,1552958398,5141
P,1552958429,5140
P,1552958458,5139
P,1552958487,5142
P,1552958516,5140
P,1552958546,5143
P,1552958575,5142
P,1552958604,5140
P,1552958634,5142
P,1552958663,5141
P,1552958692,5141
P,1552958722,5141
P,1552958752,5141
P,1552958781,5142
P,1552958810,5141
P,1552958840,5140
P,1552958869,5141
P,1552958898,5141
P,1552958927,5141
P,1552958957,5142
P,1552958986,5140
P,1552959016,5140
P,1552959046,5140
P,1552959075,5141
P,1552959104,5141
P,1552959133,5142
P,1552959163,5140
P,1552959192,5142
P,1552959221,5143
P,1552959251,5142
P,1552959280,5141
P,1552959310,5141
P,1552959339,5140
P,1552959369,5140
P,1552959398,5140
P,1552959427,5141
P,1552959457,5140
P,1552959486,5142
P,1552959515,5141
P,1552959544,5141
P,1552959574,5140
P,1552959604,5137
P,1552959633,5142
P,1552959663,5140
P,1552959692,5142
P,1552959721,5141
P,1552959750,5141
D,1552959779,376832
P,1552959780,5140
D,1552959781,386304
R,1552959781,700D9DFBA
R,1552959781,700D9DFBA
R,1552959781,700D9DFBA
X,1552959783,572621,17570
X,1552959783,571316,39797
X,1552959784,569988,57532
X,1552959785,572735,7645
X,1552959785,571990,6210
X,1552959786,571488,29996
X,1552959786,572260,21881
X,1552959786,574109,47754
X,1552959786,572783,3065
X,1552959787,572525,8198
X,1552959788,572954,4034
X,1552959788,572581,1876
X,1552959789,573543,19239
X,1552959789,572151,26690
X,1552959790,493213,13339
X,1552959790,266838,1908
X,1552959791,267861,1720
X,1552959791,267922,635
X,1552959792,267550,213
X,1552959793,267402,212
X,1552959793,267329,76
X,1552959794,267309,106
X,1552959794,267299,139
X,1552959795,267310,88
X,1552959795,267291,114
X,1552959796,267279,88
O,1552959797,267274,142
O,1552959797,267273,59
O,1552959798,267278,72
O,1552959798,267263,158
O,1552959799,267268,135
O,1552959799,267290,106
O,1552959800,267282,74
O,1552959801,267295,77
O,1552959801,267417,199
O,1552959802,267493,80
O,1552959802,267517,97
O,1552959803,267496,99
O,1552959803,267516,80
O,1552959804,267447,135
O,1552959805,267423,81
O,1552959805,267430,144
O,1552959806,267429,100
O,1552959806,267412,133
O,1552959807,267326,138
O,1552959807,267285,87
O,1552959808,267286,128
O,1552959808,267260,72
O,1552959809,267227,89
P,1552959809,5133
O,1552959810,267202,90
O,1552959810,267214,122
O,1552959811,267221,86
O,1552959811,267193,154
O,1552959812,267222,54
O,1552959812,267188,71
O,1552959813,267219,78
O,1552959814,267184,71
O,1552959814,267194,109
O,1552959815,267180,83
O,1552959815,267169,151
O,1552959816,267184,98
O,1552959816,267183,117
O,1552959817,267169,97
O,1552959818,267164,85
O,1552959818,267172,93
O,1552959819,267172,56
O,1552959819,267141,101
O,1552959820,267170,113
O,1552959820,267173,56
O,1552959821,267165,92
O,1552959822,267153,149
O,1552959822,267163,187
O,1552959823,267160,70
O,1552959823,267166,94
O,1552959824,267175,52
O,1552959824,267158,116
O,1552959825,267153,104
O,1552959825,267167,118
O,1552959826,267158,92
O,1552959827,267151,89
O,1552959827,267123,97
O,1552959827,267113,69
O,1552959827,267124,82
O,1552959828,267124,90
O,1552959828,267090,92
O,1552959829,267109,81
O,1552959830,267106,157
O,1552959830,267122,80
O,1552959831,267117,120
O,1552959831,267129,146
O,1552959832,267099,84
O,1552959832,267129,127
O,1552959833,267149,105
O,1552959834,267148,132
O,1552959834,267150,83
O,1552959835,267150,111
O,1552959835,267145,146
O,1552959836,267166,62
O,1552959836,267164,82
O,1552959837,267153,61
O,1552959837,267171,85
O,1552959838,267137,84
P,1552959838,5130
O,1552959839,267137,57
O,1552959839,267157,111
O,1552959840,267158,133
O,1552959840,267153,99
O,1552959841,267165,121
O,1552959841,267159,112
O,1552959842,267162,106
O,1552959843,267147,96
O,1552959843,267168,62
O,1552959844,267165,131
O,1552959844,267152,100
O,1552959845,267164,84
O,1552959845,267187,84
O,1552959846,267243,99
T,1552959846,2735
P,1552959868,5142
P,1552959898,5141
P,1552959927,5141
P,1552959956,5142
P,1552959986,5142
P,1552960016,5140
P,1552960045,5141
P,1552960074,5141
P,1552960104,5140
P,1552960133,5140
P,1552960162,5140
O,1552960179,267112,1681
O,1552960179,267244,100
O,1552960180,267250,134
O,1552960180,267244,106
O,1552960181,267234,141
