H,1554661736,268731
P,1554661736,5101
P,1554661765,5100
P,1554661795,5101
P,1554661824,5102
P,1554661854,5100
P,1554661884,5100
P,1554661913,5102
P,1554661942,5102
P,1554661971,5102
P,1554662001,5101
P,1554662030,5102
P,1554662059,5102
P,1554662089,5102
P,1554662118,5102
P,1554662148,5100
P,1554662177,5101
P,1554662207,5103
P,1554662236,5101
P,1554662265,5101
P,1554662295,5100
P,1554662324,5102
P,1554662353,5101
D,1554662377,386048
R,1554662377,700D9DFBA
R,1554662377,700D9DFBA
R,1554662377,700D9DFBA
X,1554662379,595433,5299
X,1554662379,595544,5449
X,1554662380,595540,9055
X,1554662380,594228,11541
X,1554662380,595535,5113
X,1554662380,595156,8493
X,1554662381,595348,4424
X,1554662382,595413,3263
X,1554662382,595687,4456
P,1554662382,5094
X,1554662383,597339,12846
X,1554662383,589119,7002
X,1554662384,447900,63989
X,1554662384,270293,1452
X,1554662385,270944,500
X,1554662385,271137,211
X,1554662386,271122,56
X,1554662387,271131,110
X,1554662387,271144,109
X,1554662388,271150,52
X,1554662388,271134,94
X,1554662389,271139,67
X,1554662389,271134,95
X,1554662390,271118,110
O,1554662391,271105,102
O,1554662391,271101,138
O,1554662392,271116,94
O,1554662392,271108,75
O,1554662393,271096,115
O,1554662393,271094,99
O,1554662394,271106,108
O,1554662395,271084,101
O,1554662395,271076,82
O,1554662396,271066,89
O,1554662396,271042,122
O,1554662397,271054,99
O,1554662397,271052,67
O,1554662398,271061,77
O,1554662398,271062,103
O,1554662399,271037,116
O,1554662400,271053,148
O,1554662400,271061,108
O,1554662401,271073,106
O,1554662401,271047,106
O,1554662402,271036,84
O,1554662402,271029,86
O,1554662403,271037,94
O,1554662404,271054,121
O,1554662404,271014,100
O,1554662405,271026,96
O,1554662405,271046,70
O,1554662406,271040,136
O,1554662406,271032,92
O,1554662407,271030,59
O,1554662408,271051,77
O,1554662408,271041,111
O,1554662409,271030,81
O,1554662409,271023,129
O,1554662410,271007,119
O,1554662410,271022,105
O,1554662411,271013,89
O,1554662412,270975,70
O,1554662412,271008,65
P,1554662412,5090
O,1554662413,270989,74
O,1554662413,271001,104
O,1554662414,271027,161
O,1554662414,271005,112
O,1554662415,271002,98
O,1554662415,270992,103
O,1554662416,271034,101
O,1554662417,271028,107
O,1554662417,271039,92
O,1554662418,271019,133
O,1554662418,271048,99
O,1554662419,271062,92
O,1554662419,271050,100
O,1554662420,271058,64
O,1554662421,271056,112
O,1554662421,271036,73
O,1554662421,271038,119
O,1554662421,271042,94
O,1554662422,271046,107
O,1554662422,271042,108
O,1554662423,271032,95
O,1554662424,271019,71
O,1554662424,271034,99
O,1554662425,271001,97
O,1554662425,270986,135
O,1554662426,270999,150
O,1554662426,270986,156
O,1554662427,271018,113
O,1554662428,271030,66
O,1554662428,271009,120
O,1554662429,271037,95
O,1554662429,271032,74
O,1554662430,271043,113
O,1554662430,271058,87
O,1554662431,271053,53
O,1554662431,271053,95
O,1554662432,271025,59
O,1554662433,271034,119
O,1554662433,271035,72
O,1554662434,271036,89
O,1554662434,271046,125
O,1554662435,271013,76
O,1554662435,271039,66
O,1554662436,271044,149
O,1554662437,271059,98
O,1554662437,271060,102
O,1554662438,271051,98
O,1554662438,271055,74
O,1554662439,271060,66
O,1554662439,271052,83
O,1554662440,271044,81
T,1554662440,2820
P,1554662442,5100
P,1554662471,5101
P,1554662501,5101
P,1554662530,5101
P,1554662559,5102
P,1554662588,5101
P,1554662618,5100
P,1554662647,5101
P,1554662676,5100
P,1554662706,5101
P,1554662736,5102
P,1554662765,5101
P,1554662794,5101
P,1554662824,5103
P,1554662853,5100
P,1554662882,5102
P,1554662912,5101
P,1554662941,5100
P,1554662970,5100
P,1554662999,5099
P,1554663030,5099
P,1554663059,5101
D,1554663061,368384
R,1554663061,700D9DFBA
R,1554663061,700D9DFBA
R,1554663061,700D9DFBA
X,1554663062,580369,44832
X,1554663063,582905,22786
X,1554663064,585751,24480
X,1554663064,584519,3607
X,1554663065,584568,2375
X,1554663065,584438,2071
X,1554663066,584782,27490
X,1554663066,583494,18042
X,1554663067,585463,12376
X,1554663068,584567,2380
X,1554663068,584758,10500
X,1554663069,584483,5616
X,1554663069,584494,2770
X,1554663070,584408,2008
X,1554663070,584202,18362
X,1554663071,584635,4338
X,1554663071,584481,2360
X,1554663072,583573,15607
