H,1554316166,268731
P,1554316166,5111
P,1554316195,5113
P,1554316225,5112
P,1554316254,5112
P,1554316283,5110
P,1554316313,5113
P,1554316343,5110
P,1554316372,5112
P,1554316401,5111
P,1554316431,5113
P,1554316460,5112
P,1554316489,5112
P,1554316518,5111
P,1554316548,5112
P,1554316577,5112
P,1554316607,5111
P,1554316637,5113
P,1554316666,5111
P,1554316695,5110
P,1554316724,5111
P,1554316754,5113
P,1554316783,5111
P,1554316812,5112
P,1554316842,5113
P,1554316871,5112
P,1554316901,5111
P,1554316930,5111
P,1554316960,5111
P,1554316989,5111
D,1554316992,535296
D,1554316994,411648
D,1554316996,420864
D,1554316998,410624
D,1554317000,410880
D,1554317003,410368
D,1554317005,410880
D,1554317006,412160
D,1554317008,411136
R,1554317008,700D9DFBA
R,1554317008,700D9DFBA
R,1554317008,700D9DFBA
X,1554317010,613487,4701
X,1554317011,613949,1093
X,1554317011,613954,1985
X,1554317012,613766,20541
X,1554317012,613959,15621
X,1554317013,614072,2200
X,1554317013,613900,1776
X,1554317014,613948,1330
X,1554317014,613882,1214
X,1554317015,613935,2088
X,1554317016,614046,1295
X,1554317016,613901,1094
X,1554317017,614804,24915
X,1554317017,613862,6156
X,1554317018,613935,1974
P,1554317018,5101
X,1554317018,613940,1277
X,1554317019,613971,1301
X,1554317020,613945,1343
X,1554317020,613914,2798
X,1554317021,614101,1908
X,1554317021,613965,1437
X,1554317022,613974,1602
X,1554317022,613908,1281
X,1554317023,613897,2121
X,1554317024,614011,1510
X,1554317024,613861,1875
X,1554317025,613900,1169
X,1554317025,613933,1254
X,1554317026,613602,18954
X,1554317026,613949,1762
X,1554317027,613853,1772
X,1554317027,613892,8324
X,1554317028,613840,11863
X,1554317029,613136,15033
X,1554317029,613966,2405
X,1554317030,613926,1685
X,1554317030,614092,2759
X,1554317031,613856,7648
X,1554317031,613428,17598
X,1554317032,614416,5520
X,1554317033,613941,1784
X,1554317033,613864,1202
X,1554317034,613940,2341
X,1554317034,613881,2110
X,1554317035,613942,717
X,1554317035,613879,1876
X,1554317036,613947,1415
X,1554317037,613849,1252
X,1554317037,614382,11057
X,1554317038,613743,2479
X,1554317038,613873,1772
X,1554317039,613994,5365
X,1554317039,614028,20787
X,1554317040,613915,1760
X,1554317041,614041,1392
X,1554317041,613933,1331
X,1554317042,614122,19160
X,1554317042,614333,6798
X,1554317043,613825,9128
X,1554317043,614050,969
X,1554317044,613835,1351
X,1554317044,615813,39274
X,1554317045,614387,8650
X,1554317046,614060,1058
X,1554317046,614140,904
X,1554317047,614048,1735
X,1554317047,613959,1660
X,1554317047,614107,1639
P,1554317047,5101
X,1554317047,613733,9739
X,1554317048,614234,3432
X,1554317049,613999,36848
X,1554317049,613672,31308
X,1554317050,614189,2386
X,1554317050,614029,1577
X,1554317051,613968,984
X,1554317051,613974,1269
X,1554317052,614071,2110
X,1554317053,614831,4314
X,1554317053,615127,2096
X,1554317054,611399,60858
X,1554317054,614850,43564
X,1554317055,614062,8683
X,1554317055,613895,1792
X,1554317056,614343,14224
X,1554317057,614116,14406
X,1554317057,614503,5693
X,1554317058,613995,1687
X,1554317058,613807,2295
X,1554317059,614111,1969
X,1554317059,614006,3861
X,1554317060,613997,1711
X,1554317060,613969,2034
X,1554317061,614092,1737
X,1554317062,613869,9595
X,1554317062,613970,2419
X,1554317063,613866,2464
X,1554317063,614273,3583
X,1554317064,614230,2580
X,1554317064,614107,2371
X,1554317065,613901,2644
X,1554317066,613991,2105
X,1554317066,614007,1908
X,1554317067,613855,5067
X,1554317067,613917,2187
X,1554317068,614051,2211
X,1554317068,613898,5342
X,1554317069,613989,2336
X,1554317070,613828,3237
X,1554317070,613819,2518
X,1554317071,613964,3195
X,1554317071,613842,2055
X,1554317072,613888,2749
X,1554317072,613930,2470
X,1554317073,613932,4377
X,1554317073,613920,2598
X,1554317074,613868,2719
X,1554317075,613935,3360
X,1554317075,614205,3408
X,1554317076,614050,2223
X,1554317076,613838,2345
X,1554317077,614131,2361
P,1554317077,5104
X,1554317077,613982,2413
X,1554317078,614842,5100
X,1554317079,614448,14659
X,1554317079,614318,4121
X,1554317080,614259,4434
X,1554317080,614029,2185
X,1554317081,614092,3014
X,1554317081,614063,2193
X,1554317082,614251,3463
X,1554317083,614105,2085
X,1554317083,613899,1775
X,1554317084,614218,1747
X,1554317084,614122,2694
X,1554317085,614088,2085
X,1554317085,613963,1864
X,1554317086,614076,2149
X,1554317087,614109,3496
X,1554317087,614068,2035
