H,1553370974,268731
R,1553370974,700D9DFBA
R,1553370974,700D9DFBA
X,1553370976,605383,10045
X,1553370976,605767,6133
X,1553370977,605711,2165
X,1553370977,605967,1417
X,1553370977,605877,1829
X,1553370978,605957,2104
X,1553370978,605873,887
X,1553370979,605639,1568
X,1553370979,605938,8348
X,1553370980,606220,18109
X,1553370980,605540,5285
X,1553370981,606002,7326
X,1553370982,605897,5554
X,1553370982,605918,1577
X,1553370983,605847,3388
X,1553370983,605542,6506
X,1553370984,606070,3920
X,1553370984,605726,1821
X,1553370985,606136,3967
X,1553370986,607743,28487
X,1553370986,606074,53695
X,1553370987,606031,35693
X,1553370987,606651,9165
X,1553370988,605997,2361
X,1553370988,605823,1888
X,1553370989,605640,1545
X,1553370990,605772,1723
X,1553370990,605811,1502
X,1553370991,605892,2206
X,1553370991,605888,1184
X,1553370992,605828,1349
X,1553370992,606212,1682
X,1553370993,605968,1956
X,1553370993,605954,1060
X,1553370994,605981,874
X,1553370995,605668,2686
X,1553370995,606590,4115
X,1553370996,606409,46384
X,1553370996,605867,4723
X,1553370997,606025,2476
X,1553370997,605239,9415
P,1553370997,5150
X,1553370998,606583,17190
X,1553370999,605969,45290
X,1553370999,606599,49862
X,1553371000,604494,56517
X,1553371000,604514,32546
X,1553371001,607977,19644
X,1553371001,605742,12952
X,1553371002,605941,29480
X,1553371003,604865,7802
X,1553371003,606870,6552
X,1553371004,605374,3073
X,1553371004,605937,21516
X,1553371005,606069,2885
X,1553371005,605961,1360
X,1553371006,606387,12912
X,1553371007,605698,7480
X,1553371007,605731,2425
X,1553371008,605628,3634
X,1553371008,606115,3923
X,1553371009,606052,2931
X,1553371009,605924,1870
X,1553371010,606061,1098
X,1553371010,606090,1432
X,1553371011,605991,2647
X,1553371012,606091,1379
X,1553371012,605988,2021
X,1553371013,606038,2533
X,1553371013,606066,2248
X,1553371014,606206,1601
X,1553371014,605582,6707
X,1553371015,606129,2877
X,1553371016,605840,3985
X,1553371016,606295,3347
X,1553371017,606054,3502
X,1553371017,606039,2202
X,1553371018,606093,15442
X,1553371018,606298,2994
X,1553371018,605999,1491
X,1553371019,605975,2057
X,1553371019,606072,5371
X,1553371020,606004,2065
X,1553371020,606071,2228
X,1553371021,605657,8496
X,1553371021,606210,6917
X,1553371022,605860,3974
X,1553371023,605946,1077
X,1553371023,605779,1821
X,1553371024,605897,1172
X,1553371024,606015,1476
X,1553371025,605661,1300
X,1553371025,605712,1394
X,1553371026,605599,1580
X,1553371026,605544,1021
P,1553371027,5149
X,1553371027,605816,1897
X,1553371028,605246,1234
X,1553371028,605359,1073
X,1553371029,605215,1653
X,1553371029,604801,724
X,1553371030,604445,1352
X,1553371030,603899,2389
X,1553371031,603945,1608
X,1553371032,604827,1572
X,1553371032,605383,1527
X,1553371033,605815,2014
X,1553371033,605846,1482
X,1553371034,606280,2615
X,1553371034,606063,2243
X,1553371035,606054,2044
X,1553371036,605805,1314
X,1553371036,606043,1486
X,1553371037,606094,2300
X,1553371037,606229,1915
X,1553371038,605867,1904
X,1553371038,605896,2588
X,1553371039,606070,1700
X,1553371039,605593,3770
X,1553371040,605809,2488
X,1553371041,605994,2313
X,1553371041,606130,2984
X,1553371042,606030,2633
X,1553371042,606210,1845
X,1553371043,605962,1440
X,1553371043,606058,1774
X,1553371044,606163,1446
X,1553371045,606124,3572
X,1553371045,606067,1850
X,1553371046,605782,982
X,1553371046,605963,822
X,1553371047,605867,1282
X,1553371047,605829,1240
X,1553371048,606010,1705
X,1553371049,605983,1440
X,1553371049,605945,1540
X,1553371050,606043,1437
X,1553371050,605952,887
X,1553371051,606170,1087
X,1553371051,606084,1114
X,1553371052,606174,964
X,1553371053,606174,888
X,1553371053,606175,3209
X,1553371054,605829,1497
X,1553371054,606024,1460
X,1553371055,606037,1023
X,1553371055,606126,1028
X,1553371056,606100,904
X,1553371056,606211,932
P,1553371057,5149
X,1553371057,606071,1322
X,1553371058,606022,1818
X,1553371058,605951,1134
X,1553371059,605995,1196
X,1553371059,605946,1773
X,1553371059,605918,1248
X,1553371059,606234,3267
X,1553371060,605619,4707
X,1553371061,606068,1163
X,1553371061,606289,1043
X,1553371062,606216,1251
X,1553371062,606050,1557
X,1553371063,606217,1223
X,1553371063,606423,1198
X,1553371064,606733,1121
X,1553371065,606448,1491
X,1553371065,606449,1507
X,1553371066,606277,1167
