H,1555959471,268731
P,1555959471,5097
P,1555959500,5098
P,1555959529,5097
P,1555959559,5098
P,1555959588,5100
P,1555959618,5096
P,1555959648,5096
P,1555959678,5098
P,1555959707,5092
P,1555959736,5098
P,1555959766,5099
P,1555959795,5099
P,1555959824,5097
P,1555959854,5100
P,1555959883,5099
P,1555959912,5095
P,1555959941,5099
P,1555959972,5097
P,1555960001,5099
P,1555960030,5099
P,1555960060,5099
P,1555960089,5097
P,1555960118,5098
P,1555960147,5098
P,1555960177,5098
P,1555960206,5099
P,1555960235,5100
P,1555960266,5098
P,1555960295,5097
P,1555960324,5097
P,1555960353,5097
P,1555960383,5099
P,1555960412,5097
P,1555960441,5099
P,1555960471,5099
P,1555960500,5098
P,1555960529,5100
P,1555960559,5098
P,1555960589,5099
P,1555960618,5098
P,1555960647,5098
P,1555960677,5099
P,1555960706,5098
P,1555960735,5099
P,1555960764,5097
P,1555960794,5098
P,1555960823,5096
D,1555960847,390400
R,1555960847,700D9DFBA
R,1555960847,700D9DFBA
R,1555960847,700D9DFBA
X,1555960849,563030,18669
X,1555960849,564325,10070
X,1555960850,564164,42141
X,1555960850,563545,14583
X,1555960851,559681,20937
X,1555960852,559552,7317
X,1555960852,558921,17255
P,1555960853,5089
X,1555960853,560864,57857
X,1555960853,557507,49506
X,1555960854,561320,62555
X,1555960854,565096,23349
X,1555960855,563310,37239
X,1555960855,563972,9335
X,1555960856,562744,3302
X,1555960857,566093,3806
X,1555960857,566192,5030
X,1555960858,567256,2847
X,1555960858,564507,12566
X,1555960859,560229,5986
X,1555960859,558856,3832
X,1555960860,559766,3089
X,1555960861,560794,6848
X,1555960861,560992,3903
X,1555960862,562881,4612
X,1555960862,563792,3931
X,1555960863,562445,19670
X,1555960863,565148,3456
X,1555960864,566578,4004
X,1555960865,567297,4883
X,1555960865,565992,3115
X,1555960866,565651,2530
X,1555960866,565831,4150
X,1555960867,564014,5845
X,1555960867,564729,4027
X,1555960868,563580,8710
X,1555960869,563673,2341
X,1555960869,564929,6498
X,1555960870,564684,3754
X,1555960870,563756,6284
X,1555960871,562707,4078
X,1555960871,563059,4492
X,1555960872,562530,5382
X,1555960872,559083,8897
X,1555960873,561687,3497
X,1555960874,562303,2651
X,1555960874,562673,2404
X,1555960875,561005,4847
X,1555960875,560033,5096
X,1555960876,560573,9839
X,1555960876,560807,12157
X,1555960877,562386,14232
X,1555960878,560406,9812
X,1555960878,559125,10258
X,1555960879,560141,27464
X,1555960879,562165,24700
X,1555960880,560707,15624
X,1555960880,564500,23111
X,1555960881,559817,21828
X,1555960882,562476,48419
X,1555960882,557336,14844
P,1555960882,5089
X,1555960882,562279,25228
X,1555960882,561028,14065
X,1555960883,562608,14814
X,1555960883,560088,25898
X,1555960884,564662,26677
X,1555960885,562455,20522
X,1555960885,563064,17449
X,1555960886,563493,17651
X,1555960886,564369,23174
X,1555960887,564345,23845
X,1555960887,565164,54539
X,1555960888,559834,35454
X,1555960888,565219,24514
X,1555960889,561915,17070
X,1555960890,562982,20392
X,1555960890,562092,20675
X,1555960891,564460,25324
X,1555960891,560541,23488
X,1555960892,558354,21900
X,1555960892,557178,18066
X,1555960893,559985,9157
X,1555960894,562603,45028
X,1555960894,561208,22529
X,1555960895,561353,22851
X,1555960895,562724,24639
X,1555960896,558673,32133
X,1555960896,557465,39396
X,1555960897,559277,51607
X,1555960898,560261,6743
X,1555960898,557163,15617
X,1555960899,559681,8180
X,1555960899,560796,8583
X,1555960900,560784,3251
X,1555960900,559735,5759
X,1555960901,559873,9695
X,1555960901,560276,6480
X,1555960902,559617,7404
X,1555960903,560617,3986
X,1555960903,561943,6650
X,1555960904,562985,5357
X,1555960904,562878,4271
X,1555960905,563520,2601
X,1555960905,563378,3793
X,1555960906,563827,9719
X,1555960907,562442,5776
X,1555960907,559748,9586
X,1555960908,572610,58641
X,1555960908,267025,14146
X,1555960909,265849,1747
X,1555960909,266530,1350
X,1555960910,267605,941
X,1555960911,267008,326
X,1555960911,266156,582
X,1555960912,266261,795
P,1555960912,5090
X,1555960912,266807,3544
X,1555960913,266750,1642
X,1555960913,266111,2288
X,1555960914,265895,1202
O,1555960915,265890,921
O,1555960915,265831,1455
O,1555960916,266186,519
O,1555960916,265807,1521
O,1555960917,265004,1692
O,1555960917,265119,871
O,1555960918,265034,1209
O,1555960918,264978,1810
O,1555960919,265342,773
O,1555960920,265408,1339
O,1555960920,265149,1463
O,1555960921,264891,488
O,1555960921,265694,1445
O,1555960922,266126,1753
O,1555960922,265957,1793
