H,1556305805,268731
P,1556305805,5047
P,1556305835,5051
P,1556305864,5048
P,1556305893,5048
P,1556305923,5049
P,1556305953,5050
P,1556305982,5049
P,1556306012,5050
P,1556306041,5051
P,1556306070,5049
D,1556306095,401152
D,1556306097,406272
D,1556306099,406784
P,1556306099,5049
D,1556306101,408064
P,1556306129,5051
D,1556306138,386304
R,1556306138,700D9DFBA
R,1556306138,700D9DFBA
R,1556306138,700D9DFBA
X,1556306140,562603,6023
X,1556306140,562737,3520
X,1556306141,562889,3169
X,1556306142,563010,2003
X,1556306142,563434,6826
X,1556306143,562513,4605
X,1556306143,562957,3474
X,1556306144,565106,28231
X,1556306144,558686,254
X,1556306145,564322,56859
X,1556306146,562046,41055
X,1556306146,563748,48974
X,1556306147,563538,22690
X,1556306147,563177,17099
X,1556306148,563390,11016
X,1556306148,565003,16599
X,1556306149,561627,30984
X,1556306149,563853,4161
X,1556306150,563518,2711
X,1556306151,563487,2240
X,1556306151,563490,4260
X,1556306152,563149,9629
X,1556306152,563362,3458
X,1556306153,563447,9310
X,1556306153,563467,3101
X,1556306154,563642,1830
X,1556306155,563319,2112
X,1556306155,563572,1953
X,1556306156,563353,2445
X,1556306156,563468,3054
X,1556306157,563739,21133
X,1556306157,563388,3973
X,1556306158,562710,4470
P,1556306158,5041
X,1556306159,564343,11854
X,1556306159,563024,23751
X,1556306160,563399,12030
X,1556306160,564391,8038
X,1556306161,563138,12111
X,1556306161,562689,9277
X,1556306162,563206,3170
X,1556306162,563248,3502
X,1556306163,563346,2735
X,1556306164,563269,3197
X,1556306164,563239,1814
X,1556306165,563426,900
X,1556306165,563368,1712
X,1556306166,563261,1571
X,1556306166,563318,1323
X,1556306167,563538,1651
X,1556306168,563684,1489
X,1556306168,563497,3452
X,1556306169,563865,4644
X,1556306169,563518,6565
X,1556306170,563460,10321
X,1556306170,563866,11280
X,1556306171,563522,1913
X,1556306172,563564,1335
X,1556306172,563489,2269
X,1556306173,563545,1355
X,1556306173,563564,1134
X,1556306174,563487,1584
X,1556306174,563554,2030
X,1556306175,563745,2563
X,1556306176,563714,1643
X,1556306176,563506,1086
X,1556306177,563698,2153
X,1556306177,563377,3228
X,1556306178,563595,1876
X,1556306178,563651,900
X,1556306179,563504,1279
X,1556306179,563480,1184
X,1556306179,563316,4429
X,1556306180,563568,6504
X,1556306180,563760,5072
X,1556306181,563598,1261
X,1556306181,563655,1286
X,1556306182,563535,1248
X,1556306182,563698,3855
X,1556306183,563543,5067
X,1556306184,563630,2190
X,1556306184,563749,9318
X,1556306185,563239,6177
X,1556306185,563565,4335
X,1556306186,563463,7177
X,1556306186,563614,1680
X,1556306187,563560,2071
P,1556306187,5040
X,1556306188,563550,1538
X,1556306188,563553,1487
X,1556306189,563517,1411
X,1556306189,563589,1518
X,1556306190,563624,1195
X,1556306190,563612,1746
X,1556306191,563565,1683
X,1556306192,563550,1788
X,1556306192,563596,1143
X,1556306193,563544,2142
X,1556306193,563563,1162
X,1556306194,563568,1192
X,1556306194,563584,1959
X,1556306195,563526,4377
X,1556306195,563489,3852
X,1556306196,563516,1861
X,1556306197,563443,1608
X,1556306197,563664,2130
X,1556306198,563604,1162
X,1556306198,563453,1911
X,1556306199,563483,2506
X,1556306199,563505,2569
X,1556306200,563619,1246
X,1556306201,563525,2852
X,1556306201,564386,9076
X,1556306202,563403,5975
X,1556306202,563543,1435
X,1556306203,563493,1557
X,1556306203,563592,1562
X,1556306204,563536,1227
X,1556306205,563638,1792
X,1556306205,563740,1302
X,1556306206,563508,1456
X,1556306206,563401,6026
X,1556306207,563950,6852
X,1556306207,563634,2642
X,1556306208,563585,1021
X,1556306209,563758,4297
X,1556306209,563737,23285
X,1556306210,561377,40876
X,1556306210,563564,4609
X,1556306211,563349,6473
X,1556306211,563696,4619
X,1556306212,563547,2572
X,1556306212,563721,6230
X,1556306213,563562,2982
X,1556306214,564983,15931
X,1556306214,563067,6821
X,1556306215,563664,2537
X,1556306215,563446,3652
X,1556306216,560296,17563
X,1556306216,434431,32319
X,1556306217,269860,1938
P,1556306217,5039
X,1556306218,270948,281
X,1556306218,270703,230
X,1556306219,270429,185
X,1556306219,270370,132
X,1556306220,270328,158
X,1556306220,270229,289
X,1556306220,270107,67
X,1556306221,270121,217
X,1556306221,270009,73
X,1556306222,269920,135
O,1556306222,269888,113
O,1556306223,269941,124
O,1556306223,270019,97
O,1556306224,270074,116
O,1556306225,270094,67
