H,1556507441,268731
P,1556507441,5006
P,1556507470,5006
P,1556507499,5006
P,1556507529,5006
P,1556507558,5008
P,1556507587,5008
P,1556507618,5009
P,1556507647,5008
P,1556507676,5006
P,1556507705,5008
P,1556507735,5008
P,1556507765,5008
P,1556507794,5008
P,1556507824,5009
P,1556507853,5007
P,1556507882,5007
P,1556507912,5008
P,1556507942,5007
P,1556507971,5007
P,1556508000,5008
P,1556508030,5007
P,1556508059,5007
P,1556508088,5007
P,1556508117,5008
P,1556508147,5007
P,1556508176,5007
P,1556508206,5006
P,1556508235,5007
P,1556508265,5007
P,1556508294,5008
P,1556508323,5008
P,1556508353,5007
P,1556508382,5007
P,1556508411,5009
P,1556508440,5009
P,1556508470,5008
P,1556508500,5006
P,1556508529,5008
P,1556508559,5008
P,1556508588,5008
P,1556508617,5008
P,1556508646,5007
P,1556508676,5007
P,1556508705,5006
P,1556508734,5007
P,1556508764,5009
P,1556508794,5008
P,1556508823,5008
P,1556508852,5006
P,1556508882,5008
P,1556508911,5007
D,1556508940,370944
P,1556508940,5008
R,1556508940,700D9DFBA
R,1556508940,700D9DFBA
R,1556508940,700D9DFBA
X,1556508942,564551,39282
X,1556508942,563193,40622
X,1556508943,386227,8926
X,1556508944,257077,38568
X,1556508944,257145,18964
X,1556508945,253848,7944
X,1556508945,247066,15649
X,1556508946,240660,1331
X,1556508946,240944,271
X,1556508947,241140,174
X,1556508947,241053,165
X,1556508948,241058,183
X,1556508949,241134,124
X,1556508949,241289,205
O,1556508950,241399,283
O,1556508950,241710,118
O,1556508951,241957,267
O,1556508951,242001,154
O,1556508952,242015,109
O,1556508953,242107,139
O,1556508953,242088,212
O,1556508954,242124,218
O,1556508954,242181,230
O,1556508955,242173,58
O,1556508955,242194,117
O,1556508956,242145,150
O,1556508957,242211,317
O,1556508957,242361,299
O,1556508958,242423,215
O,1556508958,242417,131
O,1556508959,242560,201
O,1556508959,242578,216
O,1556508960,242372,453
O,1556508961,242448,180
O,1556508961,242373,139
O,1556508962,242425,40
O,1556508962,242432,154
O,1556508963,242536,229
O,1556508963,242733,128
O,1556508964,242860,177
O,1556508964,242878,134
O,1556508965,242904,82
O,1556508966,242845,125
O,1556508966,242792,135
O,1556508967,242829,110
O,1556508967,242776,199
O,1556508968,242676,121
O,1556508968,242708,204
O,1556508969,242833,93
O,1556508970,242788,172
P,1556508970,4998
O,1556508970,242771,128
O,1556508971,242789,182
O,1556508971,242643,410
O,1556508972,242555,153
O,1556508972,242746,158
O,1556508973,242672,200
O,1556508973,242692,209
O,1556508973,242779,151
O,1556508974,242722,101
O,1556508974,242820,103
O,1556508975,242675,214
O,1556508975,242576,154
O,1556508976,242598,186
O,1556508977,242619,123
O,1556508977,242565,59
O,1556508978,242680,270
O,1556508978,242853,157
O,1556508979,242995,181
O,1556508979,243089,98
O,1556508980,242989,167
O,1556508980,242979,250
O,1556508981,243241,187
O,1556508982,243487,218
O,1556508982,243620,100
O,1556508983,243736,275
O,1556508983,243975,144
O,1556508984,244049,180
O,1556508984,244148,115
O,1556508985,244036,120
O,1556508986,244070,228
O,1556508986,243995,150
O,1556508987,244036,103
O,1556508987,243994,123
O,1556508988,244048,93
O,1556508988,244105,138
O,1556508989,244145,131
O,1556508990,244223,113
O,1556508990,244180,151
O,1556508991,244184,129
O,1556508991,244215,179
O,1556508992,244213,140
O,1556508992,244242,140
O,1556508993,244180,121
O,1556508994,244115,156
O,1556508994,244135,86
O,1556508995,244076,208
O,1556508995,244032,89
O,1556508996,244045,157
O,1556508996,244098,84
O,1556508997,244132,82
O,1556508997,244151,190
O,1556508998,244119,107
O,1556508999,244201,165
O,1556508999,244165,224
P,1556508999,5001
T,1556508999,2774
P,1556509028,5007
P,1556509057,5006
P,1556509088,5005
P,1556509117,5007
P,1556509146,5007
P,1556509176,5008
P,1556509205,5007
P,1556509234,5006
P,1556509263,5008
P,1556509293,5007
P,1556509322,5007
P,1556509351,5006
P,1556509382,5008
P,1556509411,5007
P,1556509440,5009
P,1556509469,5008
P,1556509499,5007
P,1556509528,5008
P,1556509557,5007
P,1556509587,5007
P,1556509616,5006
P,1556509645,5006
P,1556509675,5008
P,1556509705,5008
P,1556509734,5008
P,1556509763,5007
P,1556509793,5007
P,1556509822,5008
P,1556509851,5007
P,1556509880,5008
P,1556509910,5008
P,1556509939,5007
P,1556509969,5006
P,1556509998,5007
P,1556510028,5007
P,1556510057,5008
P,1556510086,5009
P,1556510116,5008
O,1556510136,243726
