H,1556581411,268731
T,1556581411,2795
U,1556581411,57274
X,1556581412,544491,495
X,1556581413,544603,1577
X,1556581413,544707,1672
X,1556581414,544682,1801
X,1556581415,544655,1379
X,1556581415,544735,1782
X,1556581416,544763,1978
X,1556581416,544785,1747
X,1556581417,544776,1301
X,1556581417,544582,1337
X,1556581418,544503,1397
X,1556581419,544517,1476
X,1556581419,544558,1611
X,1556581420,544559,1819
X,1556581420,544534,1510
X,1556581421,544472,1738
X,1556581421,544543,1454
X,1556581422,544674,2101
X,1556581423,544673,1579
X,1556581423,544596,1023
X,1556581423,544575,959
X,1556581423,544486,1479
X,1556581424,544587,2108
X,1556581424,544542,2037
X,1556581425,544624,1197
X,1556581426,544774,653
X,1556581426,544960,1392
X,1556581427,544879,1652
X,1556581427,544740,1343
X,1556581428,544635,2087
X,1556581428,544693,1744
X,1556581429,544889,1715
X,1556581429,544833,1754
X,1556581430,545045,2099
X,1556581431,545195,2401
X,1556581431,545184,2117
X,1556581432,545411,2032
X,1556581432,545645,1458
X,1556581433,545781,2098
X,1556581433,545854,1678
X,1556581434,545862,1730
X,1556581435,545678,2263
X,1556581435,545697,1592
X,1556581436,545529,1332
X,1556581436,545570,1478
X,1556581437,545355,2131
P,1556581437,4992
X,1556581437,545292,1658
X,1556581438,545220,1823
X,1556581439,545189,999
X,1556581439,545416,1923
X,1556581440,545464,2307
X,1556581440,545549,889
X,1556581441,545498,1783
X,1556581441,545543,1762
X,1556581442,545616,1551
X,1556581443,545497,2369
X,1556581443,545781,1530
X,1556581444,545804,1822
X,1556581444,545732,1658
X,1556581445,545815,1364
X,1556581445,545933,831
X,1556581446,546007,672
X,1556581446,545894,1350
X,1556581447,545773,1625
X,1556581448,545882,1585
X,1556581448,545973,763
X,1556581449,545998,1332
X,1556581449,546086,1386
X,1556581450,545965,495
X,1556581450,545756,1383
X,1556581451,546100,2039
X,1556581452,546258,1740
X,1556581452,546334,445
X,1556581453,546138,1469
X,1556581453,546212,1205
X,1556581454,546426,801
X,1556581454,546460,1693
X,1556581455,546586,1553
X,1556581456,546471,1064
X,1556581456,546426,1246
X,1556581457,546416,1054
X,1556581457,546618,1003
X,1556581458,546507,2301
X,1556581458,546531,1853
X,1556581459,546566,1081
X,1556581459,546493,1171
X,1556581460,546581,1905
X,1556581461,546490,2219
X,1556581461,546533,1394
X,1556581462,546562,1324
X,1556581462,546467,1394
X,1556581463,546409,2159
X,1556581463,546617,2122
X,1556581464,546649,1921
X,1556581464,546765,1606
X,1556581464,546622,1464
X,1556581465,546688,1872
X,1556581465,546784,1263
X,1556581466,546812,906
P,1556581466,4993
X,1556581466,546892,949
X,1556581467,546722,1838
X,1556581468,546778,1240
X,1556581468,546718,2046
X,1556581469,546781,1232
X,1556581469,546649,1592
X,1556581470,546672,1547
X,1556581470,546746,2187
X,1556581471,546656,2008
X,1556581472,546669,1717
X,1556581472,546632,788
X,1556581473,546531,1310
X,1556581473,546292,1227
X,1556581474,546329,940
X,1556581474,546193,2126
X,1556581475,546556,1585
X,1556581475,546587,16404
X,1556581476,546663,8418
X,1556581477,546827,2571
X,1556581477,546652,1741
X,1556581478,546689,1507
X,1556581478,546894,1618
X,1556581479,546970,2123
X,1556581479,547074,1768
X,1556581480,547073,1858
X,1556581481,546988,1202
X,1556581481,547125,2204
X,1556581482,547168,1427
X,1556581482,547247,1351
X,1556581483,547246,1469
X,1556581483,547142,1741
X,1556581484,547233,2335
X,1556581485,547325,1601
X,1556581485,547301,2218
X,1556581486,547269,1925
X,1556581486,547384,3257
X,1556581487,547480,2339
X,1556581487,547466,2022
X,1556581488,547415,1599
X,1556581489,547387,1460
X,1556581489,547357,1420
X,1556581490,547364,1578
X,1556581490,547455,950
X,1556581491,547513,1456
X,1556581491,547505,2949
X,1556581492,547492,2790
X,1556581492,547520,2068
X,1556581493,547564,1229
X,1556581494,547471,1774
X,1556581494,547676,1916
X,1556581495,547563,1353
X,1556581495,547429,1248
X,1556581496,547533,1725
P,1556581496,4991
X,1556581496,547604,4612
X,1556581497,547335,10077
X,1556581498,547856,13860
X,1556581498,547893,6923
X,1556581499,548276,10265
X,1556581499,548399,7197
X,1556581500,548062,4435
X,1556581500,548009,3593
X,1556581501,547861,2346
X,1556581502,548478,8178
X,1556581502,547420,20672
X,1556581503,547946,1108
X,1556581503,547990,5360
X,1556581504,548129,4179
