H,1557099983,268731
P,1557099983,4951
P,1557100012,4953
P,1557100042,4951
P,1557100072,4953
P,1557100101,4954
P,1557100131,4951
P,1557100160,4952
P,1557100189,4952
P,1557100218,4953
P,1557100248,4954
P,1557100278,4951
P,1557100307,4953
P,1557100337,4952
P,1557100367,4953
P,1557100396,4952
P,1557100425,4953
P,1557100455,4952
P,1557100484,4953
P,1557100513,4952
P,1557100542,4954
P,1557100572,4951
P,1557100601,4953
P,1557100630,4952
P,1557100661,4953
P,1557100690,4952
P,1557100719,4952
P,1557100748,4952
P,1557100778,4953
P,1557100807,4952
P,1557100836,4952
P,1557100866,4951
P,1557100895,4954
P,1557100924,4952
P,1557100954,4953
P,1557100984,4953
P,1557101013,4953
P,1557101042,4951
P,1557101072,4951
P,1557101101,4953
O,1557101124,263394,1679
O,1557101125,263540,105
O,1557101125,263535,115
O,1557101126,263552,72
O,1557101127,263554,119
O,1557101127,263558,99
O,1557101128,263567,118
O,1557101128,263580,50
O,1557101129,263614,74
O,1557101129,263617,64
O,1557101130,263627,134
P,1557101130,4943
O,1557101131,263649,126
O,1557101131,263658,138
O,1557101132,263651,86
O,1557101132,263659,112
O,1557101133,263643,93
O,1557101133,263637,115
O,1557101134,263636,95
O,1557101135,263635,119
O,1557101135,263675,102
O,1557101136,263680,86
O,1557101136,263701,124
O,1557101137,263701,106
O,1557101137,263689,101
O,1557101138,263643,106
O,1557101139,263665,77
O,1557101139,263681,183
O,1557101140,263679,95
O,1557101140,263693,113
O,1557101141,263707,144
O,1557101141,263713,105
O,1557101142,263733,83
O,1557101142,263723,120
O,1557101143,263766,85
O,1557101144,263750,132
O,1557101144,263751,55
O,1557101145,263762,78
O,1557101145,263768,75
O,1557101146,263786,66
O,1557101146,263752,120
O,1557101147,263775,120
O,1557101148,263796,82
O,1557101148,263795,117
O,1557101149,263786,116
O,1557101149,263788,115
O,1557101150,263789,68
O,1557101150,263810,190
O,1557101151,263841,97
O,1557101152,263839,80
O,1557101152,263825,108
O,1557101153,263817,90
O,1557101153,263797,116
O,1557101154,263794,145
O,1557101154,263808,78
O,1557101155,263834,117
O,1557101156,263846,83
O,1557101156,263832,72
O,1557101157,263831,118
O,1557101157,263858,118
O,1557101157,263857,73
O,1557101157,263853,58
O,1557101158,263847,91
O,1557101158,263851,133
O,1557101159,263863,81
P,1557101159,4943
O,1557101160,263840,86
O,1557101160,263822,81
O,1557101161,263820,100
O,1557101161,263829,171
O,1557101162,263846,62
O,1557101162,263798,108
O,1557101163,263845,70
O,1557101164,263818,110
O,1557101164,263827,83
O,1557101165,263843,93
O,1557101165,263846,70
O,1557101166,263858,88
O,1557101166,263849,102
O,1557101167,263847,71
O,1557101168,263839,73
O,1557101168,263850,107
O,1557101169,263845,111
O,1557101169,263853,114
O,1557101170,263844,82
O,1557101170,263836,79
O,1557101171,263825,89
O,1557101171,263835,90
O,1557101172,263855,112
O,1557101173,263827,92
O,1557101173,263868,90
O,1557101174,263866,95
O,1557101174,263878,117
O,1557101175,263874,103
O,1557101175,263884,91
O,1557101176,263888,95
O,1557101177,263898,98
O,1557101177,263868,86
O,1557101178,263903,80
O,1557101178,263911,75
O,1557101179,263896,140
O,1557101179,263898,170
O,1557101180,263890,129
T,1557101180,2745
P,1557101189,4951
P,1557101218,4952
P,1557101248,4951
P,1557101278,4952
P,1557101307,4951
P,1557101336,4953
P,1557101365,4951
P,1557101395,4951
P,1557101424,4951
P,1557101453,4953
P,1557101483,4952
P,1557101512,4953
P,1557101542,4951
P,1557101571,4952
P,1557101601,4953
P,1557101630,4951
P,1557101659,4952
P,1557101689,4952
P,1557101718,4952
P,1557101747,4953
P,1557101776,4952
P,1557101806,4950
P,1557101836,4952
P,1557101865,4952
P,1557101895,4951
P,1557101924,4951
P,1557101953,4952
P,1557101982,4952
P,1557102012,4953
P,1557102041,4953
P,1557102070,4951
P,1557102100,4952
P,1557102130,4951
P,1557102159,4951
P,1557102188,4951
P,1557102218,4952
P,1557102247,4951
P,1557102276,4950
P,1557102305,4952
P,1557102335,4951
P,1557102364,4953
P,1557102393,4953
P,1557102424,4951
P,1557102453,4952
P,1557102482,4952
P,1557102511,4951
P,1557102541,4953
P,1557102570,4951
P,1557102599,4953
P,1557102629,4953
P,1557102658,4952
P,1557102687,4953
P,1557102717,4954
P,1557102747,4951
P,1557102776,4951
P,1557102805,4951
P,1557102835,4952
P,1557102864,4953
P,1557102894,4953
P,1557102923,4951
