H,1552498738,268731
P,1552498738,5156
P,1552498767,5158
P,1552498797,5157
P,1552498826,5158
P,1552498855,5157
P,1552498885,5156
P,1552498915,5157
P,1552498944,5157
P,1552498973,5157
P,1552499003,5156
P,1552499032,5155
P,1552499061,5156
P,1552499090,5157
P,1552499120,5158
P,1552499149,5157
P,1552499179,5156
P,1552499209,5157
P,1552499238,5157
P,1552499267,5158
P,1552499296,5158
P,1552499326,5156
P,1552499355,5157
P,1552499384,5158
P,1552499414,5156
P,1552499443,5156
P,1552499473,5157
P,1552499502,5157
P,1552499532,5156
P,1552499561,5158
P,1552499590,5156
P,1552499620,5157
P,1552499649,5156
P,1552499678,5158
P,1552499707,5157
P,1552499737,5156
P,1552499767,5158
P,1552499796,5158
P,1552499826,5158
P,1552499855,5155
P,1552499884,5156
P,1552499913,5156
P,1552499943,5155
P,1552499972,5156
P,1552500001,5157
P,1552500031,5157
P,1552500061,5158
P,1552500090,5158
P,1552500119,5157
P,1552500149,5157
P,1552500178,5155
P,1552500207,5156
D,1552500209,360448
R,1552500209,700D9DFBA
R,1552500209,700D9DFBA
R,1552500209,700D9DFBA
X,1552500211,582616,32587
X,1552500211,583916,28199
X,1552500212,585782,38910
X,1552500212,583462,10413
X,1552500213,583267,1470
X,1552500213,583630,3470
X,1552500214,583736,5669
X,1552500215,583580,11610
X,1552500215,583095,9845
X,1552500216,584125,6832
X,1552500216,584545,2740
X,1552500217,584348,2085
X,1552500217,584677,1896
X,1552500218,585256,7364
X,1552500219,587831,12534
X,1552500219,588670,4021
X,1552500220,588147,46389
X,1552500220,587309,8686
X,1552500221,587640,3940
X,1552500221,587696,2037
X,1552500222,588155,4222
X,1552500222,587726,8726
X,1552500223,588036,21683
X,1552500224,587767,5224
X,1552500224,586917,6656
X,1552500225,587127,9398
X,1552500225,587208,2177
X,1552500226,587453,2994
X,1552500226,587437,1464
X,1552500227,587929,1952
X,1552500228,587979,2397
X,1552500228,587870,3867
X,1552500229,588013,3166
X,1552500229,587923,2617
X,1552500230,587778,2728
X,1552500230,587819,4397
X,1552500231,587895,14028
X,1552500232,587866,5268
X,1552500232,587603,2335
X,1552500233,587291,1556
X,1552500233,587695,3414
X,1552500234,587845,7356
X,1552500234,586968,9331
X,1552500235,585299,3883
X,1552500235,585163,2635
X,1552500236,585244,2055
X,1552500236,585488,4653
P,1552500236,5149
X,1552500236,584948,3510
X,1552500237,584294,3144
X,1552500237,586149,3686
X,1552500238,588423,4471
X,1552500238,588681,3348
X,1552500239,587897,2066
X,1552500240,587763,2574
X,1552500240,587526,2133
X,1552500241,587139,1936
X,1552500241,587123,2490
X,1552500242,587596,3400
X,1552500242,587352,1749
X,1552500243,586712,1701
X,1552500244,586952,2585
X,1552500244,588800,1833
X,1552500245,588799,1933
X,1552500245,588786,2153
X,1552500246,588370,1278
X,1552500246,587973,1038
X,1552500247,588352,1563
X,1552500248,588636,2811
X,1552500248,589013,1657
X,1552500249,589248,1194
X,1552500249,588974,921
X,1552500250,589096,1756
X,1552500250,589076,1885
X,1552500251,588899,3382
X,1552500251,587797,4240
X,1552500252,588182,2631
X,1552500253,587971,2383
X,1552500253,588320,1706
X,1552500254,588397,1332
X,1552500254,588521,3707
X,1552500255,588370,3961
X,1552500255,588345,1828
X,1552500256,588484,6546
X,1552500257,589891,5077
X,1552500257,589166,11373
X,1552500258,589075,1757
X,1552500258,589177,2373
X,1552500259,589562,1647
X,1552500259,589296,8708
X,1552500260,588992,14448
X,1552500261,588303,2791
X,1552500261,587253,3788
X,1552500262,588889,2386
X,1552500262,587827,3483
X,1552500263,587115,3510
X,1552500263,587286,9155
X,1552500264,587077,8266
X,1552500265,587350,12909
X,1552500265,588205,5510
X,1552500266,588850,2042
X,1552500266,587813,2985
P,1552500266,5150
X,1552500267,587338,2278
X,1552500267,586538,3865
X,1552500268,586413,3316
X,1552500268,588088,3474
X,1552500269,587961,2862
X,1552500270,587461,25000
X,1552500270,579324,38470
X,1552500271,585104,44447
X,1552500271,589259,14154
X,1552500272,589200,2711
X,1552500272,585592,38761
X,1552500273,582709,30120
X,1552500274,584068,35354
X,1552500274,587323,11834
X,1552500275,588517,4831
X,1552500275,589682,1868
X,1552500276,588404,3979
X,1552500276,588930,8810
X,1552500277,587534,3534
X,1552500277,588682,5459
X,1552500277,589150,2518
X,1552500278,589499,6471
X,1552500278,587362,13611
X,1552500279,585557,4860
X,1552500279,586322,4994
X,1552500280,587561,14480
X,1552500280,589510,25443
X,1552500281,589081,28013
X,1552500282,277578,44051
X,1552500282,266977,1145
