H,1552671538,268731
P,1552671538,5159
P,1552671569,5160
P,1552671598,5158
P,1552671627,5159
P,1552671656,5158
P,1552671686,5160
P,1552671715,5160
P,1552671744,5160
P,1552671774,5161
P,1552671803,5160
P,1552671832,5160
P,1552671862,5158
P,1552671892,5160
P,1552671921,5160
P,1552671950,5160
P,1552671980,5158
P,1552672009,5159
P,1552672038,5159
P,1552672067,5160
P,1552672097,5159
P,1552672126,5158
P,1552672156,5160
P,1552672186,5158
P,1552672215,5160
P,1552672244,5159
P,1552672273,5160
P,1552672303,5160
P,1552672332,5159
P,1552672361,5160
P,1552672391,5161
P,1552672420,5159
P,1552672450,5160
P,1552672479,5160
P,1552672509,5159
P,1552672538,5158
P,1552672567,5159
P,1552672596,5160
P,1552672626,5160
P,1552672655,5159
P,1552672684,5160
P,1552672714,5159
P,1552672744,5159
P,1552672773,5160
P,1552672802,5159
P,1552672832,5158
P,1552672861,5159
P,1552672890,5160
P,1552672920,5160
P,1552672949,5158
P,1552672978,5161
P,1552673007,5160
P,1552673038,5159
P,1552673067,5160
P,1552673096,5161
P,1552673126,5160
P,1552673155,5160
D,1552673170,378368
R,1552673170,700D9DFBA
R,1552673170,700D9DFBA
R,1552673170,700D9DFBA
X,1552673172,580973,11963
X,1552673172,581986,54429
X,1552673173,580901,18664
X,1552673173,578326,22133
X,1552673174,579957,12349
X,1552673175,579875,4493
X,1552673175,579181,18385
X,1552673176,580557,18425
X,1552673176,579697,5447
X,1552673177,579701,10354
X,1552673177,582130,26502
X,1552673178,579202,49730
X,1552673179,580297,7846
X,1552673179,580286,1904
X,1552673180,580364,10811
X,1552673180,580333,7496
X,1552673181,580081,2448
X,1552673181,580005,3504
X,1552673182,580076,3342
X,1552673182,580294,2228
X,1552673183,580494,2133
X,1552673184,580770,7183
P,1552673184,5153
X,1552673184,580932,21429
X,1552673185,580837,5070
X,1552673185,580721,50440
X,1552673186,580105,4877
X,1552673186,580216,17943
X,1552673187,580058,3210
X,1552673188,580376,2095
X,1552673188,580259,3426
X,1552673189,580228,9913
X,1552673189,579961,2098
X,1552673190,579982,1819
X,1552673190,580811,8237
X,1552673191,579962,2572
X,1552673192,579851,1806
X,1552673192,579798,1372
X,1552673193,579788,963
X,1552673193,579758,1292
X,1552673194,579790,2792
X,1552673194,580011,623
X,1552673195,579970,1777
X,1552673196,579753,1498
X,1552673196,579730,1362
X,1552673197,579625,1349
X,1552673197,579746,1351
X,1552673198,579688,1186
X,1552673198,579791,1403
X,1552673199,579521,1777
X,1552673199,579400,1121
X,1552673200,579479,1759
X,1552673201,579619,1598
X,1552673201,579614,14665
X,1552673202,580023,2236
X,1552673202,579441,2127
X,1552673203,579236,1803
X,1552673203,579588,9282
X,1552673204,580243,6832
X,1552673205,580509,11204
X,1552673205,579750,13647
X,1552673206,580226,4745
X,1552673206,580487,4009
X,1552673207,580240,2282
X,1552673207,580699,2601
X,1552673208,580757,2822
X,1552673209,581131,2095
X,1552673209,581106,2023
X,1552673210,580931,2467
X,1552673210,580698,2293
X,1552673211,580716,1693
X,1552673211,580514,851
X,1552673211,580858,1403
X,1552673212,581067,1303
X,1552673212,581046,1353
X,1552673213,580884,2054
P,1552673213,5151
X,1552673213,581009,1614
X,1552673214,581016,1572
X,1552673214,581301,2401
X,1552673215,581174,11789
X,1552673215,580920,2462
X,1552673216,580775,3158
X,1552673217,581065,12262
X,1552673217,581206,6410
X,1552673218,580935,1967
X,1552673218,580915,1917
X,1552673219,580958,1482
X,1552673219,580852,2020
X,1552673220,581109,1161
X,1552673221,581071,1959
X,1552673221,581117,2060
X,1552673222,581209,7034
X,1552673222,580713,10049
X,1552673223,580853,7383
X,1552673223,580973,3972
X,1552673224,581364,4728
X,1552673225,580871,2834
X,1552673225,580553,1266
X,1552673226,580739,1174
X,1552673226,579848,5165
X,1552673227,581404,7460
X,1552673227,580345,13149
X,1552673228,580586,12341
X,1552673229,580304,7914
X,1552673229,580956,12783
X,1552673230,580903,16956
X,1552673230,580210,5934
X,1552673231,579956,9390
X,1552673231,581093,8842
X,1552673232,580203,2489
X,1552673232,580125,1483
X,1552673233,580168,12102
X,1552673234,582234,26449
X,1552673234,579824,22608
X,1552673235,583727,40347
X,1552673235,581526,51583
X,1552673236,580496,60648
X,1552673236,579619,13964
X,1552673237,580812,43969
X,1552673238,578781,32018
X,1552673238,581148,37682
X,1552673239,580444,36599
X,1552673239,580640,6371
X,1552673240,582275,15088
X,1552673240,585935,46479
X,1552673241,578985,52019
X,1552673242,579252,58402
X,1552673242,578594,34918
X,1552673243,502855,44520
