H,1556314711,268731
P,1556314711,5040
P,1556314741,5040
P,1556314771,5041
P,1556314800,5041
P,1556314830,5041
D,1556314834,388096
R,1556314834,700D9DFBA
R,1556314834,700D9DFBA
R,1556314834,700D9DFBA
X,1556314835,587416,18659
X,1556314836,585184,61900
X,1556314836,587174,13222
X,1556314837,588040,21866
X,1556314838,586285,61918
X,1556314838,588193,17056
X,1556314839,585233,37848
X,1556314839,586917,20347
X,1556314840,586983,13334
X,1556314840,586879,4463
X,1556314841,587098,3107
X,1556314842,586826,4442
X,1556314842,587130,3841
X,1556314843,586722,8026
X,1556314843,588503,8814
X,1556314844,587383,2413
X,1556314844,587318,13070
X,1556314845,587396,6126
X,1556314846,586070,10857
X,1556314846,588668,6968
X,1556314847,586964,10849
X,1556314847,586714,11926
X,1556314848,586583,12404
X,1556314848,586599,23793
X,1556314849,587231,19789
X,1556314849,587887,13969
X,1556314850,586872,14219
X,1556314851,586479,19811
X,1556314851,587583,16119
X,1556314852,587833,16673
X,1556314852,586468,16244
X,1556314853,587395,4177
X,1556314853,586564,13677
X,1556314854,587414,14022
X,1556314855,587025,11559
X,1556314855,587249,6668
X,1556314856,586972,4950
X,1556314856,587130,2868
X,1556314857,587374,8640
X,1556314857,587557,6499
X,1556314858,587237,5570
X,1556314859,587491,9486
P,1556314859,5031
X,1556314859,587393,4594
X,1556314860,587766,21844
X,1556314860,587113,5175
X,1556314861,586958,4941
X,1556314861,587272,2553
X,1556314862,587233,2110
X,1556314863,587109,9213
X,1556314863,586864,3683
X,1556314864,587110,1783
X,1556314864,586742,3463
X,1556314865,587132,3406
X,1556314865,586996,6593
X,1556314866,586813,2498
X,1556314866,587217,3924
X,1556314867,587184,5530
X,1556314868,586767,3068
X,1556314868,586616,13366
X,1556314869,587020,1805
X,1556314869,586937,1684
X,1556314870,586994,1758
X,1556314870,586987,2202
X,1556314871,586969,12239
X,1556314872,587078,1900
X,1556314872,586641,2960
X,1556314873,587309,8847
X,1556314873,586835,9676
X,1556314874,586177,11043
X,1556314874,586696,9832
X,1556314874,586821,2122
X,1556314875,586841,2296
X,1556314875,586646,3212
X,1556314876,586799,5754
X,1556314876,587165,21518
X,1556314877,586495,7792
X,1556314877,587013,6774
X,1556314878,586186,16545
X,1556314879,586920,2001
X,1556314879,586699,7200
X,1556314880,586959,5098
X,1556314880,588160,13161
X,1556314881,587342,12379
X,1556314881,585859,17750
X,1556314882,586946,18606
X,1556314882,586420,12376
X,1556314883,587187,6495
X,1556314884,586787,11115
X,1556314884,586308,8039
X,1556314885,587338,8608
X,1556314885,587877,21845
X,1556314886,587313,17418
X,1556314886,585861,14048
X,1556314887,586543,7666
X,1556314888,586925,4330
P,1556314888,5032
X,1556314888,586714,5561
X,1556314889,586765,8457
X,1556314889,588742,23425
X,1556314890,586654,23174
X,1556314890,585518,15429
X,1556314891,587053,13335
X,1556314892,586961,8131
X,1556314892,586755,2836
X,1556314893,586791,3741
X,1556314893,586227,18656
X,1556314894,587773,5697
X,1556314894,586593,4302
X,1556314895,587192,2262
X,1556314895,586911,1882
X,1556314896,587085,1530
X,1556314897,587007,907
X,1556314897,586980,1444
X,1556314898,586991,1517
X,1556314898,587012,1720
X,1556314899,586936,1399
X,1556314899,586912,1895
X,1556314900,586968,1866
X,1556314901,586992,1887
X,1556314901,586981,2866
X,1556314902,586902,3858
X,1556314902,586769,10207
X,1556314903,586980,3552
X,1556314903,586524,14461
X,1556314904,584699,25105
X,1556314905,722825,41962
X,1556314905,274340,1987
X,1556314906,257058,17501
X,1556314906,272263,12817
X,1556314907,267298,9991
X,1556314907,265318,5239
X,1556314908,270056,1229
X,1556314909,267107,2633
X,1556314909,267032,1977
X,1556314910,268684,461
X,1556314910,267441,1064
X,1556314911,267449,823
O,1556314911,268080,332
O,1556314912,267498,461
O,1556314912,267580,472
O,1556314913,267861,154
O,1556314914,267528,280
O,1556314914,267571,227
O,1556314915,267661,155
O,1556314915,267548,119
O,1556314915,267541,131
O,1556314915,267604,115
O,1556314916,267581,65
O,1556314917,267516,107
P,1556314917,5032
O,1556314917,267612,170
O,1556314918,267614,84
O,1556314918,267585,61
O,1556314919,267603,94
O,1556314919,267618,102
O,1556314920,267613,68
O,1556314921,267592,91
O,1556314921,267589,87
O,1556314922,267595,130
O,1556314922,267589,110
O,1556314923,267590,121
O,1556314923,267605,79
O,1556314924,267622,98
