H,1552094928,268731
P,1552094928,5152
P,1552094957,5151
P,1552094987,5152
P,1552095016,5151
P,1552095045,5152
P,1552095074,5151
P,1552095104,5151
P,1552095133,5151
P,1552095162,5152
P,1552095192,5152
P,1552095222,5152
P,1552095251,5153
P,1552095280,5152
P,1552095310,5153
P,1552095339,5152
P,1552095368,5150
P,1552095398,5152
P,1552095427,5151
P,1552095456,5152
P,1552095485,5153
P,1552095516,5153
P,1552095545,5152
P,1552095574,5150
P,1552095604,5152
P,1552095633,5151
P,1552095662,5153
P,1552095691,5151
P,1552095721,5153
P,1552095750,5152
P,1552095779,5153
P,1552095810,5149
P,1552095839,5153
P,1552095868,5153
P,1552095897,5154
P,1552095927,5153
P,1552095956,5152
P,1552095985,5152
P,1552096015,5151
P,1552096044,5151
P,1552096073,5152
P,1552096103,5152
P,1552096133,5152
P,1552096162,5153
P,1552096191,5154
P,1552096220,5153
P,1552096250,5152
P,1552096279,5154
P,1552096308,5152
P,1552096338,5153
P,1552096367,5150
P,1552096397,5151
P,1552096426,5153
P,1552096456,5153
P,1552096485,5152
D,1552096497,471808
R,1552096497,700D9CE52
R,1552096497,700D9CE52
R,1552096497,700D9CE52
X,1552096499,706776,17752
X,1552096499,701960,22354
X,1552096500,700976,41531
X,1552096501,700313,33189
X,1552096501,701631,12781
X,1552096502,700860,4738
X,1552096502,700119,3300
X,1552096503,699193,1905
X,1552096503,699373,3657
X,1552096504,698936,57973
X,1552096504,699330,9429
X,1552096505,699071,36736
X,1552096506,697886,6702
X,1552096506,698606,4221
X,1552096507,695681,3105
X,1552096507,699377,19601
X,1552096507,699036,2702
X,1552096507,699556,19022
X,1552096508,700131,4021
X,1552096509,700609,10059
X,1552096509,699109,13496
X,1552096510,699986,2030
X,1552096510,701122,9812
X,1552096511,699408,36217
X,1552096511,700758,3047
X,1552096512,701203,1309
X,1552096513,701274,3881
X,1552096513,700866,1717
X,1552096514,700355,32015
P,1552096514,5142
X,1552096514,698896,13933
X,1552096515,698760,31118
X,1552096515,699536,7840
X,1552096516,699592,10556
X,1552096516,699815,2190
X,1552096517,699932,1566
X,1552096518,698152,40088
X,1552096518,698448,20138
X,1552096519,699900,4047
X,1552096519,699514,1914
X,1552096520,699557,2786
X,1552096520,699797,2074
X,1552096521,703155,24125
X,1552096522,699235,18440
X,1552096522,703206,32763
X,1552096523,698054,45864
X,1552096523,689991,19973
X,1552096524,703374,48821
X,1552096524,701005,31933
X,1552096525,703121,23101
X,1552096526,696890,35419
X,1552096526,700355,9965
X,1552096527,699939,3671
X,1552096527,698956,3921
X,1552096528,698332,19814
X,1552096528,699982,4423
X,1552096529,698111,2693
X,1552096530,698372,3901
X,1552096530,699117,1494
X,1552096531,698605,2492
X,1552096531,698735,2500
X,1552096532,698370,2992
X,1552096532,699647,36696
X,1552096533,699822,10200
X,1552096533,698965,29458
X,1552096534,697483,6282
X,1552096535,695684,5624
X,1552096535,695328,38638
X,1552096536,699066,11093
X,1552096536,699969,4587
X,1552096537,700816,14654
X,1552096537,700165,12820
X,1552096538,699948,2899
X,1552096539,699649,1914
X,1552096539,699122,2009
X,1552096540,699310,1127
X,1552096540,698985,3043
X,1552096541,699389,4041
X,1552096541,701181,2606
X,1552096542,700906,27684
X,1552096543,699578,6470
X,1552096543,696884,9247
X,1552096544,697430,3662
P,1552096544,5145
X,1552096544,694351,5197
X,1552096545,694513,26862
X,1552096545,698039,6108
X,1552096546,699392,3304
X,1552096547,700132,3946
X,1552096547,700357,1460
X,1552096548,699281,12335
X,1552096548,700467,4811
X,1552096548,701188,4691
X,1552096548,701593,23490
X,1552096549,700992,6115
X,1552096549,700926,2475
X,1552096550,701388,1393
X,1552096551,700966,1917
X,1552096551,700733,1233
X,1552096552,700800,1875
X,1552096552,700844,1566
X,1552096553,700618,2195
X,1552096553,700810,1345
X,1552096554,701082,19820
X,1552096555,701042,3489
X,1552096555,700487,3231
X,1552096556,700602,5209
X,1552096556,699623,5232
X,1552096557,700028,2874
X,1552096557,699320,27969
X,1552096558,699286,16880
X,1552096559,699412,3517
X,1552096559,699490,1898
X,1552096560,698401,2738
X,1552096560,698724,3589
X,1552096561,699671,2139
X,1552096561,700146,2892
X,1552096562,699319,1466
X,1552096563,697694,4636
X,1552096563,696549,1698
X,1552096564,697595,3014
X,1552096564,698155,1302
X,1552096565,698780,29190
X,1552096565,701624,10789
X,1552096566,700685,6266
X,1552096566,701369,3181
X,1552096567,701259,45845
X,1552096568,700255,6491
X,1552096568,700984,55374
X,1552096569,701144,10634
X,1552096569,701078,3015
