052,242176
D,1553661054,241920
D,1553661056,246784
D,1553661059,254976
D,1553661061,249856
P,1553661062,3586
D,1553661063,254208
D,1553661065,246272
D,1553661067,247296
D,1553661070,248832
D,1553661072,260864
D,1553661074,251648
D,1553661076,242944
D,1553661078,250112
D,1553661081,259584
D,1553661083,243968
D,1553661084,262400
D,1553661086,244992
D,1553661088,250112
D,1553661091,247296
P,1553661091,3522
D,1553661093,239104
D,1553661095,261888
D,1553661097,270080
D,1553661099,246016
D,1553661102,249856
D,1553661104,253184
D,1553661106,249856
D,1553661108,252928
D,1553661110,262400
D,1553661113,262656
D,1553661115,252672
D,1553661117,252416
D,1553661119,243968
P,1553661121,3606
D,1553661121,251648
D,1553661124,248832
D,1553661125,264704
D,1553661127,245760
D,1553661129,273920
D,1553661131,253952
D,1553661134,256768
D,1553661136,244224
D,1553661138,257280
D,1553661140,243712
D,1553661142,261376
D,1553661145,242944
D,1553661147,259072
D,1553661149,253696
P,1553661150,3586
D,1553661151,265728
D,1553661153,269312
D,1553661157,242688
D,1553661159,245504
D,1553661161,242176
D,1553661163,249600
D,1553661165,255488
D,1553661167,251136
D,1553661169,243456
D,1553661171,247808
D,1553661173,241664
D,1553661175,247040
D,1553661178,243712
P,1553661179,3601
D,1553661180,238848
D,1553661182,239616
D,1553661184,240384
D,1553661186,249088
D,1553661189,247552
D,1553661191,246016
D,1553661193,265728
D,1553661195,265472
D,1553661197,261888
D,1553661200,266240
D,1553661202,257024
D,1553661204,237312
D,1553661206,257280
D,1553661207,240128
P,1553661208,3576
D,1553661210,263936
D,1553661212,253440
D,1553661214,248320
D,1553661216,251136
D,1553661218,263680
D,1553661221,254720
D,1553661223,247552
D,1553661225,253440
D,1553661227,244480
D,1553661229,252160
D,1553661232,270848
D,1553661234,310272
D,1553661236,256256
D,1553661238,258048
P,1553661238,3273
D,1553661240,236544
D,1553661243,251136
D,1553661245,242176
D,1553661247,243968
D,1553661248,239616
D,1553661250,244736
D,1553661253,249088
D,1553661255,251648
D,1553661257,251904
D,1553661259,240896
D,1553661262,249600
D,1553661264,247040
D,1553661266,241152
P,1553661268,3601
D,1553661268,248576
D,1553661270,237312
D,1553661273,234752
D,1553661276,242944
D,1553661278,254976
D,1553661280,247040
D,1553661282,235776
D,1553661285,241408
D,1553661287,262144
D,1553661289,245248
D,1553661290,245504
D,1553661292,238592
D,1553661295,250112
P,1553661297,3610
D,1553661297,250368
D,1553661299,264448
D,1553661301,259328
D,1553661303,243200
D,1553661306,241408
D,1553661308,237568
D,1553661310,242176
D,1553661312,247296
D,1553661314,249344
D,1553661317,259072
D,1553661319,248320
D,1553661321,258560
D,1553661323,263168
D,1553661325,273408
P,1553661327,3595
D,1553661328,254976
D,1553661330,256768
D,1553661331,255488
D,1553661333,247552
D,1553661335,259840
D,1553661338,251648
D,1553661340,247808
D,1553661342,243968
D,1553661344,248832
D,1553661346,238080
D,1553661349,247040
D,1553661351,243712
D,1553661353,251136
D,1553661355,255488
P,1553661356,3560
D,1553661357,279552
D,1553661360,252928
D,1553661362,251392
D,1553661364,247296
D,1553661366,240640
D,1553661368,238592
D,1553661371,239360
D,1553661372,243456
D,1553661374,245504
D,1553661376,237824
D,1553661378,260864
D,1553661381,266496
D,1553661383,267008
P,1553661385,3610
D,1553661385,271872
D,1553661387,263680
D,1553661389,259072
D,1553661392,246016
D,1553661394,253440
D,1553661396,255488
D,1553661398,243968
D,1553661400,248064
D,1553661403,259840
D,1553661405,272384
D,1553661407,243200
D,1553661409,262144
