H,1552752756,366726
T,1552752756,2900
D,1552752757,248064
D,1552752759,245504
D,1552752761,247552
D,1552752763,246528
P,1552752764,5447
D,1552752766,248064
D,1552752768,245248
D,1552752770,246528
D,1552752772,249600
D,1552752774,239872
D,1552752777,247552
D,1552752779,248320
R,1552752779,000000000
X,1552752780,371275,3420
X,1552752780,371383,2764
X,1552752781,371409,1340
X,1552752781,371483,1388
X,1552752782,371638,758
X,1552752783,371650,890
X,1552752783,371630,2291
X,1552752784,371595,1426
X,1552752784,371726,1561
X,1552752785,371849,2304
X,1552752785,371703,3582
O,1552752786,371516,2050
O,1552752787,371593,793
O,1552752787,371745,2034
O,1552752788,371736,2149
O,1552752788,371837,1683
O,1552752789,371306,2655
O,1552752789,371518,3027
O,1552752790,371808,5030
O,1552752791,371614,4891
O,1552752791,371934,4131
O,1552752792,371499,5584
O,1552752792,371601,2788
O,1552752793,370960,2258
O,1552752793,370747,4380
P,1552752793,5437
O,1552752794,370901,2351
O,1552752794,370918,1208
O,1552752795,369642,1612
O,1552752796,369805,2829
O,1552752796,370636,2238
O,1552752797,370426,3311
O,1552752797,371045,2454
O,1552752798,370618,1768
O,1552752798,370494,3033
O,1552752799,370825,2671
O,1552752800,370931,1766
O,1552752800,370970,2176
O,1552752801,372928,1201
O,1552752801,371920,2917
O,1552752802,370879,2604
O,1552752802,370848,1514
O,1552752803,370288,1574
O,1552752804,369492,1552
O,1552752804,370141,2307
O,1552752805,371164,709
O,1552752805,371693,900
O,1552752806,372774,2609
O,1552752806,373153,1340
O,1552752807,372631,2682
O,1552752808,373832,4902
O,1552752808,369258,4113
O,1552752809,367402,4162
O,1552752809,368639,5642
O,1552752810,369011,6581
O,1552752810,368524,3754
O,1552752811,370089,3407
O,1552752812,371498,2476
O,1552752812,371691,6264
O,1552752813,371557,4683
O,1552752813,370072,3371
O,1552752814,366478,5202
O,1552752814,368883,1222
O,1552752815,370208,1913
O,1552752816,369659,2479
O,1552752816,369838,3830
O,1552752817,368952,1447
O,1552752817,369649,2897
O,1552752818,368911,3117
O,1552752818,369641,2828
O,1552752819,370321,1712
O,1552752820,370594,3247
O,1552752820,370183,2761
O,1552752821,370477,2717
O,1552752821,370662,3485
O,1552752822,371238,1030
O,1552752822,371543,2085
O,1552752823,371590,1044
O,1552752823,371664,1707
P,1552752824,5435
O,1552752824,371578,1312
O,1552752825,370824,1247
O,1552752825,371176,1353
O,1552752826,371057,2331
O,1552752826,371308,1323
O,1552752827,371582,842
O,1552752827,371316,1389
O,1552752828,371398,653
O,1552752829,371415,819
O,1552752829,371445,861
O,1552752830,371183,1963
O,1552752830,370971,1481
O,1552752831,371350,1559
O,1552752831,371285,1164
O,1552752832,371347,1475
O,1552752833,371925,6173
O,1552752833,371831,5661
O,1552752834,371002,4318
O,1552752834,371967,2512
O,1552752835,372337,3332
O,1552752835,372514,1095
O,1552752836,371765,1145
O,1552752837,371206,2118
T,1552752837,2900
D,1552752838,246272
D,1552752840,247552
R,1552752840,000000000
X,1552752842,373348,3241
X,1552752842,372950,1248
X,1552752843,373181,815
X,1552752844,373616,697
X,1552752844,373095,1051
X,1552752845,372655,694
X,1552752845,372405,653
X,1552752846,372333,453
X,1552752846,372088,517
X,1552752847,372085,500
X,1552752848,372096,580
O,1552752848,372033,1703
O,1552752849,371847,973
O,1552752849,371966,627
O,1552752850,371816,508
O,1552752850,371718,387
O,1552752851,371773,384
O,1552752852,371765,901
O,1552752852,371922,504
O,1552752853,371905,1026
O,1552752853,371852,935
P,1552752854,5438
O,1552752854,371891,749
O,1552752854,371875,747
O,1552752855,371868,670
O,1552752856,371900,767
O,1552752856,371863,729
O,1552752857,371878,674
O,1552752857,371839,688
O,1552752858,371867,326
O,1552752858,371787,857
O,1552752859,371743,738
O,1552752859,371535,691
O,1552752860,371739,548
O,1552752861,371649,710
O,1552752861,371632,522
O,1552752862,371574,613
O,1552752862,371394,813
O,1552752862,371586,812
O,1552752862,371749,751
O,1552752863,371991,615
O,1552752864,371782,1262
O,1552752864,371770,957
O,1552752865,372903,1466
O,1552752865,372716,992
O,1552752866,372361,1013
O,1552752866,372328,876
O,1552752867,371679,759
O,1552752868,371545,1267
O,1552752868,371550,1706
O,1552752869,371680,2179
O,1552752869,371553,993
O,1552752870,371512,1189
O,1552752870,371699,2551
O,1552752871,371145,2513
O,1552752872,370070,1690
