53579806,3600
D,1553579806,253440
D,1553579808,252416
D,1553579810,249600
D,1553579812,248576
D,1553579815,252672
D,1553579817,252672
D,1553579819,253696
D,1553579821,254976
D,1553579823,254464
D,1553579826,260096
D,1553579828,260864
D,1553579830,249600
D,1553579832,249600
D,1553579834,249088
P,1553579835,3417
D,1553579837,248576
D,1553579839,247552
D,1553579841,250880
D,1553579843,251392
D,1553579845,248832
D,1553579847,245504
D,1553579849,247296
D,1553579851,249600
D,1553579853,247296
D,1553579855,247552
D,1553579858,247296
D,1553579860,249344
D,1553579862,248064
P,1553579864,3624
D,1553579864,248320
D,1553579866,252416
D,1553579869,251392
D,1553579871,248576
D,1553579873,247552
D,1553579875,248064
D,1553579877,248064
D,1553579880,248064
D,1553579882,248576
D,1553579884,249344
D,1553579886,250368
D,1553579888,251648
D,1553579890,249344
D,1553579892,246784
P,1553579893,3599
D,1553579894,245248
D,1553579896,246528
D,1553579898,249088
D,1553579901,251392
D,1553579903,248576
D,1553579905,246016
D,1553579907,245504
D,1553579909,249856
D,1553579912,248064
D,1553579914,248320
D,1553579916,249856
D,1553579918,254976
D,1553579920,260864
D,1553579923,251904
P,1553579923,3479
D,1553579925,253184
D,1553579927,251648
D,1553579929,249600
D,1553579930,250368
D,1553579933,254464
D,1553579935,254720
D,1553579937,252160
D,1553579939,249856
D,1553579941,250112
D,1553579944,247808
D,1553579946,256768
D,1553579948,253696
D,1553579950,254976
P,1553579952,3625
D,1553579952,249856
D,1553579955,249856
D,1553579957,250368
D,1553579959,248320
D,1553579961,246272
D,1553579964,249600
D,1553579966,256768
D,1553579968,251392
D,1553579970,251648
D,1553579971,249856
D,1553579974,248064
D,1553579976,246784
D,1553579978,247552
D,1553579980,248832
P,1553579981,3602
D,1553579982,246272
D,1553579985,247552
D,1553579987,245504
D,1553579989,249088
D,1553579991,247296
D,1553579993,248832
D,1553579996,248832
D,1553579998,248576
D,1553580000,247040
D,1553580002,249088
D,1553580004,248576
D,1553580007,249088
D,1553580009,251904
D,1553580011,250368
P,1553580011,3506
D,1553580012,251648
D,1553580014,250624
D,1553580017,251392
D,1553580019,251392
D,1553580021,249600
D,1553580023,253440
D,1553580025,250112
D,1553580028,254976
D,1553580030,249856
D,1553580032,256000
D,1553580034,251648
D,1553580036,253184
D,1553580039,256768
P,1553580040,3625
D,1553580041,256000
D,1553580043,250112
D,1553580045,245248
D,1553580047,253696
D,1553580050,257536
D,1553580052,252928
D,1553580053,257024
D,1553580055,260096
D,1553580057,256512
D,1553580060,248576
D,1553580062,254208
D,1553580064,248064
D,1553580066,263680
D,1553580068,251136
P,1553580069,3602
D,1553580071,259840
D,1553580073,255488
D,1553580075,254976
D,1553580077,258816
D,1553580079,250624
D,1553580082,249600
D,1553580084,250112
D,1553580086,249600
D,1553580088,251392
D,1553580090,252672
D,1553580093,249600
D,1553580094,249344
D,1553580096,252928
D,1553580098,247808
P,1553580099,3520
D,1553580100,254976
D,1553580103,249600
D,1553580105,251648
D,1553580107,252928
D,1553580109,248576
