571,245760
D,1553477573,245504
D,1553477575,245760
D,1553477577,245248
D,1553477580,245760
D,1553477582,245504
D,1553477584,245248
D,1553477586,245760
D,1553477588,245248
D,1553477591,246016
P,1553477591,4417
D,1553477593,245504
D,1553477595,245248
D,1553477597,245248
D,1553477599,245248
D,1553477602,245504
D,1553477604,245504
D,1553477606,245760
D,1553477608,246016
D,1553477610,245248
D,1553477612,245504
D,1553477614,245760
D,1553477616,245248
D,1553477618,245760
P,1553477620,4486
D,1553477620,245504
D,1553477623,245248
D,1553477625,245248
D,1553477627,245504
D,1553477629,245504
D,1553477632,246272
D,1553477634,244992
D,1553477636,246016
D,1553477638,278016
D,1553477640,243200
D,1553477643,245504
D,1553477645,244992
D,1553477647,245504
D,1553477649,245504
P,1553477651,4314
D,1553477651,245760
D,1553477653,245248
D,1553477655,245504
D,1553477657,245248
D,1553477659,245504
D,1553477661,245760
D,1553477664,245760
D,1553477666,245248
D,1553477668,244992
D,1553477670,243200
D,1553477672,245504
D,1553477675,244736
D,1553477677,245760
D,1553477679,244736
P,1553477680,3802
D,1553477681,244992
D,1553477683,245760
D,1553477686,245248
D,1553477688,245760
D,1553477690,244992
D,1553477692,244992
D,1553477694,245504
D,1553477696,246016
D,1553477698,245248
D,1553477700,244992
D,1553477702,244992
D,1553477704,244736
D,1553477707,245248
D,1553477709,245504
P,1553477709,3878
D,1553477711,245248
D,1553477713,244992
D,1553477715,245504
D,1553477718,245248
D,1553477720,245248
D,1553477722,245504
D,1553477724,245504
D,1553477726,245248
D,1553477729,245760
D,1553477731,244992
D,1553477733,244480
D,1553477735,245760
D,1553477736,245504
P,1553477738,3810
D,1553477739,244736
D,1553477741,244992
D,1553477743,244736
D,1553477745,244480
D,1553477747,244992
D,1553477750,245504
D,1553477752,245504
D,1553477754,244736
D,1553477756,244992
D,1553477758,245760
D,1553477761,244992
D,1553477763,245504
D,1553477765,245248
D,1553477767,244992
P,1553477768,3697
D,1553477769,245504
D,1553477772,245760
D,1553477774,245248
D,1553477776,245248
D,1553477777,246016
D,1553477779,244992
D,1553477782,245504
D,1553477784,245504
D,1553477786,244736
D,1553477788,244736
D,1553477790,244480
D,1553477793,244992
D,1553477795,245760
D,1553477797,244992
P,1553477797,3828
D,1553477799,244736
D,1553477801,245248
D,1553477804,245248
D,1553477806,245504
D,1553477808,245760
D,1553477810,245248
D,1553477812,245248
D,1553477815,244480
D,1553477817,244736
D,1553477818,245760
D,1553477820,246016
D,1553477822,244736
D,1553477825,245504
P,1553477826,3777
D,1553477827,246272
D,1553477829,244992
D,1553477831,245760
D,1553477833,244736
D,1553477836,245504
D,1553477838,245760
D,1553477840,245760
D,1553477842,244992
D,1553477844,245760
D,1553477847,244480
D,1553477849,244736
D,1553477851,245248
D,1553477853,245504
D,1553477856,244992
P,1553477856,3685
D,1553477858,245760
D,1553477859,245504
D,1553477861,245248
D,1553477863,245248
D,1553477866,245248
D,1553477868,244992
D,1553477870,244480
D,1553477872,244992
D,1553477874,244992
D,1553477877,245248
D,1553477879,244992
D,1553477881,245248
D,1553477883,244992
D,1553477885,245248
P,1553477885,3808
