3639662,243968
P,1553639663,3590
D,1553639664,243200
D,1553639666,243456
D,1553639669,243200
D,1553639671,243712
D,1553639673,243456
D,1553639674,243200
D,1553639677,243712
D,1553639679,243712
D,1553639681,242944
D,1553639683,243200
D,1553639685,243456
D,1553639688,244224
D,1553639690,243456
D,1553639692,243456
P,1553639692,3212
D,1553639694,242944
D,1553639696,242944
D,1553639699,243456
D,1553639701,243712
D,1553639703,243456
D,1553639705,243456
D,1553639707,243456
D,1553639710,243200
D,1553639712,243456
D,1553639714,242688
D,1553639715,243456
D,1553639717,243456
D,1553639720,243968
P,1553639721,3616
D,1553639722,243456
D,1553639724,243968
D,1553639726,243200
D,1553639728,243200
D,1553639731,243712
D,1553639733,243712
D,1553639735,243968
D,1553639737,243712
D,1553639739,243456
D,1553639742,243712
D,1553639744,243456
D,1553639746,242944
D,1553639748,243200
D,1553639750,242944
P,1553639751,3591
D,1553639753,242432
D,1553639755,242944
D,1553639756,243456
D,1553639758,243712
D,1553639760,242944
D,1553639763,241408
D,1553639765,244480
D,1553639767,242432
D,1553639769,241664
D,1553639771,243712
D,1553639774,241408
D,1553639776,240384
D,1553639778,241664
D,1553639780,242688
P,1553639780,3225
D,1553639782,241408
D,1553639785,241664
D,1553639787,242432
D,1553639789,241664
D,1553639791,242176
D,1553639793,242432
D,1553639796,241920
D,1553639797,242432
D,1553639799,242432
D,1553639801,243456
D,1553639803,243200
D,1553639806,242688
D,1553639808,241920
P,1553639810,3616
D,1553639810,241920
D,1553639812,242432
D,1553639814,241664
D,1553639817,242432
D,1553639819,242432
D,1553639821,242176
D,1553639823,241920
D,1553639825,241664
D,1553639828,242176
D,1553639830,241664
D,1553639832,241664
D,1553639834,241920
D,1553639836,241664
D,1553639838,241664
P,1553639839,3593
D,1553639840,240896
D,1553639842,243456
D,1553639844,240384
D,1553639846,242176
D,1553639849,241920
D,1553639851,241920
D,1553639853,240896
D,1553639855,242688
D,1553639857,242176
D,1553639860,241408
D,1553639862,241920
D,1553639864,241920
D,1553639866,242176
D,1553639868,241664
P,1553639869,3374
D,1553639871,242176
D,1553639873,241152
D,1553639875,241920
D,1553639877,241664
D,1553639879,241664
D,1553639881,241664
D,1553639883,241664
D,1553639885,242688
D,1553639887,240384
D,1553639890,241408
D,1553639892,241408
D,1553639894,241664
D,1553639896,241920
P,1553639898,3616
D,1553639898,242176
D,1553639901,241152
D,1553639903,241152
D,1553639905,241664
D,1553639907,241152
D,1553639909,241664
D,1553639912,241408
D,1553639914,242432
D,1553639916,241664
D,1553639918,241152
D,1553639920,241152
D,1553639922,241408
D,1553639924,240640
D,1553639926,241152
P,1553639927,3593
D,1553639928,240896
D,1553639930,241664
D,1553639933,241152
D,1553639935,240896
D,1553639937,241408
D,1553639939,240128
D,1553639941,241664
D,1553639944,240896
D,1553639946,240896
D,1553639948,240896
D,1553639950,240384
D,1553639952,240640
D,1553639955,240384
D,1553639957,240640
P,1553639957,3336
D,1553639959,240896
D,1553639961,240384
D,1553639962,240384
D,1553639965,240384
