75,269312
D,1553672077,269312
D,1553672079,248576
D,1553672081,284928
D,1553672083,245504
P,1553672084,3597
D,1553672085,298240
D,1553672088,264192
D,1553672090,259072
D,1553672092,259328
D,1553672094,259584
D,1553672096,248576
D,1553672099,241664
D,1553672101,251904
D,1553672103,268800
D,1553672105,251136
D,1553672107,255744
D,1553672110,283392
D,1553672112,248832
D,1553672114,312320
P,1553672114,3543
D,1553672116,281856
D,1553672117,261376
D,1553672120,249600
D,1553672122,248064
D,1553672124,277760
D,1553672126,270080
D,1553672128,329728
D,1553672131,253440
D,1553672133,264448
D,1553672135,256512
D,1553672137,263168
D,1553672139,285952
D,1553672142,299520
P,1553672144,3616
D,1553672144,283904
D,1553672146,281344
D,1553672148,247040
D,1553672150,272384
D,1553672153,261632
D,1553672155,279040
D,1553672157,325120
D,1553672158,251136
D,1553672160,281344
D,1553672163,275968
D,1553672165,254208
D,1553672167,257024
D,1553672169,260096
D,1553672171,264192
P,1553672173,3598
D,1553672174,249344
D,1553672176,268032
D,1553672178,259584
D,1553672180,258560
D,1553672182,247808
D,1553672185,261888
D,1553672187,258304
D,1553672189,258560
D,1553672191,244480
D,1553672193,280320
D,1553672196,249600
D,1553672198,257792
D,1553672199,252928
D,1553672201,259328
P,1553672202,3547
D,1553672203,247552
D,1553672206,269312
D,1553672208,271360
D,1553672210,271616
D,1553672212,263936
D,1553672214,249344
D,1553672217,245760
D,1553672219,277504
D,1553672221,258560
D,1553672223,247808
D,1553672225,248320
D,1553672228,258048
D,1553672230,255232
P,1553672232,3616
D,1553672232,246784
D,1553672234,234496
D,1553672236,286464
D,1553672239,252416
D,1553672240,250624
D,1553672242,255488
D,1553672244,247552
D,1553672247,250368
D,1553672249,307456
D,1553672251,246272
D,1553672253,252160
D,1553672255,247552
D,1553672258,254720
D,1553672260,278272
P,1553672261,3598
D,1553672262,355328
D,1553672264,275456
D,1553672266,342272
D,1553672269,345856
D,1553672271,252672
D,1553672273,241152
D,1553672275,277504
D,1553672277,276992
D,1553672280,260864
D,1553672281,293888
D,1553672283,258048
D,1553672285,242432
D,1553672287,273152
D,1553672290,288512
P,1553672290,3549
D,1553672292,263936
D,1553672294,262656
D,1553672296,286720
D,1553672298,268288
D,1553672301,243712
D,1553672303,334848
D,1553672305,290560
D,1553672307,253952
D,1553672309,260096
D,1553672312,260864
D,1553672314,244224
D,1553672316,257536
D,1553672318,290560
P,1553672320,3617
D,1553672320,262912
D,1553672322,260608
D,1553672324,276480
D,1553672326,296704
D,1553672328,316672
D,1553672330,270336
D,1553672333,242176
D,1553672335,246272
D,1553672337,253696
D,1553672339,251136
D,1553672341,268288
D,1553672344,256512
D,1553672346,275968
D,1553672348,259072
P,1553672349,3600
D,1553672350,252672
D,1553672352,248320
D,1553672355,266240
D,1553672357,257536
D,1553672359,251136
D,1553672361,252928
D,1553672363,255744
D,1553672365,261632
D,1553672367,264960
D,1553672369,253440
D,1553672371,260096
D,1553672373,253696
D,1553672376,266752
D,1553672378,259584
P,1553672378,3553
D,1553672380,267776
D,1553672382,259328
D,1553672384,269568
D,1553672387,268800
D,1553672389,259328
D,1553672391,256768
