52918,243712
P,1553652920,3609
D,1553652920,243712
D,1553652922,242944
D,1553652924,241920
D,1553652926,244480
D,1553652928,292864
D,1553652931,255488
D,1553652933,245248
D,1553652935,253440
D,1553652937,251136
D,1553652939,249856
D,1553652942,239104
D,1553652944,249856
D,1553652946,244992
D,1553652948,243712
P,1553652949,3590
D,1553652950,237824
D,1553652953,239104
D,1553652955,243712
D,1553652957,242432
D,1553652959,237824
D,1553652961,242432
D,1553652963,242944
D,1553652965,239616
D,1553652967,238336
D,1553652969,246016
D,1553652971,251648
D,1553652974,240896
D,1553652976,239616
D,1553652978,245248
P,1553652978,3524
D,1553652980,243456
D,1553652982,243200
D,1553652985,243456
D,1553652987,240128
D,1553652989,244480
D,1553652991,245760
D,1553652993,246016
D,1553652996,243200
D,1553652998,240128
D,1553653000,245760
D,1553653002,243456
D,1553653004,243712
D,1553653006,256000
P,1553653007,3610
D,1553653008,245248
D,1553653010,243200
D,1553653012,240640
D,1553653014,243712
D,1553653017,251648
D,1553653019,265472
D,1553653021,253696
D,1553653023,247040
D,1553653025,247040
D,1553653028,240384
D,1553653031,244992
D,1553653033,245504
D,1553653035,251904
D,1553653037,241664
P,1553653038,3467
D,1553653040,250880
D,1553653042,263936
D,1553653044,262912
D,1553653045,254720
D,1553653047,253440
D,1553653050,242944
D,1553653052,249856
D,1553653054,237312
D,1553653056,242432
D,1553653058,240896
D,1553653061,242432
D,1553653063,239360
D,1553653065,241920
P,1553653067,3605
D,1553653067,249600
D,1553653069,251392
D,1553653072,243456
D,1553653074,241664
D,1553653076,234240
D,1553653078,270848
D,1553653080,246784
D,1553653083,248320
D,1553653085,257024
D,1553653086,263680
D,1553653088,248576
D,1553653090,243456
D,1553653093,247296
D,1553653095,249088
P,1553653096,3579
D,1553653097,262912
D,1553653099,250112
D,1553653101,241408
D,1553653104,248576
D,1553653106,247808
D,1553653108,249856
D,1553653110,250880
D,1553653112,242176
D,1553653115,240128
D,1553653117,245504
D,1553653119,253952
D,1553653121,253696
D,1553653123,247552
D,1553653126,246016
P,1553653126,3307
D,1553653127,241152
D,1553653129,240384
D,1553653131,240128
D,1553653133,241152
D,1553653136,250112
D,1553653138,253440
D,1553653140,252928
D,1553653142,247808
D,1553653145,244736
D,1553653147,250112
D,1553653149,246272
D,1553653151,253440
D,1553653153,245760
P,1553653155,3606
D,1553653156,245248
D,1553653158,251904
D,1553653160,247296
D,1553653162,240384
D,1553653164,239360
D,1553653167,243712
D,1553653168,243456
D,1553653170,243200
D,1553653172,239360
D,1553653174,246016
D,1553653177,263680
D,1553653179,243712
D,1553653181,255744
D,1553653183,242432
P,1553653184,3580
D,1553653185,248320
D,1553653188,238848
D,1553653190,239872
D,1553653192,239872
D,1553653194,244736
D,1553653196,240384
D,1553653199,241664
D,1553653201,244480
D,1553653203,241920
D,1553653205,247552
D,1553653207,242176
D,1553653209,242432
D,1553653211,241408
D,1553653213,239872
P,1553653213,3431
D,1553653215,248576
D,1553653217,243200
D,1553653220,238080
D,1553653222,238336
D,1553653224,234752
D,1553653226,246784
D,1553653228,246528
D,1553653231,246272
D,1553653233,244480
