1557680152,5207
P,1557680181,5207
P,1557680210,5207
P,1557680240,5205
P,1557680270,5206
P,1557680299,5207
P,1557680328,5206
P,1557680358,5207
P,1557680387,5206
P,1557680416,5208
P,1557680446,5208
P,1557680475,5206
P,1557680504,5206
P,1557680533,5207
P,1557680564,5206
P,1557680593,5208
P,1557680622,5207
P,1557680652,5207
P,1557680681,5207
P,1557680710,5206
P,1557680739,5204
P,1557680769,5206
P,1557680798,5206
P,1557680827,5206
P,1557680858,5207
P,1557680887,5207
P,1557680916,5207
P,1557680945,5207
P,1557680975,5207
P,1557681004,5208
P,1557681033,5208
P,1557681063,5207
P,1557681092,5206
P,1557681121,5207
P,1557681151,5207
P,1557681181,5208
P,1557681210,5208
P,1557681239,5207
P,1557681268,5208
P,1557681298,5205
P,1557681327,5208
P,1557681356,5208
P,1557681386,5207
P,1557681415,5206
P,1557681445,5206
P,1557681474,5207
P,1557681504,5207
P,1557681533,5207
P,1557681562,5207
P,1557681592,5208
P,1557681621,5206
P,1557681650,5207
P,1557681679,5208
P,1557681709,5207
P,1557681739,5207
P,1557681768,5206
P,1557681798,5208
P,1557681827,5208
P,1557681856,5206
P,1557681885,5208
P,1557681915,5205
P,1557681944,5207
P,1557681973,5207
P,1557682003,5209
P,1557682033,5205
P,1557682062,5207
P,1557682091,5208
P,1557682121,5208
P,1557682150,5207
P,1557682179,5208
P,1557682209,5208
P,1557682238,5208
P,1557682267,5206
P,1557682296,5206
P,1557682327,5206
P,1557682356,5206
P,1557682385,5209
D,1557682394,406784
D,1557682396,329472
D,1557682398,309504
D,1557682400,576000
D,1557682403,423168
D,1557682405,414208
D,1557682407,323584
D,1557682409,331776
D,1557682411,334080
D,1557682414,327936
P,1557682415,5207
D,1557682416,327424
D,1557682417,325632
D,1557682419,325632
D,1557682421,327424
D,1557682424,328960
D,1557682426,326912
D,1557682428,325888
D,1557682430,322304
D,1557682432,326656
D,1557682435,326656
D,1557682437,321024
D,1557682439,326400
D,1557682441,322816
D,1557682443,324608
P,1557682444,5206
D,1557682446,327424
D,1557682448,328192
D,1557682450,327168
D,1557682452,324096
D,1557682454,320000
D,1557682457,325376
D,1557682458,323840
D,1557682460,328704
D,1557682462,327424
D,1557682464,326912
D,1557682467,317184
D,1557682469,325120
D,1557682471,316672
P,1557682473,5206
D,1557682473,318208
D,1557682475,320256
D,1557682478,323584
D,1557682480,316672
D,1557682482,321280
D,1557682484,324608
D,1557682486,327936
D,1557682489,325632
D,1557682491,327168
D,1557682493,324096
D,1557682495,325120
D,1557682498,325888
D,1557682499,326912
D,1557682501,328704
P,1557682502,5206
D,1557682503,315904
D,1557682505,315136
D,1557682508,303872
D,1557682510,322560
D,1557682512,322816
D,1557682514,325888
D,1557682516,327168
D,1557682519,328704
D,1557682521,328192
D,1557682523,328960
D,1557682525,332032
D,1557682527,328448
D,1557682530,324864
D,1557682532,326144
P,1557682532,5205
D,1557682534,325376
D,1557682536,324864
D,1557682538,328192
D,1557682540,321280
D,1557682542,321792
D,1557682544,326400
D,1557682546,327680
D,1557682548,323072
D,1557682551,327168
D,1557682553,320000
D,1557682555,327168
D,1557682557,328448
D,1557682559,328960
P,1557682561,5207
D,1557682562,324608
D,1557682564,326144
D,1557682566,326656
D,1557682568,326144
D,1557682570,324352
D,1557682573,327168
D,1557682575,327680
D,1557682577,328448
D,1557682579,324864
D,1557682580,326656
D,1557682583,328192
D,1557682585,331264
D,1557682587,334336
D,1557682589,326912
P,1557682590,5207
D,1557682591,328192
D,1557682594,327168
D,1557682596,328192
D,1557682598,323328
D,1557682600,327936
D,1557682602,331008
D,1557682605,327936
D,1557682607,326912
D,1557682609,329984
D,1557682611,325632
D,1557682613,323072
D,1557682616,327168
D,1557682618,329216
D,1557682620,326144
P,1557682621,5207
D,1557682621,326656
D,1557682623,324352
D,1557682626,326400
D,1557682628,330240
D,1557682630,324864
D,1557682632,324352
D,1557682634,324352
D,1557682637,327168
D,1557682639,326400
D,1557682641,323840
D,1557682643,325376
D,1557682645,319744
D,1557682648,322816
P,1557682650,5205
D,1557682650,327168
D,1557682652,326912
D,1557682654,327680
D,1557682656,323072
D,1557682659,324352
D,1557682661,326144
D,1557682662,323584
D,1557682664,327168
D,1557682666,313088
D,1557682669,328960
D,1557682671,326144
D,1557682673,331520
D,1557682675,339456
D,1557682677,335872
P,1557682679,5205
D,1557682680,329728
D,1557682682,332288
D,1557682684,323584
D,1557682686,325120
D,1557682688,329472
D,1557682691,324864
D,1557682693,320256
D,1557682695,311296
D,1557682697,325376
D,1557682699,320768
D,1557682702,326144
D,1557682703,318720
D,1557682705,324096
D,1557682707,323072
P,1557682708,5207
D,1557682710,313856
D,1557682712,323584
D,1557682714,321280
D,1557682716,326400
D,1557682718,326912
D,1557682721,325120
