1392,750475,5427
X,1556921392,749898,9081
P,1556921393,5238
X,1556921393,750547,5020
X,1556921394,749507,16809
X,1556921394,750213,5327
X,1556921395,750455,7408
X,1556921395,750349,6289
X,1556921396,749908,11085
X,1556921396,751092,8157
X,1556921397,750433,7573
X,1556921398,749439,8447
X,1556921398,749594,16188
X,1556921399,749880,11562
X,1556921399,748882,29995
X,1556921400,751379,17883
X,1556921400,749486,5300
X,1556921400,749750,6391
X,1556921401,749920,7845
X,1556921401,749299,10862
X,1556921402,749917,5608
X,1556921402,749642,14704
X,1556921403,749785,6430
X,1556921403,749825,12116
X,1556921404,749483,6105
X,1556921404,749861,3436
X,1556921405,749688,4556
X,1556921406,749534,4344
X,1556921406,749098,7564
X,1556921407,749428,4482
X,1556921407,749866,4165
X,1556921408,749600,9132
X,1556921408,749611,18637
X,1556921409,749694,3941
X,1556921410,748869,6268
X,1556921410,749401,5180
X,1556921411,749282,4951
X,1556921411,749401,5073
X,1556921412,749832,15870
X,1556921412,748862,14489
X,1556921413,749973,15482
X,1556921414,748609,21040
X,1556921414,749410,11509
X,1556921415,748742,8287
X,1556921415,748930,6028
X,1556921416,749153,4954
X,1556921416,748779,5492
X,1556921417,749301,4690
X,1556921418,749160,7935
X,1556921418,749194,23407
X,1556921419,748687,4784
X,1556921419,748975,4160
X,1556921420,748848,6625
X,1556921420,748189,11545
X,1556921421,748777,15376
X,1556921421,750255,22480
P,1556921422,5220
X,1556921422,749223,9685
X,1556921423,749562,3363
X,1556921423,749348,6098
X,1556921424,749091,22033
X,1556921424,748671,7699
X,1556921425,748834,6892
X,1556921425,748820,15844
X,1556921426,748224,22826
X,1556921427,747215,19585
X,1556921427,747913,16115
X,1556921428,748307,8042
X,1556921428,748361,3730
X,1556921429,747881,7600
X,1556921429,748867,6689
X,1556921430,747806,48881
X,1556921431,747098,35312
X,1556921431,747885,38541
X,1556921432,742746,56275
X,1556921432,748284,40702
X,1556921433,745131,21420
X,1556921433,746241,44683
X,1556921434,749082,36009
X,1556921435,745188,21882
X,1556921435,750440,10816
X,1556921436,748654,14968
X,1556921436,744394,23743
X,1556921437,743643,19678
X,1556921437,743699,57977
X,1556921438,744512,41218
X,1556921438,742593,29180
X,1556921439,746120,20080
X,1556921440,747211,19074
X,1556921440,746602,19617
X,1556921441,746777,21944
X,1556921441,746220,17150
X,1556921441,746148,10022
X,1556921441,747513,6874
X,1556921442,746598,5155
X,1556921443,746011,8413
X,1556921443,746118,11822
X,1556921444,744739,18560
X,1556921444,745568,57914
X,1556921445,740632,13235
X,1556921445,750119,45756
X,1556921446,749155,34943
X,1556921447,744371,35960
X,1556921447,748117,14113
X,1556921448,747418,9777
X,1556921448,746977,5517
X,1556921449,747138,7003
X,1556921449,746062,13340
X,1556921450,749182,48751
X,1556921451,748297,28697
P,1556921451,5237
X,1556921451,747648,10192
X,1556921452,751692,18311
X,1556921452,747720,61306
X,1556921453,748510,7912
X,1556921453,746563,40204
X,1556921454,747661,16966
X,1556921454,747751,18196
X,1556921455,747304,15596
X,1556921456,748096,19853
X,1556921456,748090,26713
X,1556921457,747841,3972
X,1556921457,747993,4849
X,1556921458,748021,5624
X,1556921458,748079,14062
X,1556921459,747915,3070
X,1556921460,748164,4611
X,1556921460,748378,7330
X,1556921461,748163,6389
X,1556921461,748205,24990
X,1556921462,749650,11460
X,1556921462,748427,5400
X,1556921463,748116,4562
X,1556921464,748093,16810
X,1556921464,747849,5150
X,1556921465,748074,26944
X,1556921465,748579,37783
X,1556921466,747873,19421
X,1556921466,747728,12212
X,1556921467,748179,7303
X,1556921468,747610,8476
X,1556921468,747398,5246
X,1556921469,747434,8092
X,1556921469,747654,8022
X,1556921470,746455,16637
X,1556921470,747474,5797
X,1556921471,747489,3809
X,1556921471,746837,9164
X,1556921472,748090,9689
X,1556921473,747642,4400
X,1556921473,747494,6966
X,1556921474,747252,10149
X,1556921474,747608,8315
X,1556921475,747355,11673
X,1556921475,746923,11714
X,1556921476,746753,9856
X,1556921477,751404,61419
X,1556921477,740181,20710
X,1556921478,745146,26901
X,1556921478,743997,6151
X,1556921479,748567,26934
X,1556921479,750933,52764
