643891,210432
D,1557643894,215552
D,1557643896,215040
D,1557643898,215552
P,1557643899,5202
D,1557643900,214528
D,1557643902,213760
D,1557643905,213760
D,1557643907,214528
D,1557643909,212992
D,1557643911,213760
D,1557643913,215552
D,1557643916,213504
D,1557643917,215040
D,1557643919,214784
D,1557643921,214272
D,1557643923,217856
D,1557643926,212224
D,1557643928,214016
P,1557643928,5203
D,1557643930,216320
D,1557643932,215040
P,1557643958,5203
D,1557643983,212992
D,1557643985,214016
D,1557643987,214016
P,1557643988,5203
D,1557643989,214528
D,1557643991,218368
D,1557643994,218624
D,1557643996,217088
D,1557643998,218624
D,1557643999,218880
D,1557644001,218368
D,1557644004,217856
D,1557644006,217600
D,1557644008,218112
D,1557644010,220416
D,1557644012,217600
D,1557644015,215808
P,1557644017,5204
P,1557644046,5203
P,1557644076,5204
D,1557644080,221184
D,1557644082,216320
D,1557644084,218112
D,1557644087,214784
D,1557644089,213504
D,1557644091,215808
D,1557644093,215040
D,1557644095,217600
D,1557644098,216320
D,1557644100,216832
D,1557644102,214272
D,1557644104,209152
P,1557644105,5202
D,1557644129,206592
D,1557644132,213248
D,1557644134,216320
P,1557644134,5202
D,1557644136,216576
D,1557644138,213248
D,1557644140,216576
D,1557644143,211968
P,1557644163,5204
D,1557644168,196096
D,1557644170,211456
D,1557644172,212224
D,1557644175,212224
D,1557644177,213504
D,1557644179,213248
D,1557644181,214272
D,1557644183,212480
D,1557644186,215040
D,1557644188,213248
D,1557644190,207360
P,1557644193,5203
D,1557644202,219392
D,1557644203,206592
D,1557644206,214016
D,1557644208,214784
D,1557644210,215040
D,1557644212,215552
D,1557644214,214016
D,1557644217,216320
D,1557644219,214528
D,1557644221,215040
P,1557644222,5203
D,1557644223,211968
D,1557644225,215040
D,1557644228,213760
D,1557644230,214016
D,1557644232,213248
D,1557644234,212480
D,1557644236,212992
D,1557644239,213504
D,1557644241,212992
D,1557644243,213760
D,1557644244,212480
D,1557644247,213760
D,1557644250,211968
P,1557644252,5200
D,1557644252,212736
D,1557644254,211712
D,1557644256,215552
D,1557644258,213760
D,1557644261,216064
D,1557644263,215808
P,1557644282,5202
P,1557644311,5203
P,1557644340,5203
P,1557644369,5201
P,1557644399,5203
D,1557644421,207360
D,1557644424,211712
D,1557644426,211968
D,1557644428,211712
P,1557644428,5115
D,1557644430,210432
D,1557644432,212480
P,1557644457,5204
P,1557644487,5203
D,1557644498,196352
D,1557644501,311296
D,1557644503,304896
D,1557644505,303360
D,1557644507,296960
D,1557644510,304128
D,1557644512,307456
D,1557644514,305664
D,1557644516,307712
P,1557644516,5128
D,1557644518,305408
D,1557644521,304384
D,1557644523,304896
D,1557644525,304128
D,1557644527,301824
D,1557644529,306688
D,1557644531,305664
D,1557644533,300800
D,1557644535,299520
D,1557644537,304896
D,1557644540,305152
D,1557644542,307712
D,1557644544,306944
P,1557644546,5202
D,1557644546,310784
D,1557644548,305920
D,1557644551,304128
D,1557644553,304384
D,1557644555,306432
D,1557644557,306176
D,1557644559,307200
D,1557644562,331776
P,1557644575,5203
P,1557644605,5202
P,1557644634,5204
D,1557644654,197376
D,1557644656,198400
D,1557644661,196096
P,1557644663,5203
D,1557644665,196096
D,1557644667,197120
D,1557644669,199936
D,1557644671,196864
D,1557644673,196352
D,1557644676,196096
D,1557644688,196096
D,1557644690,196352
D,1557644692,195584
P,1557644693,5204
D,1557644697,195840
D,1557644720,196096
P,1557644722,5203
P,1557644751,5202
P,1557644780,5203
P,1557644810,5203
D,1557644814,197632
D,1557644831,197632
D,1557644833,195840
P,1557644840,5204
P,1557644869,5204
P,1557644899,5203
P,1557644928,5202
P,1557644957,5203
P,1557644986,5204
P,1557645016,5204
P,1557645045,5202
P,1557645074,5202
P,1557645104,5203
P,1557645134,5204
P,1557645163,5205
P,1557645192,5203
P,1557645222,5204
P,1557645251,5205
P,1557645280,5203
P,1557645310,5203
P,1557645339,5204
P,1557645368,5203
P,1557645397,5204
D,1557645420,278272
D,1557645422,249088
D,1557645424,243712
D,1557645426,249088
P,1557645428,5203
D,1557645429,248320
D,1557645431,245760
D,1557645433,248576
D,1557645434,244736
D,1557645436,250624
D,1557645439,249856
D,1557645441,249088
D,1557645443,243968
D,1557645445,247296
D,1557645447,249344
D,1557645450,252416
D,1557645452,251392
D,1557645454,252160
D,1557645456,246016
P,1557645457,5201
D,1557645458,250880
D,1557645461,250880
