1557434326,5217
P,1557434355,5218
P,1557434385,5217
P,1557434414,5216
P,1557434443,5216
P,1557434472,5217
P,1557434502,5217
P,1557434531,5216
P,1557434560,5218
P,1557434590,5216
P,1557434620,5216
P,1557434649,5216
P,1557434678,5218
P,1557434708,5216
P,1557434737,5216
D,1557434763,315136
D,1557434766,335616
P,1557434766,5215
D,1557434768,332800
D,1557434770,330752
D,1557434772,332800
D,1557434774,335360
D,1557434777,334080
D,1557434779,337152
D,1557434781,335872
D,1557434783,337152
D,1557434785,329984
D,1557434788,330496
D,1557434790,332544
D,1557434792,334848
D,1557434794,335616
P,1557434795,5216
D,1557434795,334592
D,1557434798,340224
D,1557434800,345856
D,1557434802,348672
D,1557434804,337664
P,1557434825,5215
D,1557434843,316672
D,1557434846,321536
D,1557434848,305920
D,1557434850,303872
D,1557434852,304640
P,1557434854,5215
D,1557434854,306944
D,1557434857,303872
D,1557434859,304384
D,1557434861,305152
D,1557434863,304384
D,1557434865,302592
D,1557434868,303360
D,1557434870,334336
D,1557434872,377088
D,1557434874,308480
D,1557434877,304128
D,1557434878,304896
D,1557434880,304384
D,1557434882,305408
P,1557434884,5216
P,1557434914,5217
P,1557434943,5217
P,1557434972,5215
P,1557435001,5216
P,1557435031,5217
P,1557435060,5215
P,1557435089,5215
P,1557435119,5216
P,1557435148,5215
P,1557435178,5215
P,1557435207,5216
P,1557435237,5218
P,1557435266,5217
P,1557435295,5217
D,1557435301,317184
D,1557435303,330752
D,1557435306,331520
D,1557435308,342528
D,1557435310,328448
D,1557435312,325376
D,1557435314,331776
D,1557435317,327936
D,1557435319,328960
D,1557435321,344064
D,1557435323,334848
P,1557435325,5218
P,1557435354,5217
D,1557435381,301312
D,1557435383,302848
P,1557435383,5212
D,1557435385,273152
D,1557435387,305920
D,1557435389,296448
D,1557435392,306176
D,1557435394,305920
D,1557435396,305152
D,1557435398,304896
D,1557435400,304384
D,1557435403,305408
D,1557435405,303104
D,1557435407,351488
D,1557435409,345344
D,1557435410,310528
P,1557435412,5215
D,1557435413,298240
P,1557435442,5216
P,1557435472,5215
P,1557435501,5215
P,1557435531,5216
P,1557435560,5216
P,1557435589,5216
P,1557435618,5216
P,1557435648,5216
D,1557435664,328704
D,1557435666,336128
D,1557435669,328960
D,1557435671,327168
D,1557435673,334080
D,1557435675,328704
P,1557435677,5218
D,1557435677,329728
D,1557435680,318720
D,1557435682,329728
P,1557435706,5216
P,1557435736,5216
P,1557435766,5217
D,1557435792,314624
D,1557435794,304384
P,1557435795,5099
D,1557435797,305408
D,1557435799,307968
D,1557435801,303104
D,1557435803,303616
D,1557435805,306176
D,1557435808,304896
D,1557435810,304640
D,1557435812,304384
D,1557435814,304640
D,1557435817,305152
D,1557435819,304640
D,1557435820,304896
D,1557435822,329728
P,1557435824,5216
D,1557435824,303360
P,1557435854,5216
P,1557435883,5216
P,1557435912,5217
P,1557435942,5215
P,1557435971,5216
P,1557436000,5215
P,1557436029,5217
P,1557436060,5216
P,1557436089,5215
P,1557436118,5217
P,1557436148,5216
P,1557436177,5217
P,1557436206,5218
P,1557436235,5215
P,1557436265,5216
P,1557436294,5216
P,1557436324,5215
P,1557436354,5215
P,1557436384,5216
P,1557436413,5216
P,1557436442,5215
P,1557436472,5217
P,1557436501,5217
P,1557436530,5217
P,1557436559,5215
P,1557436589,5216
P,1557436618,5216
P,1557436648,5216
P,1557436678,5216
P,1557436707,5215
P,1557436736,5217
P,1557436765,5216
P,1557436795,5215
P,1557436824,5216
P,1557436853,5215
P,1557436883,5216
P,1557436912,5216
P,1557436942,5216
P,1557436971,5216
P,1557437001,5217
P,1557437030,5216
P,1557437059,5215
P,1557437089,5217
P,1557437118,5216
P,1557437147,5215
P,1557437176,5216
P,1557437206,5216
P,1557437236,5218
P,1557437265,5216
P,1557437295,5217
P,1557437324,5215
P,1557437353,5217
P,1557437382,5216
P,1557437412,5214
P,1557437441,5216
D,1557437445,422144
R,1557437445,700D9DFE1
R,1557437445,700D9DFE1
R,1557437445,700D9DFE1
X,1557437447,784834,31082
X,1557437447,783150,48058
X,1557437448,782950,58790
X,1557437448,781048,42038
X,1557437449,780898,22205
X,1557437449,785978,11906
X,1557437450,783542,13680
X,1557437451,785318,25234
X,1557437451,785969,16984
X,1557437452,785001,16617
X,1557437452,784373,29084
X,1557437453,784331,5790
X,1557437453,786095,30244
X,1557437454,787349,51540
X,1557437455,786323,27532
X,1557437455,787680,7494
X,1557437456,785772,18619
X,1557437456,790049,9985
X,1557437457,785986,37356
X,1557437457,789952,46802
X,1557437458,787150,10261
X,1557437459,786900,6418
X,1557437459,788168,12467
X,1557437460,787610,44802
X,1557437460,788077,8308
