7844,5214
P,1557387874,5212
P,1557387903,5213
P,1557387932,5213
P,1557387962,5214
P,1557387992,5212
P,1557388021,5213
P,1557388050,5214
P,1557388080,5214
P,1557388109,5213
P,1557388138,5212
P,1557388167,5212
P,1557388197,5211
P,1557388226,5214
P,1557388256,5213
P,1557388286,5214
P,1557388315,5214
P,1557388344,5213
P,1557388373,5211
P,1557388403,5214
P,1557388432,5212
P,1557388461,5212
P,1557388491,5212
P,1557388520,5212
P,1557388550,5213
P,1557388579,5214
P,1557388609,5214
P,1557388638,5213
P,1557388667,5210
P,1557388697,5213
P,1557388726,5214
P,1557388755,5214
P,1557388784,5213
E,1557388814,0
