556921299,754202,24081
X,1556921299,752368,59948
X,1556921300,752730,22690
X,1556921300,753358,7019
X,1556921301,752679,16882
X,1556921301,753572,10035
X,1556921302,753606,5314
X,1556921303,753029,15835
X,1556921303,753126,5521
X,1556921304,752679,4741
X,1556921304,753384,4237
P,1556921305,5237
X,1556921305,753288,5266
X,1556921305,752359,16613
X,1556921306,753727,7333
X,1556921307,754032,8907
X,1556921307,752400,12521
X,1556921308,752913,9565
X,1556921308,752824,7525
X,1556921309,752588,4306
X,1556921309,752930,6546
X,1556921310,753152,5020
X,1556921311,752725,14757
X,1556921311,753144,5592
X,1556921312,753227,4139
X,1556921312,752643,6333
X,1556921313,753457,9609
X,1556921313,751604,19525
X,1556921314,753206,20665
X,1556921315,752693,3554
X,1556921315,752208,12655
X,1556921316,752778,4630
X,1556921316,752672,3574
X,1556921317,752523,8750
X,1556921317,752771,4615
X,1556921318,752861,10686
X,1556921318,753218,8257
X,1556921318,753749,12932
X,1556921319,753147,12660
X,1556921319,751836,18030
X,1556921320,752029,14295
X,1556921320,752883,23784
X,1556921321,752555,8484
X,1556921321,752153,31861
X,1556921322,752508,10362
X,1556921323,752602,4568
X,1556921323,752131,10231
X,1556921324,752185,7333
X,1556921324,751679,4735
X,1556921325,752395,5519
X,1556921325,751936,6880
X,1556921326,751489,13565
X,1556921327,752222,4584
X,1556921327,752141,3655
X,1556921328,752610,2789
X,1556921328,752391,6047
X,1556921329,751611,11992
X,1556921329,753153,7634
X,1556921330,752393,24352
X,1556921331,752886,12651
X,1556921331,752177,4995
X,1556921332,751792,6104
X,1556921332,751635,6560
X,1556921333,751479,16838
X,1556921333,751578,4803
P,1556921334,5223
X,1556921334,751112,4410
X,1556921334,751480,4879
X,1556921335,751593,3613
X,1556921336,751364,4978
X,1556921336,751489,5176
X,1556921337,751334,7392
X,1556921337,751519,4319
X,1556921338,751144,2939
X,1556921338,750822,3556
X,1556921339,751128,3095
X,1556921340,751030,3544
X,1556921340,750859,4909
X,1556921341,751184,3674
X,1556921341,751296,6245
X,1556921342,750316,11976
X,1556921342,750495,16999
X,1556921343,753803,18142
X,1556921344,751220,30131
X,1556921344,751637,11886
X,1556921345,752041,18276
X,1556921345,751964,5003
X,1556921346,751749,6265
X,1556921346,751733,7417
X,1556921347,751679,4587
X,1556921348,751708,5418
X,1556921348,751603,6075
X,1556921349,751401,3039
X,1556921349,751703,5795
X,1556921350,751702,6709
X,1556921350,751807,4683
X,1556921351,751571,5765
X,1556921352,750863,15833
X,1556921352,752371,15546
X,1556921353,751229,15775
X,1556921353,751495,8540
X,1556921354,752655,9305
X,1556921354,750897,8861
X,1556921355,751214,4387
X,1556921355,751092,5179
X,1556921356,751111,5704
X,1556921357,751097,5990
X,1556921357,750988,10224
X,1556921358,750991,5627
X,1556921358,750707,26796
X,1556921359,751460,10671
X,1556921359,750779,11391
X,1556921359,750756,7332
X,1556921360,751191,6211
X,1556921360,751243,7068
X,1556921361,750325,19207
X,1556921361,751142,12989
X,1556921362,749546,27692
X,1556921362,751494,10217
P,1556921363,5237
X,1556921363,750863,18500
X,1556921364,750593,21319
X,1556921364,750460,53832
X,1556921365,750928,6271
X,1556921365,750859,6600
X,1556921366,750609,4822
X,1556921366,750688,13098
X,1556921367,750533,14845
X,1556921368,750701,11908
X,1556921368,752112,12994
X,1556921369,748764,24401
X,1556921369,752237,21674
X,1556921370,752970,16051
X,1556921370,751253,28958
X,1556921371,751235,17236
X,1556921371,751456,6963
X,1556921372,750691,5877
X,1556921373,751298,4475
X,1556921373,750851,7123
X,1556921374,750791,6319
X,1556921374,750929,5031
X,1556921375,750554,4298
X,1556921375,751554,7845
X,1556921376,750753,18783
X,1556921377,750813,7601
X,1556921377,750741,33954
X,1556921378,751737,13992
X,1556921378,751834,7645
X,1556921379,750953,6946
X,1556921379,751555,10326
X,1556921380,751298,6183
X,1556921381,750973,12655
X,1556921381,750834,8089
X,1556921382,750511,3717
X,1556921382,751479,4065
X,1556921383,751418,4904
X,1556921383,750558,4770
X,1556921384,750494,11884
X,1556921385,751689,8761
X,1556921385,750169,6443
X,1556921386,751504,16093
X,1556921386,748868,23840
