2,764333,26751
X,1557455492,763946,27756
X,1557455493,764117,19470
X,1557455494,763050,37933
X,1557455494,761887,19295
X,1557455495,764042,13995
X,1557455495,758665,31193
X,1557455496,765805,15528
X,1557455496,759624,11521
X,1557455497,756177,16861
X,1557455498,759504,24584
X,1557455498,766033,42720
X,1557455499,752534,64713
X,1557455499,779316,28992
X,1557455500,762157,21083
X,1557455500,764365,15630
X,1557455501,762226,26102
X,1557455502,766525,37731
X,1557455502,765190,42329
X,1557455503,764193,47388
X,1557455503,766349,54965
X,1557455504,767833,59977
X,1557455504,767864,40861
X,1557455505,767118,57038
X,1557455506,764182,2789
X,1557455506,764707,62683
X,1557455507,765717,8640
X,1557455507,768417,37132
X,1557455508,761980,35606
X,1557455508,765360,20639
X,1557455508,766202,4064
X,1557455508,765363,13631
X,1557455509,765407,6721
X,1557455510,765106,29094
X,1557455510,765563,5378
X,1557455511,765716,7542
X,1557455511,766511,5681
X,1557455512,765529,13164
X,1557455512,766034,5411
X,1557455513,765476,17989
X,1557455514,766143,9161
X,1557455514,765776,20767
X,1557455515,765360,1233
X,1557455515,743139,19465
X,1557455516,421917,11731
X,1557455516,275117,13783
X,1557455517,273767,1334
X,1557455518,273967,456
X,1557455518,274043,175
X,1557455519,273952,135
P,1557455519,5204
X,1557455519,273829,185
X,1557455520,273787,103
X,1557455520,273737,146
X,1557455521,273687,132
X,1557455522,273658,187
X,1557455522,273586,83
O,1557455523,273597,83
O,1557455523,273568,159
O,1557455524,273534,68
O,1557455524,273491,151
O,1557455525,273514,85
O,1557455526,273534,125
O,1557455526,273502,119
O,1557455527,273497,140
O,1557455527,273462,104
O,1557455528,273489,74
O,1557455528,273476,111
O,1557455529,273457,94
O,1557455529,273453,71
O,1557455530,273463,81
O,1557455531,273456,86
O,1557455531,273465,123
O,1557455532,273480,127
O,1557455532,273500,111
O,1557455533,273474,64
O,1557455533,273496,104
O,1557455534,273491,112
O,1557455535,273475,101
O,1557455535,273493,82
O,1557455536,273507,114
O,1557455536,273484,115
O,1557455537,273391,155
O,1557455537,273402,126
O,1557455538,273474,122
O,1557455539,273440,104
O,1557455539,273417,112
O,1557455540,273407,140
O,1557455540,273393,80
O,1557455541,273379,122
O,1557455541,273366,89
O,1557455542,273370,77
O,1557455543,273393,95
O,1557455543,273386,36
O,1557455544,273396,103
O,1557455544,273407,81
O,1557455545,273438,115
O,1557455545,273429,149
O,1557455546,273443,87
O,1557455546,273448,70
O,1557455547,273442,95
O,1557455548,273449,93
O,1557455548,273466,87
O,1557455549,273458,140
P,1557455549,5203
O,1557455549,273467,104
O,1557455549,273438,125
O,1557455549,273417,95
O,1557455550,273454,86
O,1557455551,273454,88
O,1557455551,273458,117
O,1557455552,273475,103
O,1557455552,273479,124
O,1557455553,273489,80
O,1557455553,273512,99
O,1557455554,273488,71
O,1557455555,273476,75
O,1557455555,273466,131
O,1557455556,273478,114
O,1557455556,273454,135
O,1557455557,273471,87
O,1557455557,273479,77
O,1557455558,273512,135
O,1557455559,273462,140
O,1557455559,273433,98
O,1557455560,273429,92
O,1557455560,273428,119
O,1557455561,273377,87
O,1557455561,273366,102
O,1557455562,273395,97
O,1557455562,273396,119
O,1557455563,273420,97
O,1557455564,273388,109
O,1557455564,273348,182
O,1557455565,273366,131
O,1557455565,273380,52
O,1557455566,273414,142
O,1557455566,273402,113
O,1557455567,273433,85
O,1557455568,273410,140
O,1557455568,273436,105
O,1557455569,273447,94
O,1557455569,273404,149
O,1557455570,273419,119
O,1557455570,273402,117
O,1557455571,273462,109
O,1557455572,273463,115
O,1557455572,273479,91
T,1557455572,2828
P,1557455578,5213
P,1557455607,5213
P,1557455636,5213
P,1557455666,5214
P,1557455695,5214
P,1557455724,5213
P,1557455754,5213
P,1557455784,5211
P,1557455813,5213
P,1557455842,5213
P,1557455872,5213
P,1557455901,5214
P,1557455930,5213
P,1557455959,5211
P,1557455989,5211
P,1557456018,5213
P,1557456048,5213
P,1557456078,5213
P,1557456107,5204
