1556315768,709897,47515
X,1556315769,712810,59196
X,1556315769,712267,54630
P,1556315769,5292
X,1556315770,711852,15277
X,1556315770,709966,35822
X,1556315771,712581,37627
X,1556315771,711610,10623
X,1556315772,713192,4296
X,1556315772,712498,6813
X,1556315773,712767,4222
X,1556315774,712259,45259
X,1556315774,712698,18290
X,1556315775,602194,50601
X,1556315775,265863,16677
X,1556315776,263865,1088
X,1556315776,263815,916
X,1556315777,263643,218
X,1556315778,263488,86
X,1556315778,263449,87
X,1556315779,263434,167
X,1556315779,263368,142
X,1556315780,263321,113
X,1556315780,263315,148
X,1556315781,263305,177
O,1556315782,263285,82
O,1556315782,263346,118
O,1556315783,263327,121
O,1556315783,263289,63
O,1556315784,263307,113
O,1556315784,263305,155
O,1556315785,263276,98
O,1556315786,263267,93
O,1556315786,263262,84
O,1556315787,263224,59
O,1556315787,263231,101
O,1556315788,263223,87
O,1556315788,263193,121
O,1556315789,263183,93
O,1556315789,263185,45
O,1556315790,263216,78
O,1556315791,263212,90
O,1556315791,263220,81
O,1556315792,263218,71
O,1556315792,263185,100
O,1556315793,263177,125
O,1556315793,263171,76
O,1556315794,263174,67
O,1556315795,263159,85
O,1556315795,263167,107
O,1556315796,263163,58
O,1556315796,263136,94
O,1556315797,263154,177
O,1556315797,263116,118
O,1556315798,263135,81
O,1556315799,263138,71
O,1556315799,263154,94
P,1556315800,5258
O,1556315800,263130,99
O,1556315800,263131,73
O,1556315800,263122,165
O,1556315800,263138,101
O,1556315801,263151,69
O,1556315802,263151,125
O,1556315802,263190,104
O,1556315803,263212,133
O,1556315803,263251,62
O,1556315804,263279,133
O,1556315804,263293,55
O,1556315805,263283,82
O,1556315805,263283,110
O,1556315806,263277,78
O,1556315807,263275,88
O,1556315807,263274,123
O,1556315808,263291,90
O,1556315808,263263,129
O,1556315809,263223,59
O,1556315809,263199,139
O,1556315810,263167,98
O,1556315811,263161,113
O,1556315811,263220,131
O,1556315812,263209,101
O,1556315812,263096,66
O,1556315813,263192,114
O,1556315813,263192,99
O,1556315814,263220,112
O,1556315815,263190,107
O,1556315815,263119,168
O,1556315816,263136,89
O,1556315816,263153,77
O,1556315817,263172,90
O,1556315817,263193,65
O,1556315818,263174,71
O,1556315819,263189,116
O,1556315819,263212,104
O,1556315820,263201,72
O,1556315820,263219,100
O,1556315821,263196,113
O,1556315821,263211,116
O,1556315822,263214,109
O,1556315822,263215,126
O,1556315823,263212,74
O,1556315824,263226,125
O,1556315824,263236,84
O,1556315825,263236,125
O,1556315825,263306,78
O,1556315826,263335,127
O,1556315826,263321,90
O,1556315827,263315,105
O,1556315828,263349,68
O,1556315828,263341,101
P,1556315829,5291
O,1556315829,263317,81
O,1556315829,263326,118
O,1556315830,263327,88
O,1556315830,263287,111
O,1556315831,263271,71
T,1556315831,2828
D,1556315844,539136
R,1556315844,700D9DFE1
R,1556315844,700D9DFE1
R,1556315844,700D9DFE1
X,1556315846,711350,16973
X,1556315847,712576,22465
X,1556315847,712964,30672
X,1556315848,714418,43192
X,1556315848,709973,26538
X,1556315849,711717,6449
X,1556315850,709859,21409
X,1556315850,713236,25460
X,1556315851,710666,23892
X,1556315851,710365,41143
X,1556315852,711248,9971
X,1556315852,709315,15942
X,1556315853,710596,9992
X,1556315853,709757,17111
X,1556315854,708680,26286
X,1556315855,709934,30576
X,1556315855,709559,13783
X,1556315856,710340,25764
X,1556315856,709847,6862
X,1556315857,710575,8592
X,1556315857,711033,53855
P,1556315858,5291
X,1556315858,709236,16767
X,1556315859,709735,6759
X,1556315859,711505,20578
X,1556315860,705568,24894
X,1556315860,707471,39251
X,1556315861,716834,43350
X,1556315861,709316,19424
X,1556315862,709206,9088
X,1556315863,710109,14397
X,1556315863,713035,39358
X,1556315864,708253,1363
X,1556315864,702580,58487
X,1556315865,715553,163
X,1556315865,615352,37212
X,1556315866,312840,62403
X,1556315867,265829,3419
X,1556315867,264773,1908
X,1556315868,264620,155
