H,1550101231,45499
P,1550101231,5130
P,1550101260,5127
P,1550101290,5130
P,1550101319,5128
P,1550101349,5129
P,1550101378,5129
P,1550101407,5129
P,1550101437,5129
P,1550101466,5129
P,1550101495,5130
P,1550101524,5129
P,1550101554,5127
P,1550101584,5129
P,1550101613,5130
P,1550101642,5128
P,1550101672,5130
P,1550101701,5129
P,1550101730,5130
P,1550101760,5129
P,1550101789,5128
P,1550101818,5127
P,1550101847,5129
P,1550101878,5129
P,1550101907,5129
P,1550101937,5130
P,1550101967,5130
P,1550101996,5130
P,1550102025,5130
P,1550102054,5128
P,1550102084,5130
P,1550102113,5128
P,1550102142,5129
P,1550102173,5129
P,1550102202,5127
P,1550102231,5127
P,1550102260,5129
P,1550102290,5129
P,1550102319,5127
P,1550102348,5128
P,1550102378,5129
P,1550102407,5128
P,1550102436,5130
P,1550102466,5129
P,1550102496,5128
P,1550102525,5127
P,1550102554,5128
P,1550102584,5130
O,1550102595,73636,411
O,1550102595,73643,155
O,1550102596,73612,141
O,1550102596,73655,108
O,1550102597,73679,237
O,1550102598,73675,371
O,1550102598,73608,304
O,1550102599,73698,176
O,1550102599,73657,239
O,1550102600,73663,197
O,1550102600,73665,201
O,1550102601,73706,212
O,1550102602,73710,158
O,1550102602,73702,171
O,1550102603,73669,200
O,1550102603,73635,94
O,1550102604,73655,179
O,1550102604,73667,118
O,1550102605,73615,171
O,1550102606,73652,282
O,1550102606,73610,201
O,1550102607,73618,210
O,1550102607,73608,190
O,1550102608,73637,88
O,1550102608,73629,247
O,1550102609,73661,267
O,1550102610,73712,174
O,1550102610,73678,72
O,1550102611,73708,259
O,1550102611,73710,125
O,1550102612,73717,110
O,1550102612,73676,69
O,1550102613,73687,150
P,1550102613,5121
O,1550102613,73733,111
O,1550102614,73711,139
O,1550102615,73717,103
O,1550102615,73669,147
O,1550102616,73620,143
O,1550102616,73609,93
O,1550102617,73619,174
O,1550102617,73635,125
O,1550102618,73559,149
O,1550102619,73514,93
O,1550102619,73528,125
O,1550102620,73562,87
O,1550102620,73565,95
O,1550102621,73593,134
O,1550102621,73615,157
O,1550102622,73596,130
O,1550102623,73635,64
O,1550102623,73633,121
O,1550102624,73617,126
O,1550102624,73604,88
O,1550102625,73600,256
O,1550102625,73624,236
O,1550102626,73615,164
O,1550102627,73636,153
O,1550102627,73639,206
O,1550102627,73558,239
O,1550102627,73589,95
O,1550102628,73535,79
O,1550102628,73538,97
O,1550102629,73529,62
O,1550102629,73580,223
O,1550102630,73610,261
O,1550102631,73576,65
O,1550102631,73584,114
O,1550102632,73603,95
O,1550102632,73593,164
O,1550102633,73607,152
O,1550102633,73610,77
O,1550102634,73571,85
O,1550102635,73603,52
O,1550102635,73596,127
O,1550102636,73586,98
O,1550102636,73587,148
O,1550102637,73616,131
O,1550102637,73640,101
O,1550102638,73614,95
O,1550102639,73624,175
O,1550102639,73653,175
O,1550102640,73599,155
O,1550102640,73605,92
O,1550102641,73598,121
O,1550102641,73598,80
O,1550102642,73591,84
P,1550102642,5121
O,1550102642,73629,94
O,1550102643,73583,111
O,1550102644,73568,85
O,1550102644,73579,142
O,1550102645,73608,70
O,1550102645,73608,144
O,1550102646,73596,148
O,1550102646,73619,138
O,1550102647,73559,85
O,1550102648,73553,108
O,1550102648,73627,86
O,1550102649,73669,140
O,1550102649,73645,234
O,1550102650,73614,114
O,1550102650,73576,89
T,1550102651,2736
P,1550102671,5128
P,1550102701,5128
P,1550102730,5129
P,1550102760,5129
P,1550102790,5127
P,1550102819,5126
P,1550102848,5129
P,1550102877,5126
P,1550102907,5129
P,1550102936,5129
P,1550102965,5128
P,1550102995,5128
P,1550103024,5128
P,1550103054,5127
P,1550103083,5128
P,1550103113,5127
P,1550103142,5129
P,1550103171,5128
P,1550103201,5130
P,1550103230,5129
P,1550103259,5129
P,1550103288,5128
P,1550103318,5127
P,1550103348,5128
P,1550103377,5129
P,1550103406,5127
P,1550103436,5129
P,1550103465,5129
P,1550103494,5128
P,1550103524,5127
P,1550103553,5127
P,1550103582,5129
P,1550103611,5128
P,1550103642,5128
P,1550103671,5129
P,1550103700,5128
P,1550103730,5129
P,1550103759,5129
P,1550103788,5128
P,1550103817,5129
P,1550103847,5129
P,1550103876,5128
P,1550103905,5129
P,1550103936,5130
P,1550103965,5129
P,1550103994,5127
P,1550104023,5127
P,1550104053,5129
P,1550104082,5127
P,1550104111,5128
P,1550104141,5128
P,1550104170,5127
P,1550104199,5129
P,1550104229,5126
