H,1550084664,45499
X,1550084664,428465,1721
X,1550084665,428629,957
X,1550084665,428600,886
X,1550084666,428739,952
X,1550084666,428663,829
X,1550084667,428651,671
X,1550084667,428632,676
X,1550084668,428614,1439
X,1550084669,428651,1418
X,1550084669,428566,1325
X,1550084670,428472,1256
X,1550084670,428504,637
X,1550084671,428475,585
X,1550084671,428418,965
X,1550084672,428644,724
X,1550084672,428574,615
X,1550084673,428545,921
X,1550084674,428491,767
X,1550084674,428531,897
X,1550084675,428517,628
X,1550084675,428401,1141
X,1550084676,428536,985
A,1550084676,428568,321
T,1550084676,2772
U,1550084676,0
X,1550084678,428521,608
X,1550084678,428523,684
X,1550084679,428405,841
X,1550084680,428610,1130
X,1550084680,428555,1177
X,1550084681,428547,1257
X,1550084681,428551,946
X,1550084682,428581,21814
P,1550084682,5127
X,1550084682,428774,2169
X,1550084683,428560,722
X,1550084683,428510,646
X,1550084684,428425,791
X,1550084685,428456,754
X,1550084685,428444,659
X,1550084686,428457,701
X,1550084686,428418,507
X,1550084687,428360,709
X,1550084687,428388,2087
X,1550084688,428081,6267
X,1550084689,429233,11538
X,1550084689,427605,24839
X,1550084690,428328,26592
X,1550084690,428462,17207
X,1550084691,428428,25143
X,1550084691,426652,13206
X,1550084692,429664,13707
X,1550084693,428260,841
X,1550084693,428453,6938
X,1550084694,428475,3009
X,1550084694,428354,1486
X,1550084695,429124,7582
X,1550084695,427251,44389
X,1550084696,428688,2541
X,1550084697,428468,1809
X,1550084697,428116,2188
X,1550084698,428888,2538
X,1550084698,428233,4993
X,1550084699,428294,12198
X,1550084699,428327,27317
X,1550084700,429456,3120
X,1550084700,428358,10599
X,1550084701,428547,4608
X,1550084702,428414,1186
X,1550084702,428459,1355
X,1550084703,428517,1190
X,1550084703,428424,775
X,1550084703,428314,1530
X,1550084703,428473,890
X,1550084704,428425,982
X,1550084705,428445,1496
X,1550084705,428380,1139
X,1550084706,428406,670
X,1550084706,428262,1326
X,1550084707,428461,990
X,1550084707,428408,818
X,1550084708,428393,722
A,1550084708,428444,300
T,1550084708,2772
U,1550084708,0
X,1550084710,428450,1676
X,1550084710,428448,1080
X,1550084711,428495,654
P,1550084711,5126
X,1550084712,428381,1438
X,1550084712,428438,810
X,1550084713,428398,664
X,1550084713,428394,912
X,1550084714,428404,603
X,1550084714,428414,1339
X,1550084715,428397,772
X,1550084716,428463,776
X,1550084716,428418,697
X,1550084717,428382,1113
X,1550084717,428400,1010
X,1550084718,428409,1009
X,1550084718,428380,1018
X,1550084719,428388,597
X,1550084720,428363,847
X,1550084720,428290,944
X,1550084721,428314,842
X,1550084721,428311,1056
X,1550084722,428381,576
X,1550084722,428314,791
X,1550084723,428268,623
X,1550084724,428284,711
X,1550084724,428422,959
X,1550084725,428330,1003
X,1550084725,428388,785
X,1550084726,428325,1065
X,1550084726,428345,571
X,1550084727,428360,872
A,1550084727,428376,227
T,1550084727,2772
U,1550084727,0
X,1550084729,428452,747
X,1550084729,428359,729
X,1550084730,428341,648
X,1550084731,428357,779
X,1550084731,428261,1718
X,1550084732,428391,750
X,1550084732,428375,1474
X,1550084733,428398,582
X,1550084733,428340,748
X,1550084734,428350,768
X,1550084735,428331,714
X,1550084735,428440,1686
X,1550084736,428397,723
X,1550084736,428462,1092
X,1550084737,428392,925
X,1550084737,428330,781
X,1550084738,428334,1093
X,1550084739,428283,1081
X,1550084739,428316,784
X,1550084740,428333,1052
X,1550084740,428248,413
X,1550084741,428302,761
P,1550084741,5127
X,1550084741,428251,720
X,1550084742,428284,709
X,1550084742,428270,1143
X,1550084743,428399,1040
X,1550084744,428397,1195
X,1550084744,428363,693
X,1550084744,428379,877
X,1550084744,428425,614
A,1550084744,428350,204
T,1550084744,2772
U,1550084745,0
X,1550084746,428599,885
X,1550084747,428551,447
X,1550084747,428614,642
X,1550084748,428504,1408
X,1550084749,428446,836
X,1550084749,428484,1263
X,1550084750,428481,425
X,1550084750,428446,448
X,1550084751,428467,800
X,1550084751,428420,1538
X,1550084752,428467,707
X,1550084753,428495,859
X,1550084753,428397,371
X,1550084754,428446,788
X,1550084754,428413,615
X,1550084755,428377,717
X,1550084755,428412,973
X,1550084756,428401,824
X,1550084756,428380,934
X,1550084757,428374,973
