H,1551905682,274013
P,1551905682,5274
P,1551905711,5276
P,1551905740,5277
P,1551905769,5276
P,1551905799,5275
P,1551905829,5278
P,1551905858,5277
P,1551905888,5277
P,1551905917,5276
P,1551905946,5278
P,1551905975,5276
P,1551906005,5277
P,1551906034,5278
P,1551906063,5276
P,1551906093,5277
P,1551906123,5277
P,1551906152,5280
P,1551906181,5278
P,1551906211,5278
P,1551906240,5278
P,1551906269,5277
P,1551906299,5275
P,1551906328,5277
P,1551906357,5277
P,1551906386,5277
P,1551906417,5277
P,1551906446,5278
P,1551906475,5275
P,1551906505,5278
P,1551906534,5274
P,1551906563,5277
P,1551906592,5276
P,1551906622,5276
P,1551906651,5275
P,1551906680,5276
P,1551906710,5278
P,1551906740,5277
P,1551906769,5274
P,1551906798,5275
P,1551906828,5274
P,1551906857,5276
P,1551906886,5277
P,1551906915,5274
P,1551906945,5276
P,1551906974,5276
P,1551907004,5275
P,1551907034,5274
P,1551907063,5276
P,1551907092,5275
P,1551907121,5276
O,1551907131,268972,3661
O,1551907132,266881,6391
O,1551907133,267363,5046
O,1551907133,267487,7115
O,1551907134,268529,2543
O,1551907134,268117,6345
O,1551907135,269025,3098
O,1551907135,269978,3455
O,1551907136,270761,6236
O,1551907137,269566,4484
O,1551907137,269772,2749
O,1551907138,269925,2929
O,1551907138,269904,4174
O,1551907139,269305,4306
O,1551907139,269636,2524
O,1551907140,268973,7102
O,1551907140,269116,1751
O,1551907141,269529,2087
O,1551907142,270131,3847
O,1551907142,270176,4651
O,1551907143,270192,2215
O,1551907143,270354,3044
O,1551907144,271364,3081
O,1551907144,270922,2994
O,1551907145,270526,3050
O,1551907146,271065,1825
O,1551907146,270531,2263
O,1551907147,270458,3155
O,1551907147,270292,2085
O,1551907148,270693,2581
O,1551907148,270391,2699
O,1551907149,269656,3217
O,1551907150,270139,2165
O,1551907150,270433,3604
O,1551907151,271342,2995
P,1551907151,5266
O,1551907151,270699,2689
O,1551907152,270778,3361
O,1551907152,269636,2944
O,1551907153,270799,3077
O,1551907153,270633,2457
O,1551907154,270138,2482
O,1551907155,269905,3346
O,1551907155,270539,2327
O,1551907156,270153,2711
O,1551907156,269737,2820
O,1551907157,269791,2665
O,1551907157,270821,6972
O,1551907158,270540,2564
O,1551907159,269695,2846
O,1551907159,269313,2786
O,1551907160,270443,3030
O,1551907160,269993,3505
O,1551907161,269977,3067
O,1551907161,270536,2353
O,1551907161,270703,2357
O,1551907162,270405,3032
O,1551907162,271102,3954
O,1551907163,271082,3287
O,1551907163,270476,2422
O,1551907164,270797,2086
O,1551907164,270280,3558
O,1551907165,269758,4356
O,1551907166,270890,3185
O,1551907166,270244,2643
O,1551907167,270020,2843
O,1551907167,269774,2179
O,1551907168,270961,1876
O,1551907168,271499,968
O,1551907169,270309,1732
O,1551907169,270267,2118
O,1551907170,270127,1849
O,1551907171,270438,1785
O,1551907171,270339,2021
O,1551907172,270840,2431
O,1551907172,270621,1071
O,1551907173,270196,4548
O,1551907173,271008,2392
O,1551907174,270668,2906
O,1551907175,269938,2516
O,1551907175,269832,3535
O,1551907176,270856,2633
O,1551907176,270189,2571
O,1551907177,269876,3832
O,1551907177,270148,3633
O,1551907178,269771,4201
O,1551907179,269254,4215
O,1551907179,269664,3475
O,1551907180,269918,3123
P,1551907180,5268
O,1551907180,271313,3502
O,1551907181,270169,3647
O,1551907181,271016,3617
O,1551907182,270258,4345
O,1551907183,269790,3351
O,1551907183,269675,3055
O,1551907184,270424,4315
O,1551907184,271195,1725
O,1551907185,270248,2698
O,1551907185,270504,3249
O,1551907186,270294,3059
O,1551907186,269670,3903
O,1551907187,269475,3943
T,1551907187,2803
P,1551907209,5278
P,1551907239,5276
P,1551907268,5276
P,1551907298,5276
P,1551907327,5276
P,1551907357,5274
P,1551907386,5275
P,1551907415,5274
P,1551907445,5275
P,1551907474,5275
P,1551907503,5277
P,1551907532,5272
P,1551907562,5276
P,1551907592,5273
P,1551907621,5277
P,1551907651,5274
P,1551907680,5274
P,1551907709,5277
P,1551907738,5276
P,1551907768,5275
P,1551907797,5276
P,1551907826,5277
P,1551907856,5276
P,1551907886,5276
P,1551907915,5276
P,1551907944,5276
P,1551907974,5276
P,1551908003,5276
P,1551908032,5274
P,1551908062,5274
P,1551908091,5275
P,1551908120,5273
P,1551908149,5273
P,1551908180,5275
P,1551908210,5273
P,1551908239,5276
P,1551908269,5274
P,1551908298,5276
P,1551908327,5275
P,1551908356,5274
P,1551908386,5275
P,1551908415,5273
P,1551908444,5275
P,1551908474,5275
P,1551908504,5274
P,1551908533,5275
P,1551908562,5274
P,1551908592,5274
P,1551908621,5275
P,1551908650,5274
P,1551908679,5273
