H,1553045186,147519
T,1553045186,2755
R,1553045186,700D9B77F
X,1553045187,427379,926
X,1553045188,427399,877
X,1553045189,427211,754
X,1553045189,427271,4575
X,1553045190,427303,632
X,1553045190,427447,1004
X,1553045191,427554,1053
X,1553045191,427547,784
X,1553045192,427617,778
X,1553045193,427602,675
X,1553045193,427697,803
X,1553045194,427608,1060
X,1553045194,427521,579
X,1553045195,427478,637
X,1553045195,427516,876
X,1553045196,427616,910
X,1553045197,427685,803
X,1553045197,427637,671
X,1553045198,427695,555
X,1553045198,427797,904
X,1553045199,427883,741
X,1553045199,427929,793
X,1553045200,427821,677
X,1553045201,427801,706
A,1553045201,427606,718
T,1553045201,2755
R,1553045201,700D9B77F
X,1553045202,428075,544
X,1553045203,428009,594
X,1553045204,428044,668
X,1553045204,428110,919
X,1553045205,427993,863
X,1553045205,428049,850
X,1553045206,427806,732
X,1553045206,427765,831
X,1553045207,427876,902
X,1553045208,427905,935
X,1553045208,427752,653
X,1553045209,427901,789
X,1553045209,428111,632
P,1553045209,5040
X,1553045210,428172,841
X,1553045210,428057,639
X,1553045211,428320,797
X,1553045212,428903,1188
X,1553045212,428831,1248
X,1553045213,429007,1020
X,1553045213,428085,747
X,1553045214,427768,723
X,1553045214,427843,1059
X,1553045215,427889,1148
X,1553045216,427937,745
X,1553045216,427909,976
A,1553045216,427982,568
T,1553045216,2755
R,1553045216,700D9B77F
X,1553045217,427772,988
X,1553045218,427767,736
X,1553045218,427356,1056
X,1553045219,427376,1166
X,1553045219,427275,1399
X,1553045220,426959,4223
X,1553045220,426215,2864
X,1553045221,426015,13537
X,1553045222,426660,863
X,1553045222,426801,1535
X,1553045223,427597,1965
X,1553045223,426946,2776
X,1553045224,426785,1499
X,1553045224,427585,646
X,1553045225,427698,639
X,1553045226,427947,612
X,1553045226,428353,585
X,1553045227,428727,920
X,1553045227,428582,1055
X,1553045228,428021,1051
X,1553045228,428092,846
X,1553045229,427695,605
X,1553045230,427738,774
X,1553045230,427621,1055
X,1553045231,427419,456
X,1553045231,427651,905
X,1553045232,427923,803
X,1553045232,428178,800
X,1553045233,428028,656
X,1553045234,427972,305
X,1553045234,428215,625
X,1553045235,427940,748
X,1553045235,427595,580
A,1553045235,427847,2067
T,1553045235,2755
R,1553045236,700D9B77F
X,1553045237,427401,642
X,1553045238,427525,615
X,1553045238,427123,733
P,1553045238,5040
X,1553045239,427072,521
X,1553045239,427212,805
X,1553045240,426699,1071
X,1553045241,426958,1030
X,1553045241,426947,473
X,1553045242,427403,540
X,1553045242,427229,695
X,1553045243,427046,911
X,1553045243,427199,786
X,1553045244,426751,923
X,1553045245,427687,735
X,1553045245,427431,815
X,1553045246,427357,782
X,1553045246,427142,694
X,1553045247,427202,561
X,1553045247,427439,892
X,1553045248,427689,868
X,1553045249,427640,761
X,1553045249,427530,676
A,1553045249,427301,938
T,1553045249,2755
R,1553045249,700D9B77F
X,1553045251,429075,750
X,1553045252,429841,977
X,1553045252,428602,2422
X,1553045253,428490,1146
X,1553045253,427790,1020
X,1553045254,427810,537
X,1553045254,427370,504
X,1553045255,427368,970
X,1553045256,427498,717
X,1553045256,427250,718
X,1553045257,427490,557
X,1553045257,427804,902
X,1553045258,428051,530
X,1553045258,427668,678
X,1553045258,427456,1146
X,1553045259,427470,564
X,1553045259,427431,475
X,1553045260,427483,771
X,1553045260,427316,18725
X,1553045261,427851,2768
X,1553045261,427834,782
X,1553045262,428242,811
X,1553045263,428135,810
X,1553045263,427800,1243
X,1553045264,427488,1042
X,1553045264,426963,2743
X,1553045265,427414,3164
X,1553045265,427204,919
X,1553045266,427093,1012
X,1553045267,427059,662
X,1553045267,427082,382
A,1553045267,427758,2782
T,1553045267,2755
R,1553045267,700D9B77F
P,1553045268,4917
X,1553045269,427150,1008
X,1553045270,427376,669
X,1553045270,427690,568
X,1553045271,427719,550
X,1553045271,427549,755
X,1553045272,427562,761
X,1553045272,427515,565
X,1553045273,427474,485
X,1553045274,427637,501
X,1553045274,427647,993
X,1553045275,427697,666
X,1553045275,427485,592
X,1553045276,427466,572
X,1553045276,427323,471
X,1553045277,427329,732
X,1553045278,427429,453
X,1553045278,427485,443
