,,362190,912
X,1559689389,362290,615
X,1559689390,362263,828
X,1559689390,362438,849
X,1559689391,362395,717
X,1559689392,362508,1061
X,1559689392,362477,885
X,1559689393,362254,1008
X,1559689393,362494,656
X,1559689394,362658,1287
X,1559689394,362414,1817
X,1559689395,362631,801
X,1559689395,362510,845
A,1559689395,362338,676
T,1559689396,2957
P,1559689396,5170
X,1559689397,362628,937
X,1559689398,362486,576
X,1559689399,362477,386
X,1559689399,362596,640
X,1559689400,362460,763
X,1559689400,362496,711
X,1559689401,362547,755
X,1559689401,362482,844
X,1559689402,362534,732
X,1559689403,362490,431
X,1559689403,362465,408
X,1559689404,362477,820
X,1559689404,362596,727
X,1559689405,362547,523
X,1559689405,362483,709
X,1559689406,362211,8712
X,1559689407,362284,1016
X,1559689407,362354,1064
X,1559689408,362373,673
X,1559689408,362243,577
X,1559689409,362404,1049
X,1559689409,362407,535
X,1559689410,362297,1013
X,1559689411,362245,864
X,1559689411,362167,684
A,1559689411,362459,461
T,1559689411,2958
X,1559689413,362352,1113
X,1559689414,362293,726
X,1559689414,362340,765
X,1559689415,362345,909
X,1559689415,362317,1021
X,1559689416,362289,707
X,1559689416,362291,889
X,1559689417,362305,784
X,1559689417,362273,2231
X,1559689417,362576,4597
X,1559689418,362414,794
X,1559689418,362361,807
X,1559689419,362377,565
X,1559689419,362352,783
X,1559689420,362267,481
X,1559689421,362324,560
X,1559689421,362347,689
X,1559689422,362466,1347
X,1559689422,362477,827
X,1559689423,362423,625
X,1559689423,362339,860
X,1559689424,362375,620
X,1559689425,362344,472
X,1559689425,362386,911
P,1559689426,5198
X,1559689426,362255,595
A,1559689426,362345,222
T,1559689426,2957
X,1559689428,362197,833
X,1559689428,362131,978
X,1559689429,361761,459
X,1559689429,361869,866
X,1559689430,361888,708
X,1559689431,362231,941
X,1559689431,362217,856
X,1559689432,362199,695
X,1559689432,362252,701
X,1559689433,362316,546
X,1559689433,362542,1746
X,1559689434,361830,1800
X,1559689435,362353,1463
X,1559689435,362292,1553
X,1559689436,362380,956
