H,1552512294,147519
R,1552512294,700D9B77F
X,1552512295,395595,533
X,1552512296,395440,423
X,1552512297,395351,539
X,1552512297,395065,498
X,1552512298,395103,241
X,1552512298,395515,649
X,1552512299,396182,2700
X,1552512299,393163,2886
X,1552512300,393094,1178
X,1552512301,392890,802
X,1552512301,392699,392
X,1552512302,392718,354
X,1552512302,392807,664
X,1552512303,392910,583
X,1552512303,392977,1285
X,1552512304,392629,433
X,1552512305,392533,322
X,1552512305,393723,15691
X,1552512306,396662,1287
X,1552512306,396686,623
X,1552512307,396367,527
X,1552512307,396239,1432
X,1552512308,395694,963
X,1552512309,396155,597
X,1552512309,396573,789
X,1552512310,396557,444
X,1552512310,395821,772
A,1552512310,394755,4153
T,1552512310,2779
R,1552512311,700D9B77F
X,1552512312,395557,1600
X,1552512313,395798,1582
X,1552512313,395645,686
X,1552512314,395191,636
X,1552512315,395250,385
X,1552512315,395618,381
X,1552512316,395668,647
X,1552512316,396452,1288
X,1552512317,396331,1371
X,1552512317,395981,1364
X,1552512318,396303,751
P,1552512318,5059
X,1552512318,395852,546
X,1552512319,395904,296
X,1552512320,396031,461
X,1552512320,396311,378
X,1552512320,396583,493
X,1552512320,396410,1031
X,1552512321,395982,615
X,1552512321,395563,419
X,1552512322,395729,717
X,1552512323,395663,1057
X,1552512323,394948,1006
X,1552512324,395769,756
X,1552512324,395829,2091
X,1552512325,395015,1496
X,1552512325,394854,1329
X,1552512326,394321,1175
X,1552512327,394746,462
X,1552512327,394961,848
X,1552512328,394799,1587
X,1552512328,395701,460
X,1552512329,395530,1067
X,1552512329,395734,679
X,1552512330,395515,1011
X,1552512331,395478,997
A,1552512331,395700,1837
T,1552512331,2780
R,1552512331,700D9B77F
X,1552512333,396062,858
X,1552512333,394399,1824
X,1552512334,395443,1272
X,1552512334,395988,729
X,1552512335,395609,1483
X,1552512335,395394,792
X,1552512336,395769,363
X,1552512337,396198,612
X,1552512337,396249,415
X,1552512338,396277,939
X,1552512338,395724,610
X,1552512339,395882,411
X,1552512339,396054,338
X,1552512340,396102,740
X,1552512340,396449,610
X,1552512341,396324,457
X,1552512342,396375,645
X,1552512342,396568,967
X,1552512343,395766,764
X,1552512343,395506,564
X,1552512344,395598,387
X,1552512344,395355,826
X,1552512345,394836,547
A,1552512345,395923,1732
T,1552512345,2780
R,1552512345,700D9B77F
X,1552512347,396327,1407
P,1552512347,5058
X,1552512348,395615,698
X,1552512348,395188,717
X,1552512349,395084,579
X,1552512349,395305,329
X,1552512350,395293,406
X,1552512350,395399,694
X,1552512351,395798,735
X,1552512352,395611,1344
X,1552512352,395344,452
X,1552512353,395297,653
X,1552512353,395058,972
X,1552512354,394795,429
X,1552512354,394856,566
X,1552512355,395112,1169
X,1552512356,395081,1976
X,1552512356,394777,1273
X,1552512357,395112,688
X,1552512357,394668,584
X,1552512358,394695,363
X,1552512358,394320,475
X,1552512359,394329,657
X,1552512360,395067,1843
X,1552512360,395092,1423
X,1552512361,395016,650
X,1552512361,395020,301
X,1552512361,394754,654
A,1552512361,395047,1478
T,1552512361,2780
R,1552512361,700D9B77F
X,1552512363,395061,1100
X,1552512363,395658,655
X,1552512364,395346,433
X,1552512364,395225,415
X,1552512365,395034,304
X,1552512366,394758,406
X,1552512366,394821,583
X,1552512367,394939,617
X,1552512367,395496,635
X,1552512368,395550,917
X,1552512368,395067,1159
X,1552512369,395258,1229
X,1552512370,395597,843
X,1552512370,395309,742
X,1552512371,394939,975
X,1552512371,394491,567
X,1552512372,395445,1136
X,1552512372,394327,1432
X,1552512373,393574,1341
X,1552512374,393597,1478
X,1552512374,394971,633
X,1552512375,394667,520
X,1552512375,395123,445
X,1552512376,395114,929
P,1552512376,5056
X,1552512376,396034,566
X,1552512377,396305,1153
X,1552512378,395729,476
X,1552512378,395638,572
A,1552512378,395221,1543
T,1552512378,2780
R,1552512378,700D9B77F
X,1552512380,395709,924
X,1552512381,395696,556
X,1552512381,395672,1117
X,1552512382,395501,1088
X,1552512382,395267,291
X,1552512383,395445,474
X,1552512383,395430,563
X,1552512384,395431,507
X,1552512385,396356,953
X,1552512385,396649,439
X,1552512386,395757,486
X,1552512386,395690,569
X,1552512387,394715,971
X,1552512387,395026,1006
