,381520,622
X,1556230601,381558,313
X,1556230602,381560,571
X,1556230602,381575,615
X,1556230603,381545,600
X,1556230603,381493,642
X,1556230604,381570,509
X,1556230604,381600,474
X,1556230605,381604,476
A,1556230605,381548,297
T,1556230605,2852
P,1556230605,5385
U,1556230605,64657
X,1556230607,381422,758
X,1556230608,381479,586
X,1556230608,381495,536
X,1556230609,381482,526
X,1556230609,381484,537
X,1556230610,381493,757
X,1556230610,381367,534
X,1556230611,381443,541
X,1556230612,381543,514
X,1556230612,381495,640
X,1556230613,381611,534
X,1556230613,381551,553
X,1556230614,381324,741
X,1556230614,381398,879
X,1556230615,381388,534
X,1556230616,381436,681
X,1556230616,381393,524
X,1556230617,381445,501
X,1556230617,381367,576
X,1556230618,381328,710
A,1556230618,381447,287
T,1556230618,2852
U,1556230618,64657
X,1556230620,381408,630
X,1556230620,381429,493
X,1556230621,381486,1104
X,1556230621,381473,6921
X,1556230622,381644,7879
X,1556230623,381557,12407
X,1556230623,381382,3358
X,1556230624,381969,4829
X,1556230624,381696,1113
X,1556230625,381653,11951
X,1556230625,381555,856
X,1556230626,381575,769
X,1556230627,381456,547
X,1556230627,381525,497
X,1556230628,381451,904
X,1556230628,381353,545
X,1556230629,381470,422
X,1556230629,381487,475
X,1556230630,381486,872
X,1556230631,381278,5657
X,1556230631,381671,11452
X,1556230632,381207,11420
X,1556230632,381814,12816
X,1556230633,381089,14596
X,1556230633,381072,13459
X,1556230634,381501,4101
X,1556230634,381669,5892
X,1556230634,381915,15422
P,1556230634,5366
X,1556230635,380655,8621
X,1556230635,381391,9280
X,1556230636,382270,12170
X,1556230636,381609,4079
X,1556230637,381838,4117
X,1556230638,381508,3172
X,1556230638,381697,9439
X,1556230639,381364,10923
X,1556230639,381402,20692
X,1556230640,381484,10693
X,1556230640,381272,2314
X,1556230641,381395,3803
X,1556230642,381664,1165
X,1556230642,381554,864
X,1556230643,381539,435
X,1556230643,381644,767
X,1556230644,381594,686
X,1556230644,381593,905
X,1556230645,381585,711
X,1556230645,381598,385
X,1556230646,381567,949
X,1556230647,381604,723
A,1556230647,381523,291
T,1556230647,2852
U,1556230647,64657
X,1556230649,381637,848
X,1556230649,381654,657
X,1556230650,381601,597
X,1556230650,381702,728
X,1556230651,381544,553
X,1556230651,381448,7523
X,1556230652,381617,1366
X,1556230653,381569,587
X,1556230653,381682,394
X,1556230654,381508,748
X,1556230654,381614,780
X,1556230655,381966,4094
X,1556230655,381026,30556
X,1556230656,381711,1859
X,1556230657,381767,929
X,1556230657,381722,612
X,1556230658,381660,338
X,1556230658,381677,525
X,1556230659,381645,491
X,1556230659,381667,674
X,1556230660,381726,536
X,1556230661,381655,902
X,1556230661,381623,689
X,1556230662,381628,679
X,1556230662,381718,439
A,1556230662,381649,259
T,1556230662,2852
U,1556230663,64657
X,1556230664,381689,848
P,1556230665,5387
X,1556230665,381488,5316
X,1556230665,381942,3585
X,1556230666,381680,424
X,1556230666,381661,452
X,1556230667,381727,590
X,1556230668,381592,1008
X,1556230668,381718,449
X,1556230669,381707,607
X,1556230669,381725,480
X,1556230670,381735,434
X,1556230670,381798,558
X,1556230671,381766,558
X,1556230672,381640,752
X,1556230672,381742,458
