,4657,102
O,1560215024,154648,91
T,1560215024,2859
P,1560215028,5121
P,1560215058,5140
P,1560215088,5140
P,1560215117,5140
P,1560215146,5137
P,1560215176,5138
P,1560215205,5140
P,1560215234,5138
P,1560215264,5138
P,1560215293,5137
P,1560215322,5141
P,1560215351,5139
P,1560215382,5139
P,1560215411,5141
P,1560215440,5138
P,1560215470,5138
P,1560215499,5139
P,1560215528,5140
P,1560215557,5139
P,1560215587,5141
P,1560215616,5138
P,1560215645,5138
P,1560215675,5140
P,1560215705,5139
P,1560215734,5138
P,1560215763,5139
P,1560215793,5140
P,1560215822,5138
P,1560215851,5141
P,1560215880,5140
P,1560215910,5140
P,1560215939,5139
P,1560215969,5140
P,1560215999,5142
P,1560216028,5137
P,1560216057,5141
P,1560216086,5139
P,1560216116,5141
P,1560216145,5140
P,1560216174,5140
P,1560216204,5139
P,1560216233,5138
P,1560216263,5139
P,1560216292,5141
P,1560216322,5141
P,1560216351,5141
P,1560216380,5142
P,1560216410,5137
P,1560216439,5142
P,1560216468,5139
P,1560216497,5142
P,1560216527,5139
P,1560216557,5140
P,1560216586,5140
P,1560216616,5141
P,1560216646,5141
P,1560216675,5138
P,1560216704,5141
P,1560216734,5140
P,1560216763,5140
P,1560216792,5142
P,1560216822,5139
P,1560216852,5142
P,1560216881,5140
P,1560216910,5141
P,1560216940,5141
P,1560216969,5139
P,1560216998,5140
P,1560217028,5141
P,1560217057,5141
P,1560217086,5142
P,1560217115,5142
P,1560217146,5140
P,1560217175,5138
P,1560217204,5139
P,1560217234,5140
P,1560217263,5142
P,1560217292,5142
P,1560217321,5143
P,1560217351,5140
P,1560217380,5139
P,1560217409,5139
P,1560217439,5139
P,1560217469,5142
P,1560217498,5142
P,1560217527,5140
P,1560217557,5142
P,1560217586,5140
P,1560217615,5140
P,1560217644,5140
P,1560217674,5137
P,1560217703,5141
P,1560217733,5143
P,1560217763,5142
P,1560217792,5140
P,1560217821,5143
P,1560217850,5141
P,1560217880,5141
P,1560217909,5140
P,1560217938,5141
P,1560217968,5139
P,1560217997,5141
P,1560218027,5140
P,1560218056,5142
P,1560218086,5141
