H,1553557629,147519
T,1553557629,2781
R,1553557629,700D9B77F
X,1553557631,433914,538
X,1553557632,433711,2048
X,1553557632,433249,699
X,1553557633,432050,1911
X,1553557633,429992,2276
X,1553557634,428118,2435
X,1553557634,429182,1805
X,1553557635,429801,669
X,1553557636,427848,1602
X,1553557636,424892,4441
X,1553557637,422330,3276
X,1553557637,421754,4174
X,1553557638,424075,4307
X,1553557638,425964,3851
X,1553557639,428365,3892
X,1553557640,431528,1816
X,1553557640,432323,1567
X,1553557641,433810,1457
X,1553557641,434158,947
X,1553557642,434230,803
X,1553557642,434175,812
X,1553557643,433098,1094
P,1553557643,4926
X,1553557644,432221,3527
X,1553557644,431376,3600
X,1553557645,431976,4041
X,1553557645,430629,2852
X,1553557646,432001,3014
X,1553557646,427163,6193
X,1553557647,417407,12217
X,1553557647,423199,5107
X,1553557648,427092,2849
X,1553557649,426066,3881
X,1553557649,428153,1569
X,1553557650,429654,1963
X,1553557650,425151,5820
X,1553557651,427670,6488
X,1553557651,423073,6822
X,1553557652,427238,7979
X,1553557653,428150,8087
X,1553557653,430494,8751
X,1553557654,430763,3884
X,1553557654,428545,3875
X,1553557655,429509,1728
X,1553557655,431716,2038
X,1553557656,430756,3078
X,1553557657,429560,3622
X,1553557657,429719,1943
X,1553557658,430027,2594
X,1553557658,432150,2799
X,1553557659,433022,2601
X,1553557659,432760,3267
X,1553557659,431821,2893
X,1553557660,432817,1793
X,1553557660,432555,3385
X,1553557661,432363,2354
X,1553557661,429696,3965
X,1553557662,431473,3042
X,1553557662,432241,2195
X,1553557663,433017,872
X,1553557664,431651,1730
X,1553557664,432061,1729
X,1553557665,432614,2045
X,1553557665,433362,2100
X,1553557666,431513,1827
X,1553557666,429327,1886
X,1553557667,430115,3724
X,1553557668,430536,1510
X,1553557668,432764,1710
X,1553557669,431564,1746
X,1553557669,431962,2401
X,1553557670,432238,681
X,1553557670,432013,975
X,1553557671,432847,952
X,1553557672,432612,1806
X,1553557672,432790,2938
P,1553557672,4934
X,1553557673,431664,1345
X,1553557673,432032,907
X,1553557674,431196,751
X,1553557674,429737,1786
X,1553557675,429201,1794
X,1553557675,430049,1851
X,1553557676,428875,2514
X,1553557677,429377,2516
X,1553557677,430928,1730
X,1553557678,430267,1845
X,1553557678,429696,5477
X,1553557679,431534,2226
X,1553557679,432368,1926
X,1553557680,433599,754
X,1553557681,434188,1179
X,1553557681,434241,826
X,1553557682,433864,643
X,1553557682,433526,480
X,1553557683,433191,1192
X,1553557683,433088,1603
X,1553557684,432971,2162
X,1553557685,432834,1713
X,1553557685,434026,761
X,1553557686,433588,621
X,1553557686,433671,735
X,1553557687,431750,1722
X,1553557687,431765,3845
X,1553557688,429298,3191
X,1553557689,427375,2946
X,1553557689,428707,4202
X,1553557690,430617,3769
X,1553557690,429790,3815
X,1553557691,428781,4166
X,1553557691,428166,2242
X,1553557692,430705,4467
X,1553557693,429759,3848
X,1553557693,430129,3089
X,1553557694,429396,2892
X,1553557694,431103,1475
X,1553557695,430804,2127
X,1553557695,431648,1885
X,1553557696,432112,2214
X,1553557697,432507,2400
X,1553557697,431598,4872
X,1553557698,431712,3708
X,1553557698,431102,3043
X,1553557699,432539,1599
X,1553557699,431242,1845
X,1553557700,430126,4110
X,1553557700,428007,7074
X,1553557700,430023,2113
X,1553557701,431375,934
A,1553557701,433038,4440
T,1553557701,2781
R,1553557701,700D9B77F
P,1553557701,4936
X,1553557703,430500,2616
X,1553557703,430964,2679
X,1553557704,430566,1022
X,1553557704,430681,1256
X,1553557705,429608,1839
X,1553557705,430067,1647
X,1553557706,430279,2189
X,1553557707,428169,2573
X,1553557707,430547,2938
X,1553557708,431821,989
X,1553557708,432032,1423
X,1553557709,432152,1819
X,1553557709,432691,1595
X,1553557710,433319,1493
X,1553557711,434399,817
X,1553557711,433542,1135
X,1553557712,433148,1706
X,1553557712,432511,1443
X,1553557713,430745,5009
X,1553557713,428457,3086
X,1553557714,430762,2547
X,1553557715,430718,1467
X,1553557715,430319,1052
X,1553557716,432206,2341
X,1553557716,431947,1800
X,1553557717,432792,1248
X,1553557717,433453,1432
X,1553557718,433205,1641
X,1553557719,431950,1218
X,1553557719,433365,1441
X,1553557720,431941,1096
X,1553557720,431477,1539
X,1553557721,432236,2165
X,1553557721,432688,1469
X,1553557722,432493,916
X,1553557722,432689,1420
