359600748,387791,813
T,1559600748,2945
U,1559600748,46931
X,1559600750,387994,640
X,1559600751,388263,731
X,1559600751,387939,725
X,1559600752,388761,4888
X,1559600752,387405,4785
X,1559600753,387805,3109
X,1559600753,388232,603
X,1559600754,388372,3416
X,1559600754,388016,1000
X,1559600755,387960,951
X,1559600756,388053,886
X,1559600756,388285,891
X,1559600757,387806,1113
X,1559600757,387933,601
X,1559600757,388131,584
X,1559600757,387919,1021
X,1559600758,388095,1009
X,1559600759,388185,1046
X,1559600759,388311,783
X,1559600760,388146,463
X,1559600760,388277,700
X,1559600761,388152,842
X,1559600761,388108,1116
X,1559600762,388006,1897
X,1559600763,388224,813
X,1559600763,388258,1561
P,1559600763,5215
X,1559600764,387695,1024
X,1559600764,388088,571
X,1559600765,388408,814
X,1559600765,388033,1172
X,1559600766,387822,1102
X,1559600767,387959,1000
X,1559600767,388235,1472
X,1559600768,388204,951
X,1559600768,388200,1281
X,1559600769,388223,1663
X,1559600769,388083,1298
X,1559600770,387958,847
A,1559600770,388126,475
T,1559600770,2945
U,1559600770,46931
X,1559600772,387926,1276
X,1559600772,388110,840
X,1559600773,388040,872
X,1559600774,388539,1209
X,1559600774,388323,1697
X,1559600775,388334,1047
X,1559600775,388181,953
X,1559600776,388193,458
X,1559600776,388254,791
X,1559600777,388086,651
X,1559600778,388074,646
X,1559600778,388093,738
X,1559600779,388035,603
X,1559600779,388164,692
X,1559600780,388211,553
X,1559600780,388155,457
X,1559600781,388147,647
X,1559600782,387999,2886
X,1559600782,388217,1597
X,1559600783,387977,770
X,1559600783,387955,1344
X,1559600784,388074,707
X,1559600784,388328,746
X,1559600785,387978,681
X,1559600786,387944,851
X,1559600786,388116,749
X,1559600787,387827,823
A,1559600787,388099,501
T,1559600787,2945
U,1559600787,46931
X,1559600789,388057,905
X,1559600789,388252,578
X,1559600790,388453,931
X,1559600790,388600,1139
X,1559600791,388374,823
X,1559600792,388548,508
X,1559600792,388207,722
X,1559600793,387914,1048
X,1559600793,388109,628
P,1559600793,5216
X,1559600794,388028,776
X,1559600794,388061,809
X,1559600795,388068,701
X,1559600795,387969,1399
