H,1551369600,147519
U,1551369600,0
E,1551369600,1
P,1551369601,5171
P,1551369630,5170
P,1551369659,5171
P,1551369689,5169
P,1551369718,5169
P,1551369747,5170
P,1551369776,5171
P,1551369806,5170
P,1551369836,5168
P,1551369865,5169
P,1551369896,5171
P,1551369925,5168
P,1551369954,5170
P,1551369983,5169
P,1551370013,5167
P,1551370042,5169
P,1551370071,5169
P,1551370101,5171
P,1551370130,5167
P,1551370159,5167
P,1551370189,5169
P,1551370219,5171
P,1551370248,5170
P,1551370277,5171
P,1551370307,5171
P,1551370336,5171
P,1551370365,5171
P,1551370394,5171
P,1551370424,5171
P,1551370453,5171
P,1551370483,5171
P,1551370513,5171
P,1551370542,5171
P,1551370571,5171
P,1551370600,5169
P,1551370630,5170
P,1551370659,5170
P,1551370688,5171
P,1551370718,5171
P,1551370747,5170
P,1551370777,5169
P,1551370806,5171
P,1551370836,5170
P,1551370865,5172
P,1551370894,5169
P,1551370924,5168
P,1551370953,5172
P,1551370982,5172
P,1551371011,5170
P,1551371041,5172
P,1551371071,5170
P,1551371100,5173
P,1551371130,5168
P,1551371159,5170
P,1551371188,5171
P,1551371217,5172
P,1551371247,5171
P,1551371276,5171
O,1551371277,143760,915
O,1551371278,143708,309
O,1551371279,143720,324
O,1551371279,143604,699
O,1551371280,142158,596
O,1551371280,142251,1054
O,1551371281,143811,441
O,1551371281,143787,729
O,1551371282,143655,276
O,1551371283,143515,137
O,1551371283,143522,155
O,1551371284,143513,287
O,1551371284,143115,616
O,1551371285,143121,1321
O,1551371285,142725,571
O,1551371286,143645,740
O,1551371287,143371,763
O,1551371287,143350,197
O,1551371288,143733,430
O,1551371288,144115,395
O,1551371289,144359,586
O,1551371289,143145,1991
O,1551371290,143453,1590
O,1551371291,143481,410
O,1551371291,143513,237
O,1551371292,143669,239
O,1551371292,144053,576
O,1551371293,143913,272
O,1551371293,143812,374
O,1551371294,143604,193
O,1551371294,143636,219
O,1551371294,143596,263
O,1551371295,143430,177
O,1551371295,143472,132
O,1551371296,143415,251
O,1551371296,143583,240
O,1551371297,143706,195
O,1551371297,143790,97
O,1551371298,143730,227
O,1551371299,143387,438
O,1551371299,143536,284
O,1551371300,143680,102
O,1551371300,143735,197
O,1551371301,143825,156
O,1551371301,143745,223
O,1551371302,143479,303
O,1551371303,142788,414
O,1551371303,142252,604
O,1551371304,142834,907
O,1551371304,143174,229
O,1551371305,143422,398
P,1551371305,5160
O,1551371305,143662,110
O,1551371306,143665,168
O,1551371307,143234,816
O,1551371307,143061,492
O,1551371308,143165,419
O,1551371308,143205,345
O,1551371309,143282,480
O,1551371309,143720,247
O,1551371310,143383,487
O,1551371311,143201,268
O,1551371311,142830,601
O,1551371312,142950,757
O,1551371312,143169,310
O,1551371313,143364,291
O,1551371313,143580,122
O,1551371314,143432,432
O,1551371315,142512,1135
O,1551371315,141994,478
O,1551371316,142828,1022
O,1551371316,143461,506
O,1551371317,143405,340
O,1551371317,143201,338
O,1551371318,143494,264
O,1551371319,143807,262
O,1551371319,144164,291
O,1551371320,143929,489
O,1551371320,143731,151
O,1551371321,143705,176
O,1551371321,143633,191
O,1551371322,143731,185
O,1551371323,143749,297
O,1551371323,143929,156
O,1551371324,143865,134
O,1551371324,143827,140
O,1551371325,143723,193
O,1551371325,143656,394
O,1551371326,143583,182
O,1551371326,143728,112
O,1551371327,143686,185
O,1551371328,143602,81
O,1551371328,143479,364
O,1551371329,143342,232
O,1551371329,143477,293
O,1551371330,143287,1071
O,1551371330,142768,1133
O,1551371331,143023,753
O,1551371332,143545,510
O,1551371332,143704,210
O,1551371333,143877,197
O,1551371333,143326,1023
T,1551371333,2880
P,1551371335,5170
P,1551371365,5170
P,1551371394,5171
P,1551371423,5172
P,1551371453,5170
P,1551371482,5171
P,1551371511,5170
P,1551371540,5169
P,1551371570,5171
P,1551371599,5172
P,1551371628,5170
P,1551371659,5170
P,1551371688,5167
P,1551371717,5171
P,1551371746,5167
P,1551371776,5170
P,1551371805,5170
P,1551371834,5167
P,1551371864,5167
P,1551371893,5170
P,1551371922,5171
P,1551371952,5171
P,1551371982,5171
P,1551372011,5168
P,1551372040,5170
P,1551372070,5170
P,1551372099,5170
P,1551372128,5171
P,1551372157,5169
P,1551372187,5169
P,1551372216,5172
P,1551372246,5170
P,1551372276,5171
P,1551372305,5172
P,1551372334,5171
P,1551372363,5171
P,1551372393,5172
P,1551372422,5171
P,1551372452,5172
P,1551372482,5170
P,1551372511,5171
P,1551372541,5168
