01560203023,5C00DDFC91
R,1560203023,5C00DDFC91
X,1560203025,363938,3355
X,1560203025,363981,2142
X,1560203026,364152,1292
X,1560203026,364064,2043
X,1560203027,363970,20032
X,1560203027,362155,7052
X,1560203028,362637,2139
X,1560203029,362631,1410
X,1560203029,362582,1682
X,1560203030,363617,5121
X,1560203030,363678,6218
X,1560203031,364714,17731
X,1560203031,364748,10275
X,1560203032,363806,14031
X,1560203032,365221,2962
X,1560203033,365542,1639
X,1560203034,365842,2446
X,1560203034,365886,1701
X,1560203035,365457,10511
X,1560203035,366273,4710
P,1560203036,5153
X,1560203036,366119,1688
X,1560203036,365549,5365
X,1560203037,365754,2140
X,1560203038,365891,2540
X,1560203038,362035,42448
X,1560203039,367060,27236
X,1560203039,366484,19840
X,1560203040,366473,4330
X,1560203040,368814,34360
X,1560203041,364785,7424
X,1560203042,366546,1877
X,1560203042,366828,6643
X,1560203042,367430,13956
X,1560203042,365996,5947
X,1560203043,365710,18286
X,1560203043,366753,1015
X,1560203044,366549,1635
X,1560203045,366259,1855
X,1560203045,366499,12071
X,1560203046,366197,4157
X,1560203046,366196,1839
X,1560203047,366006,15354
X,1560203047,366318,1575
X,1560203048,366004,1509
X,1560203049,365954,1847
X,1560203049,365682,976
X,1560203050,365906,450
X,1560203050,365860,2154
X,1560203051,366150,972
X,1560203051,366206,1700
X,1560203052,366320,8429
X,1560203053,365289,9104
X,1560203053,366130,8742
X,1560203054,364961,13577
X,1560203054,366219,7930
X,1560203055,366039,2993
X,1560203055,365494,3174
X,1560203056,365382,5209
X,1560203056,365931,7457
X,1560203057,365668,6523
X,1560203058,365615,4463
X,1560203058,366043,2090
X,1560203059,365917,1375
X,1560203059,365623,980
X,1560203060,365425,2796
X,1560203060,365781,2220
X,1560203061,366148,1645
X,1560203062,366164,1140
X,1560203062,366259,818
X,1560203063,366118,867
X,1560203063,366221,1549
X,1560203064,366153,910
X,1560203064,365930,1061
P,1560203065,5149
X,1560203065,366007,959
X,1560203066,366309,1439
