H,1552791308,147519
T,1552791308,2805
R,1552791308,700D9B77F
X,1552791310,404209,672
X,1552791310,404517,512
X,1552791311,404272,1007
X,1552791311,404578,648
X,1552791312,404787,913
X,1552791312,404790,1348
X,1552791313,404966,4970
X,1552791314,404466,3728
X,1552791314,405033,8757
X,1552791315,405218,2800
X,1552791315,404801,1218
X,1552791316,404842,762
X,1552791316,404585,842
X,1552791317,404592,917
X,1552791318,405228,1153
X,1552791318,405025,552
X,1552791319,405054,705
X,1552791319,405166,1008
X,1552791320,404851,761
X,1552791320,404854,406
X,1552791321,404629,736
X,1552791322,404754,3391
X,1552791322,404572,1070
X,1552791323,404596,981
X,1552791323,404626,979
X,1552791324,404525,718
X,1552791324,404553,283
X,1552791325,404537,523
X,1552791326,404522,565
X,1552791326,404554,392
X,1552791327,404630,460
A,1552791327,404653,845
T,1552791327,2805
R,1552791327,700D9B77F
X,1552791329,404308,866
X,1552791329,404326,289
X,1552791330,404283,668
P,1552791330,5065
X,1552791330,404318,470
X,1552791331,404036,855
X,1552791332,404229,816
X,1552791332,404284,249
X,1552791333,404444,529
X,1552791333,404526,618
X,1552791334,404445,465
X,1552791334,404413,606
X,1552791335,404440,742
X,1552791336,404588,705
X,1552791336,404581,615
X,1552791337,404672,664
X,1552791337,404669,2189
X,1552791338,404531,724
X,1552791338,404533,555
X,1552791339,404501,7757
X,1552791339,404579,1045
X,1552791340,404303,2192
X,1552791341,404622,574
X,1552791341,404651,899
X,1552791342,404739,466
A,1552791342,404448,703
T,1552791342,2805
R,1552791342,700D9B77F
X,1552791344,404748,505
X,1552791344,404676,2744
X,1552791344,404331,4209
X,1552791344,404340,661
X,1552791345,404286,369
X,1552791346,404270,301
X,1552791346,404399,690
X,1552791347,404468,1035
X,1552791347,404494,331
X,1552791348,404264,986
X,1552791348,404260,458
X,1552791349,404320,292
X,1552791350,404269,431
X,1552791350,404299,1044
X,1552791351,404312,1542
X,1552791351,404283,651
X,1552791352,404445,705
X,1552791352,404495,307
X,1552791353,404473,373
X,1552791354,404403,635
X,1552791354,404344,689
X,1552791355,404136,4265
X,1552791355,404000,2355
X,1552791356,404539,2069
X,1552791356,404258,534
X,1552791357,404319,695
X,1552791358,404359,826
X,1552791358,405036,21272
X,1552791359,404255,4511
X,1552791359,404691,570
A,1552791359,404386,490
P,1552791359,5066
T,1552791359,2805
R,1552791360,700D9B77F
X,1552791361,404403,444
X,1552791362,404343,846
X,1552791362,404529,509
X,1552791363,404521,192
X,1552791363,404668,391
X,1552791364,404698,642
X,1552791365,404577,1090
X,1552791365,404553,1495
X,1552791366,404748,758
X,1552791366,404812,669
X,1552791367,404665,354
X,1552791367,404703,693
X,1552791368,404741,587
X,1552791369,404663,699
X,1552791369,402731,2491
X,1552791370,403643,1927
X,1552791370,403732,11737
X,1552791371,403574,7550
X,1552791371,403441,911
X,1552791372,402945,725
X,1552791373,403253,646
X,1552791373,402919,1065
X,1552791374,402992,640
X,1552791374,403413,810
X,1552791375,403825,668
X,1552791375,404066,505
X,1552791376,404032,438
A,1552791376,404173,1867
T,1552791376,2805
R,1552791376,700D9B77F
X,1552791378,404210,709
X,1552791378,404179,820
X,1552791379,404242,729
X,1552791380,404246,586
X,1552791380,404292,549
X,1552791381,404306,376
X,1552791381,404402,559
X,1552791382,404359,738
X,1552791382,404361,583
X,1552791383,404445,368
X,1552791384,404489,405
X,1552791384,404471,510
X,1552791385,404458,777
X,1552791385,404422,427
X,1552791385,404341,872
X,1552791385,404412,702
X,1552791386,404187,30324
X,1552791387,405077,2266
X,1552791387,404855,585
X,1552791388,404808,939
X,1552791388,404814,780
P,1552791388,5064
X,1552791389,404795,900
A,1552791389,404445,676
T,1552791389,2805
R,1552791389,700D9B77F
X,1552791391,404591,361
X,1552791391,404542,731
X,1552791392,404540,653
X,1552791393,404553,863
X,1552791393,404608,1024
X,1552791394,404649,870
X,1552791394,404461,836
X,1552791395,404540,379
X,1552791395,404590,669
X,1552791396,404550,1194
X,1552791397,404589,2941
X,1552791397,403976,792
X,1552791398,404153,642
X,1552791398,404119,381
X,1552791399,404184,320
X,1552791399,404263,603
X,1552791400,404332,281
X,1552791401,404177,823
X,1552791401,404225,841
