,387276,578
X,1554091497,387158,716
X,1554091498,386873,374
X,1554091498,387052,839
X,1554091499,387326,1146
X,1554091499,387318,899
X,1554091500,386870,532
X,1554091500,387114,675
X,1554091501,386956,1122
X,1554091502,386949,817
X,1554091502,386835,760
A,1554091502,387095,974
T,1554091502,2801
R,1554091503,5C00DDFC91
X,1554091504,386971,822
X,1554091505,387016,672
P,1554091505,4816
X,1554091505,386876,585
X,1554091506,386943,507
X,1554091506,387277,769
X,1554091507,387114,534
X,1554091508,387048,454
X,1554091508,387237,512
X,1554091509,387458,584
X,1554091509,387302,533
X,1554091510,387387,776
X,1554091510,387320,1004
X,1554091511,387500,387
X,1554091512,387651,611
X,1554091512,387516,619
X,1554091512,387320,464
X,1554091512,387242,621
X,1554091513,387347,370
X,1554091513,387482,717
X,1554091514,387235,599
X,1554091515,387021,430
A,1554091515,387247,775
T,1554091515,2801
X,1554091516,387328,908
X,1554091517,387489,1075
X,1554091518,387553,554
X,1554091518,387785,734
X,1554091519,387676,874
X,1554091519,387469,573
X,1554091520,387559,624
X,1554091520,387585,793
X,1554091521,387524,408
X,1554091522,387432,461
X,1554091522,387573,611
X,1554091523,387823,785
X,1554091523,388014,766
X,1554091524,387970,741
X,1554091524,387899,983
X,1554091525,388064,742
X,1554091526,388366,482
X,1554091526,388629,660
X,1554091527,388619,495
X,1554091527,388580,644
X,1554091528,388681,319
A,1554091528,387906,1353
T,1554091528,2801
R,1554091528,5C00DDFC91
X,1554091530,388172,837
X,1554091530,388078,511
X,1554091531,388428,2812
X,1554091531,387758,1923
X,1554091532,388672,766
X,1554091533,388808,580
X,1554091533,388426,658
X,1554091534,388925,732
P,1554091534,4814
X,1554091534,389258,1050
X,1554091535,388735,1000
X,1554091535,388054,782
X,1554091536,388343,1135
X,1554091537,388581,682
X,1554091537,388339,638
X,1554091538,388499,433
X,1554091538,388362,1188
X,1554091539,388218,825
X,1554091539,388467,553
X,1554091540,388554,577
X,1554091541,388400,470
X,1554091541,388341,673
X,1554091542,388338,665
X,1554091542,388431,676
X,1554091543,388660,598
X,1554091543,388595,781
A,1554091543,388464,871
T,1554091544,2801
R,1554091544,5C00DDFC91
X,1554091545,388359,1000
X,1554091546,388099,693
X,1554091546,387873,515
X,1554091547,388080,1375
X,1554091548,388517,533
X,1554091548,388040,2970
X,1554091549,388507,6816
X,1554091549,388125,1146
X,1554091550,387919,1485
X,1554091550,387905,483
X,1554091551,387739,580
X,1554091552,388231,859
X,1554091552,388699,3356
X,1554091553,387888,2682
X,1554091553,388109,2579
X,1554091553,387867,1912
X,1554091553,387893,1365
X,1554091554,387699,521
X,1554091555,387401,8564
X,1554091555,387431,3667
X,1554091556,387351,2172
X,1554091556,387476,1138
X,1554091557,387334,881
X,1554091557,387656,706
X,1554091558,388362,729
X,1554091559,388272,497
X,1554091559,388069,466
X,1554091560,387679,629
X,1554091560,387421,1690
X,1554091561,388310,1328
X,1554091561,388447,1002
X,1554091562,388439,505
X,1554091563,388545,491
X,1554091563,388248,433
P,1554091563,4831
X,1554091564,388845,758
X,1554091564,388568,814
X,1554091565,388465,700
A,1554091565,388145,1511
T,1554091565,2801
R,1554091565,5C00DDFC91
X,1554091567,388656,803
X,1554091567,388294,718
X,1554091568,388128,586
X,1554091568,388322,975
X,1554091569,387836,412
X,1554091570,387229,1138
X,1554091570,387050,726
X,1554091571,387757,701
X,1554091571,387970,1017
X,1554091572,388460,604
X,1554091572,388068,708
X,1554091573,388536,972
X,1554091574,388324,748
