,1555021241,373136,1608
X,1555021241,373909,2501
X,1555021242,370870,2159
X,1555021242,371414,2140
X,1555021243,371334,2601
X,1555021243,371946,1576
X,1555021244,371699,1529
X,1555021245,372460,1125
X,1555021245,371647,1770
X,1555021246,372450,1121
X,1555021246,373270,1437
X,1555021247,372462,2322
X,1555021247,372027,1897
X,1555021248,373091,1327
X,1555021249,373703,458
X,1555021249,374039,1297
X,1555021250,374250,927
X,1555021250,372429,1252
X,1555021251,371360,1871
X,1555021251,371834,2694
X,1555021252,373623,1050
X,1555021253,373961,745
X,1555021253,374091,827
X,1555021254,374837,983
X,1555021254,375208,844
X,1555021255,373517,1614
X,1555021255,373681,1125
X,1555021256,373379,1335
X,1555021257,374144,842
X,1555021257,373396,644
X,1555021258,373299,1835
X,1555021258,372678,1115
X,1555021259,373157,764
X,1555021259,373630,949
X,1555021260,373553,1060
X,1555021261,373972,734
X,1555021261,374997,2502
X,1555021262,374228,584
X,1555021262,373290,1240
X,1555021263,373333,1809
X,1555021263,373367,1195
X,1555021264,374110,1326
X,1555021264,374243,1544
X,1555021265,373437,1400
X,1555021266,374287,638
X,1555021266,373991,2351
X,1555021267,373095,2813
X,1555021267,372531,1486
X,1555021268,372879,1187
X,1555021268,373501,2633
P,1555021269,4056
X,1555021269,372775,2657
X,1555021270,373338,1224
X,1555021270,374086,601
X,1555021271,374176,943
X,1555021271,374072,1255
X,1555021272,373851,607
A,1555021272,374052,2051
T,1555021272,2802
R,1555021272,5C00DDFC91
X,1555021274,375743,524
X,1555021274,375805,394
X,1555021275,375519,1091
X,1555021276,374488,1807
X,1555021276,375137,1165
X,1555021277,373808,1463
X,1555021277,373741,2342
X,1555021277,373854,1406
X,1555021277,372168,2215
X,1555021278,373274,2131
X,1555021279,374255,1147
X,1555021279,375078,929
X,1555021280,374621,1109
X,1555021280,373868,1396
X,1555021281,373235,1211
X,1555021281,373172,2161
X,1555021282,373345,1307
X,1555021283,373180,1129
X,1555021283,372544,992
X,1555021284,372487,1376
X,1555021284,373798,1007
X,1555021285,372655,1277
X,1555021285,373030,1015
X,1555021286,373093,2483
X,1555021286,372766,4405
X,1555021287,373213,5438
X,1555021288,370906,14249
X,1555021288,371479,8365
X,1555021289,372711,5425
X,1555021289,372981,2733
X,1555021290,373826,1453
X,1555021290,374135,4542
X,1555021291,374714,4478
X,1555021292,373681,5679
X,1555021292,373761,5082
X,1555021293,374722,3134
X,1555021293,373871,1600
X,1555021294,373681,2268
X,1555021294,374734,987
X,1555021295,373881,833
X,1555021296,373876,1270
X,1555021296,373924,1056
X,1555021297,372650,1384
X,1555021297,373229,1170
P,1555021298,4053
X,1555021298,373611,1290
X,1555021298,374028,1218
X,1555021299,375052,1837
X,1555021300,373955,1816
X,1555021300,373310,1303
X,1555021301,374294,1091
X,1555021301,373852,1437
X,1555021302,374031,1121
X,1555021302,373297,8247
X,1555021303,373272,1198
X,1555021304,373489,1547
X,1555021304,372996,1422
X,1555021305,373528,963
X,1555021305,373993,796
X,1555021306,374611,977
X,1555021306,374234,1573
X,1555021307,373460,5989
X,1555021308,374796,1060
X,1555021308,373360,2688
X,1555021309,372659,2292
X,1555021309,372890,1860
X,1555021310,371462,2831
X,1555021310,370972,2022
X,1555021311,371518,1521
X,1555021312,370654,1827
X,1555021312,370650,1589
X,1555021313,371328,1778
X,1555021313,371241,2042
X,1555021314,372016,1589
X,1555021314,373352,1107
X,1555021315,373563,402
